Key_0_0,Soil_Type27,Wilderness_Area1,Aspect,Horizontal_Distance_To_Hydrology,Key_1_2
k390600,0,1,175.0,272.0,k266530
k333419,0,1,180.0,242.0,k81465
k376964,0,1,157.0,212.0,k185451
k348062,0,1,113.0,182.0,k341289
k101451,0,1,91.0,153.0,k285774
k131749,0,1,77.0,124.0,k201939
k122762,0,1,68.0,95.0,k273651
k380585,0,1,63.0,67.0,k377767
k32204,0,1,58.0,42.0,k16848
k47988,0,1,282.0,150.0,k371446
k280003,0,1,286.0,180.0,k330184
k373247,0,1,289.0,210.0,k269363
k6799,0,1,291.0,240.0,k221130
k280546,0,1,295.0,270.0,k244495
k354125,0,1,65.0,42.0,k272444
k364023,0,1,351.0,30.0,k305871
k52503,0,1,0.0,0.0,k116725
k178231,0,1,26.0,30.0,k254630
k378533,0,1,336.0,42.0,k69437
k295458,0,1,310.0,67.0,k418632
k359031,0,1,312.0,95.0,k322170
k388389,0,1,312.0,124.0,k113597
k222567,0,1,312.0,153.0,k335799
k401135,0,1,5.0,234.0,k122139
k164221,0,1,322.0,255.0,k131701
k221525,0,1,278.0,277.0,k33256
k248067,0,1,265.0,297.0,k34411
k356431,0,1,339.0,457.0,k13008
k367606,0,1,4.0,446.0,k186104
k163877,0,1,45.0,437.0,k25091
k34521,0,1,36.0,430.0,k383550
k408326,0,1,339.0,424.0,k219936
k238438,0,1,315.0,421.0,k41772
k33794,0,1,319.0,420.0,k411982
k164536,0,1,320.0,420.0,k287684
k128227,0,1,329.0,420.0,k88443
k325271,0,1,329.0,420.0,k381068
k345585,0,1,320.0,421.0,k266175
k237657,0,1,358.0,424.0,k110269
k313718,0,1,45.0,430.0,k240902
k288322,0,1,83.0,437.0,k417362
k25005,0,1,90.0,446.0,k393103
k123212,0,1,87.0,457.0,k128183
k388866,0,1,79.0,470.0,k329420
k92731,0,1,66.0,484.0,k215502
k58875,0,1,62.0,497.0,k193304
k63469,0,1,47.0,510.0,k369329
k325445,0,1,36.0,525.0,k387933
k331959,0,1,325.0,124.0,k289195
k416550,0,1,301.0,153.0,k150712
k282221,0,1,286.0,182.0,k255560
k361566,0,1,278.0,212.0,k387174
k211981,0,1,261.0,268.0,k93521
k217186,0,1,278.0,295.0,k62761
k216533,0,1,304.0,323.0,k356266
k368173,0,1,325.0,351.0,k180545
k400520,0,1,15.0,379.0,k243326
k67051,0,1,58.0,408.0,k10464
k126734,0,1,77.0,424.0,k81257
k386744,0,1,97.0,395.0,k230957
k99607,0,1,130.0,365.0,k361378
k239714,0,1,135.0,335.0,k353088
k287599,0,1,133.0,306.0,k288748
k311756,0,1,158.0,277.0,k56528
k49305,0,1,176.0,247.0,k342641
k335362,0,1,171.0,218.0,k14883
k212763,0,1,143.0,190.0,k57061
k3636,0,1,105.0,162.0,k265561
k84708,0,1,86.0,134.0,k303441
k59914,0,1,78.0,108.0,k372309
k279143,0,1,74.0,85.0,k261783
k416190,0,1,72.0,60.0,k228601
k199539,0,1,119.0,30.0,k271849
k224233,0,1,257.0,60.0,k362839
k227882,0,1,270.0,90.0,k45527
k421271,0,1,272.0,120.0,k198189
k12697,0,1,274.0,150.0,k155289
k372114,0,1,280.0,180.0,k20937
k337848,0,1,287.0,210.0,k93237
k128213,0,1,289.0,240.0,k232821
k291842,0,1,290.0,270.0,k413624
k295817,0,1,294.0,300.0,k175229
k738,0,1,299.0,330.0,k158698
k154857,0,1,85.0,60.0,k172853
k163315,0,1,52.0,30.0,k347957
k202656,0,1,348.0,0.0,k353783
k77765,0,1,357.0,0.0,k16564
k248695,0,1,26.0,30.0,k356808
k65659,0,1,331.0,60.0,k118157
k142922,0,1,314.0,85.0,k90735
k109502,0,1,314.0,108.0,k272884
k224457,0,1,314.0,134.0,k82533
k147519,0,1,16.0,258.0,k195564
k148802,0,1,356.0,277.0,k181237
k112986,0,1,313.0,297.0,k192134
k203753,0,1,303.0,319.0,k98454
k291950,0,1,324.0,485.0,k297460
k365112,0,1,18.0,474.0,k238552
k271175,0,1,45.0,466.0,k394824
k141657,0,1,29.0,459.0,k222776
k120868,0,1,339.0,454.0,k297428
k279578,0,1,315.0,451.0,k136484
k384243,0,1,315.0,450.0,k231569
k14678,0,1,303.0,450.0,k409525
k2292,0,1,301.0,450.0,k131922
k173682,0,1,299.0,450.0,k417258
k381438,0,1,280.0,451.0,k122868
k36762,0,1,90.0,454.0,k190688
k71970,0,1,98.0,459.0,k320776
k191253,0,1,102.0,466.0,k268848
k416101,0,1,93.0,474.0,k151383
k245343,0,1,87.0,485.0,k209238
k30765,0,1,79.0,497.0,k285120
k40633,0,1,82.0,510.0,k285433
k148874,0,1,78.0,524.0,k15098
k337985,0,1,57.0,537.0,k379768
k191469,0,1,348.0,638.0,k292623
k238748,0,1,294.0,134.0,k47751
k381958,0,1,250.0,162.0,k176638
k111542,0,1,248.0,190.0,k252968
k22529,0,1,243.0,218.0,k133816
k343771,0,1,245.0,247.0,k357321
k170375,0,1,258.0,277.0,k146363
k28891,0,1,268.0,306.0,k265817
k195519,0,1,277.0,335.0,k164076
k124593,0,1,295.0,362.0,k269659
k32791,0,1,38.0,390.0,k398428
k348561,0,1,77.0,418.0,k39259
k52749,0,1,87.0,430.0,k398855
k115958,0,1,97.0,400.0,k160598
k27995,0,1,114.0,371.0,k107517
k293186,0,1,125.0,342.0,k48336
k214730,0,1,118.0,313.0,k126863
k25873,0,1,133.0,285.0,k380
k14446,0,1,167.0,256.0,k253718
k141310,0,1,176.0,228.0,k277019
k385531,0,1,167.0,201.0,k403283
k370982,0,1,133.0,175.0,k401230
k384051,0,1,88.0,150.0,k61691
k337804,0,1,47.0,120.0,k98137
k67368,0,1,58.0,90.0,k862
k59218,0,1,329.0,30.0,k8689
k367208,0,1,311.0,60.0,k260999
k173492,0,1,306.0,90.0,k280952
k148746,0,1,299.0,120.0,k244261
k341749,0,1,288.0,150.0,k165786
k423378,0,1,286.0,180.0,k278639
k268478,0,1,288.0,210.0,k415250
k365614,0,1,289.0,240.0,k102287
k99797,0,1,291.0,270.0,k113699
k171281,0,1,290.0,300.0,k66884
k255219,0,1,286.0,330.0,k56077
k206797,0,1,291.0,360.0,k413495
k187617,0,1,72.0,42.0,k108605
k229959,0,1,23.0,30.0,k237558
k228462,0,1,21.0,0.0,k390706
k307802,0,1,24.0,30.0,k107638
k7738,0,1,344.0,42.0,k90777
k422497,0,1,311.0,67.0,k176173
k48735,0,1,310.0,95.0,k398602
k398529,0,1,315.0,124.0,k422943
k239975,0,1,16.0,300.0,k407943
k259309,0,1,312.0,319.0,k187844
k71867,0,1,288.0,339.0,k65694
k104468,0,1,348.0,513.0,k92628
k314520,0,1,15.0,503.0,k353925
k300618,0,1,34.0,495.0,k300957
k27072,0,1,21.0,488.0,k99499
k121949,0,1,330.0,484.0,k151767
k52433,0,1,315.0,481.0,k60504
k314176,0,1,307.0,480.0,k41980
k209086,0,1,286.0,480.0,k66393
k392419,0,1,270.0,480.0,k309519
k179455,0,1,239.0,480.0,k208535
k183234,0,1,247.0,481.0,k419620
k236098,0,1,0.0,484.0,k358678
k42325,0,1,76.0,488.0,k240567
k74626,0,1,84.0,495.0,k217742
k33358,0,1,86.0,503.0,k337819
k2808,0,1,77.0,513.0,k60944
k287958,0,1,60.0,524.0,k296378
k339074,0,1,45.0,537.0,k206189
k130874,0,1,47.0,551.0,k202520
k418251,0,1,335.0,607.0,k283731
k58880,0,1,345.0,624.0,k198700
k140245,0,1,347.0,642.0,k301409
k41839,0,1,344.0,661.0,k103507
k343669,0,1,8.0,664.0,k154305
k329586,0,1,6.0,655.0,k130588
k229080,0,1,3.0,648.0,k143002
k354227,0,1,19.0,641.0,k134565
k101371,0,1,18.0,636.0,k367279
k418755,0,1,23.0,633.0,k238946
k186565,0,1,7.0,631.0,k102627
k352410,0,1,355.0,630.0,k249289
k344198,0,1,0.0,631.0,k248372
k304989,0,1,167.0,150.0,k391646
k114938,0,1,204.0,175.0,k270498
k340066,0,1,235.0,201.0,k73620
k206244,0,1,242.0,228.0,k206505
k70689,0,1,249.0,256.0,k234336
k131311,0,1,260.0,285.0,k294036
k308848,0,1,263.0,313.0,k421142
k200362,0,1,259.0,342.0,k312327
k310115,0,1,253.0,371.0,k40514
k13689,0,1,104.0,400.0,k46871
k107365,0,1,81.0,430.0,k331640
k163561,0,1,85.0,417.0,k3660
k378245,0,1,94.0,402.0,k132896
k316328,0,1,108.0,376.0,k205358
k366161,0,1,117.0,350.0,k330702
k91033,0,1,88.0,323.0,k294638
k137736,0,1,80.0,295.0,k187079
k54126,0,1,97.0,268.0,k13906
k244479,0,1,164.0,240.0,k251512
k148931,0,1,163.0,210.0,k196432
k374355,0,1,158.0,180.0,k395318
k397183,0,1,186.0,150.0,k169275
k192299,0,1,75.0,120.0,k393274
k275050,0,1,78.0,90.0,k288589
k69273,0,1,279.0,30.0,k205856
k196646,0,1,298.0,60.0,k161746
k101025,0,1,306.0,90.0,k39546
k121287,0,1,306.0,120.0,k79110
k265953,0,1,293.0,150.0,k3754
k28752,0,1,285.0,180.0,k413591
k239382,0,1,281.0,210.0,k109167
k294542,0,1,282.0,240.0,k407379
k47814,0,1,287.0,270.0,k279122
k184783,0,1,293.0,300.0,k327664
k183714,0,1,293.0,330.0,k120944
k125189,0,1,294.0,360.0,k157917
k387796,0,1,61.0,42.0,k276827
k70716,0,1,24.0,30.0,k217956
k410241,0,1,21.0,0.0,k229129
k364569,0,1,42.0,0.0,k150563
k326805,0,1,16.0,30.0,k205571
k157395,0,1,334.0,60.0,k21784
k218741,0,1,309.0,85.0,k122879
k276488,0,1,307.0,108.0,k113867
k390620,0,1,90.0,324.0,k140361
k337290,0,1,264.0,342.0,k144691
k345786,0,1,149.0,339.0,k216675
k28990,0,1,111.0,319.0,k196491
k283826,0,1,355.0,541.0,k254728
k13012,0,1,9.0,532.0,k86704
k344266,0,1,19.0,524.0,k13625
k250287,0,1,4.0,518.0,k53748
k351544,0,1,329.0,514.0,k400620
k420331,0,1,333.0,511.0,k272991
k51186,0,1,337.0,510.0,k338522
k6759,0,1,307.0,510.0,k368488
k197946,0,1,311.0,510.0,k292844
k222408,0,1,315.0,510.0,k421989
k24689,0,1,293.0,511.0,k265391
k117733,0,1,315.0,514.0,k315377
k302246,0,1,86.0,518.0,k325972
k415360,0,1,98.0,524.0,k284841
k350747,0,1,85.0,532.0,k279179
k86735,0,1,68.0,541.0,k414786
k248798,0,1,45.0,552.0,k116364
k53915,0,1,21.0,564.0,k45379
k69573,0,1,34.0,577.0,k240939
k204360,0,1,21.0,591.0,k231928
k299368,0,1,0.0,604.0,k59339
k387274,0,1,354.0,618.0,k160866
k119280,0,1,337.0,633.0,k389870
k134584,0,1,346.0,658.0,k214029
k146842,0,1,343.0,646.0,k381061
k356025,0,1,3.0,636.0,k376667
k186687,0,1,7.0,626.0,k273094
k321606,0,1,0.0,618.0,k167111
k145186,0,1,12.0,612.0,k88462
k211775,0,1,15.0,607.0,k13773
k396147,0,1,25.0,603.0,k208202
k182030,0,1,11.0,601.0,k410730
k74680,0,1,352.0,600.0,k145384
k256881,0,1,357.0,601.0,k295261
k157969,0,1,352.0,603.0,k172563
k34850,0,1,175.0,120.0,k228522
k289188,0,1,140.0,150.0,k271421
k249269,0,1,267.0,180.0,k255341
k213868,0,1,279.0,210.0,k393997
k36462,0,1,281.0,240.0,k80210
k9811,0,1,279.0,268.0,k242679
k111333,0,1,274.0,295.0,k9047
k390690,0,1,266.0,323.0,k285641
k261154,0,1,247.0,351.0,k319522
k100934,0,1,231.0,379.0,k383123
k209841,0,1,195.0,408.0,k115849
k195915,0,1,104.0,408.0,k231312
k387534,0,1,91.0,391.0,k288573
k299835,0,1,95.0,376.0,k53078
k152798,0,1,108.0,362.0,k42558
k327083,0,1,131.0,335.0,k249065
k212788,0,1,69.0,309.0,k380173
k391311,0,1,50.0,283.0,k147201
k200500,0,1,50.0,256.0,k137755
k233828,0,1,63.0,228.0,k67161
k291459,0,1,111.0,201.0,k244054
k88548,0,1,145.0,175.0,k35710
k174435,0,1,225.0,150.0,k302329
k362757,0,1,153.0,120.0,k37732
k108145,0,1,262.0,30.0,k33730
k149166,0,1,263.0,60.0,k155602
k237323,0,1,268.0,90.0,k103582
k407041,0,1,276.0,120.0,k112510
k1645,0,1,277.0,150.0,k76495
k100543,0,1,275.0,180.0,k270186
k184022,0,1,274.0,210.0,k369643
k254130,0,1,274.0,240.0,k318218
k284597,0,1,277.0,270.0,k321070
k379788,0,1,286.0,300.0,k214808
k294583,0,1,293.0,330.0,k370192
k254502,0,1,296.0,360.0,k109656
k54526,0,1,45.0,30.0,k14906
k252146,0,1,56.0,0.0,k397207
k87947,0,1,87.0,0.0,k398467
k280838,0,1,90.0,30.0,k333266
k141585,0,1,338.0,42.0,k296238
k144814,0,1,324.0,67.0,k217559
k32997,0,1,314.0,95.0,k102305
k79368,0,1,308.0,124.0,k415098
k148567,0,1,180.0,339.0,k336610
k220747,0,1,169.0,319.0,k56934
k381415,0,1,150.0,297.0,k45766
k83666,0,1,344.0,579.0,k366960
k232671,0,1,338.0,569.0,k196038
k322259,0,1,0.0,560.0,k421965
k407796,0,1,14.0,553.0,k420057
k402040,0,1,0.0,547.0,k173681
k168414,0,1,334.0,543.0,k402356
k230576,0,1,346.0,541.0,k147447
k403058,0,1,351.0,540.0,k264094
k9030,0,1,336.0,540.0,k60868
k226571,0,1,340.0,540.0,k6083
k164159,0,1,337.0,540.0,k173690
k295395,0,1,315.0,541.0,k397874
k345889,0,1,0.0,543.0,k310918
k378977,0,1,88.0,553.0,k72085
k376846,0,1,64.0,560.0,k249749
k335079,0,1,65.0,569.0,k321221
k91193,0,1,26.0,579.0,k147109
k366180,0,1,5.0,591.0,k54550
k363676,0,1,28.0,604.0,k343382
k108918,0,1,7.0,618.0,k100033
k116542,0,1,352.0,631.0,k66257
k8298,0,1,355.0,644.0,k104925
k314255,0,1,344.0,659.0,k198161
k314361,0,1,340.0,644.0,k361799
k16226,0,1,341.0,631.0,k139549
k338257,0,1,344.0,618.0,k60566
k119902,0,1,358.0,607.0,k388061
k171091,0,1,3.0,598.0,k352379
k408931,0,1,2.0,589.0,k303640
k137332,0,1,9.0,582.0,k314611
k415320,0,1,9.0,577.0,k309579
k385053,0,1,23.0,573.0,k28384
k57091,0,1,12.0,571.0,k171008
k240004,0,1,354.0,570.0,k346107
k116920,0,1,355.0,571.0,k212733
k287224,0,1,358.0,573.0,k374077
k258176,0,1,53.0,67.0,k370279
k44682,0,1,72.0,120.0,k348261
k79805,0,1,339.0,150.0,k248224
k52561,0,1,313.0,180.0,k247529
k224273,0,1,304.0,210.0,k217689
k338833,0,1,298.0,240.0,k231832
k89884,0,1,283.0,270.0,k191690
k298130,0,1,260.0,300.0,k348643
k208089,0,1,243.0,330.0,k352162
k408301,0,1,220.0,360.0,k41520
k219877,0,1,217.0,390.0,k259712
k264158,0,1,200.0,404.0,k403282
k156243,0,1,143.0,384.0,k67985
k75468,0,1,102.0,366.0,k11759
k78136,0,1,92.0,350.0,k84191
k138939,0,1,92.0,335.0,k408865
k404098,0,1,115.0,323.0,k148078
k83273,0,1,216.0,295.0,k85033
k415224,0,1,87.0,268.0,k176043
k385279,0,1,83.0,242.0,k353685
k310926,0,1,86.0,216.0,k397531
k171209,0,1,88.0,190.0,k301873
k368658,0,1,45.0,162.0,k393788
k107975,0,1,225.0,134.0,k352722
k30621,0,1,123.0,108.0,k325222
k357532,0,1,289.0,30.0,k221585
k223685,0,1,275.0,60.0,k372083
k382399,0,1,271.0,90.0,k335330
k336282,0,1,276.0,120.0,k40459
k19643,0,1,280.0,150.0,k9273
k315020,0,1,280.0,180.0,k358877
k308318,0,1,279.0,210.0,k171880
k386938,0,1,278.0,240.0,k122818
k39459,0,1,281.0,270.0,k167036
k83941,0,1,287.0,300.0,k257456
k293151,0,1,286.0,330.0,k173224
k28066,0,1,282.0,360.0,k188706
k130698,0,1,278.0,390.0,k344578
k224827,0,1,81.0,60.0,k43346
k251608,0,1,90.0,30.0,k316466
k386203,0,1,84.0,0.0,k251545
k162333,0,1,61.0,30.0,k63379
k209085,0,1,3.0,42.0,k224962
k242824,0,1,316.0,85.0,k52922
k109901,0,1,316.0,108.0,k371126
k183926,0,1,135.0,319.0,k270597
k27411,0,1,156.0,297.0,k289249
k181951,0,1,152.0,277.0,k263523
k244542,0,1,157.0,255.0,k63615
k279797,0,1,328.0,598.0,k33762
k225993,0,1,345.0,589.0,k181701
k39203,0,1,13.0,582.0,k268430
k196202,0,1,0.0,577.0,k175963
k316921,0,1,342.0,573.0,k411320
k393493,0,1,354.0,571.0,k64937
k226373,0,1,346.0,570.0,k178288
k69537,0,1,344.0,570.0,k109231
k187186,0,1,1.0,570.0,k349228
k340678,0,1,10.0,570.0,k145594
k245303,0,1,342.0,571.0,k227300
k375577,0,1,18.0,573.0,k87634
k248824,0,1,53.0,577.0,k74408
k266101,0,1,36.0,582.0,k362807
k400803,0,1,45.0,589.0,k398474
k88029,0,1,53.0,598.0,k264086
k343922,0,1,358.0,607.0,k129006
k414678,0,1,355.0,618.0,k94828
k376317,0,1,18.0,631.0,k212110
k420404,0,1,0.0,644.0,k137727
k97134,0,1,347.0,658.0,k414560
k164897,0,1,351.0,649.0,k85709
k282746,0,1,346.0,633.0,k415017
k364409,0,1,344.0,618.0,k91411
k372878,0,1,337.0,604.0,k325006
k108296,0,1,339.0,591.0,k169839
k20080,0,1,351.0,579.0,k72851
k11655,0,1,358.0,569.0,k400112
k317252,0,1,2.0,560.0,k131952
k142698,0,1,9.0,553.0,k81657
k288508,0,1,4.0,547.0,k162830
k415603,0,1,18.0,543.0,k410508
k33056,0,1,10.0,541.0,k393115
k335173,0,1,0.0,540.0,k234641
k159635,0,1,359.0,541.0,k254835
k40797,0,1,0.0,543.0,k48915
k415814,0,1,74.0,60.0,k298527
k121203,0,1,36.0,30.0,k13958
k251475,0,1,266.0,95.0,k330324
k154630,0,1,63.0,124.0,k149449
k302368,0,1,293.0,153.0,k340406
k317059,0,1,289.0,182.0,k119300
k127536,0,1,287.0,212.0,k104851
k176669,0,1,292.0,242.0,k48902
k347009,0,1,301.0,272.0,k209200
k303446,0,1,255.0,301.0,k34256
k352432,0,1,228.0,331.0,k179062
k405039,0,1,215.0,361.0,k340383
k416301,0,1,211.0,391.0,k328335
k263113,0,1,207.0,382.0,k336053
k110874,0,1,173.0,361.0,k102032
k7782,0,1,102.0,342.0,k25827
k12992,0,1,88.0,324.0,k264196
k369846,0,1,85.0,309.0,k7970
k29178,0,1,95.0,295.0,k132667
k74440,0,1,174.0,283.0,k403633
k184205,0,1,147.0,256.0,k171040
k215352,0,1,131.0,228.0,k97692
k309049,0,1,124.0,201.0,k33169
k348929,0,1,110.0,175.0,k344646
k400434,0,1,45.0,150.0,k333378
k361291,0,1,117.0,124.0,k75615
k4807,0,1,118.0,95.0,k320285
k341430,0,1,317.0,30.0,k237520
k23608,0,1,303.0,60.0,k61884
k137469,0,1,295.0,90.0,k99798
k73000,0,1,292.0,120.0,k299571
k25822,0,1,289.0,150.0,k275976
k379328,0,1,288.0,180.0,k325600
k147091,0,1,288.0,210.0,k222343
k297271,0,1,288.0,240.0,k353607
k212354,0,1,291.0,270.0,k112643
k168743,0,1,293.0,300.0,k172353
k379940,0,1,277.0,330.0,k251470
k179652,0,1,259.0,360.0,k86551
k236771,0,1,240.0,390.0,k105679
k335494,0,1,72.0,67.0,k282873
k50624,0,1,45.0,42.0,k177106
k120530,0,1,62.0,30.0,k5466
k384,0,1,13.0,42.0,k22430
k295001,0,1,346.0,67.0,k357967
k157342,0,1,327.0,85.0,k170195
k167581,0,1,317.0,108.0,k160382
k289478,0,1,117.0,300.0,k71284
k423432,0,1,132.0,277.0,k38115
k343136,0,1,143.0,255.0,k184441
k289948,0,1,157.0,234.0,k331984
k157487,0,1,167.0,212.0,k17143
k376381,0,1,145.0,192.0,k414558
k306651,0,1,331.0,626.0,k24503
k99304,0,1,334.0,618.0,k194153
k292066,0,1,18.0,612.0,k143719
k249758,0,1,0.0,607.0,k320171
k249081,0,1,339.0,603.0,k208763
k191912,0,1,356.0,601.0,k222152
k138973,0,1,347.0,600.0,k404547
k211472,0,1,343.0,600.0,k402631
k107178,0,1,10.0,600.0,k163922
k249039,0,1,27.0,600.0,k184789
k414828,0,1,6.0,601.0,k385560
k256888,0,1,2.0,603.0,k399222
k216758,0,1,37.0,607.0,k351406
k24675,0,1,37.0,612.0,k51548
k66925,0,1,47.0,618.0,k135488
k208766,0,1,34.0,626.0,k250383
k119233,0,1,349.0,636.0,k209895
k376969,0,1,346.0,646.0,k138757
k95882,0,1,13.0,658.0,k400596
k162465,0,1,0.0,661.0,k59269
k374544,0,1,345.0,642.0,k352777
k246562,0,1,347.0,624.0,k414421
k94204,0,1,339.0,607.0,k98343
k383207,0,1,347.0,592.0,k51303
k206952,0,1,344.0,577.0,k377521
k283088,0,1,333.0,564.0,k261196
k99659,0,1,345.0,552.0,k268618
k324597,0,1,350.0,541.0,k272894
k221951,0,1,352.0,532.0,k186033
k237730,0,1,4.0,524.0,k294433
k213258,0,1,4.0,518.0,k348456
k132512,0,1,11.0,514.0,k13892
k348747,0,1,8.0,511.0,k168880
k419439,0,1,8.0,510.0,k176647
k196229,0,1,9.0,511.0,k172089
k103554,0,1,2.0,514.0,k210296
k252741,0,1,106.0,42.0,k394623
k394786,0,1,101.0,30.0,k212314
k101796,0,1,84.0,0.0,k376377
k56548,0,1,85.0,30.0,k397403
k326771,0,1,87.0,42.0,k269953
k69818,0,1,153.0,67.0,k162818
k145889,0,1,266.0,85.0,k240303
k176438,0,1,284.0,108.0,k228650
k32860,0,1,8.0,134.0,k211814
k301125,0,1,284.0,162.0,k13184
k96100,0,1,272.0,190.0,k364715
k102049,0,1,269.0,218.0,k397587
k375050,0,1,276.0,247.0,k17419
k170160,0,1,295.0,277.0,k257262
k16957,0,1,146.0,306.0,k111531
k330787,0,1,216.0,335.0,k55007
k136979,0,1,214.0,365.0,k270785
k289775,0,1,200.0,384.0,k156215
k143082,0,1,209.0,361.0,k346452
k189268,0,1,206.0,339.0,k166699
k104751,0,1,118.0,319.0,k319407
k280443,0,1,89.0,300.0,k111923
k21066,0,1,86.0,283.0,k336337
k97099,0,1,101.0,268.0,k274378
k262405,0,1,142.0,256.0,k242301
k35874,0,1,142.0,242.0,k14914
k366306,0,1,135.0,216.0,k416933
k333334,0,1,143.0,190.0,k59658
k357201,0,1,169.0,162.0,k171245
k3392,0,1,170.0,134.0,k23756
k275674,0,1,133.0,108.0,k244850
k86305,0,1,123.0,85.0,k174917
k122416,0,1,334.0,30.0,k383662
k113063,0,1,299.0,60.0,k98368
k308432,0,1,284.0,90.0,k236573
k372085,0,1,282.0,120.0,k274427
k344237,0,1,283.0,150.0,k190772
k317315,0,1,286.0,180.0,k407102
k90364,0,1,292.0,210.0,k178191
k318720,0,1,296.0,240.0,k114789
k77399,0,1,296.0,270.0,k20907
k181067,0,1,299.0,300.0,k16625
k178469,0,1,281.0,330.0,k105281
k275327,0,1,257.0,360.0,k77479
k178838,0,1,239.0,390.0,k377886
k418063,0,1,236.0,420.0,k246495
k101707,0,1,148.0,108.0,k393519
k272048,0,1,315.0,85.0,k117335
k253934,0,1,9.0,67.0,k72536
k227586,0,1,20.0,60.0,k399429
k61,0,1,340.0,67.0,k409294
k55992,0,1,324.0,85.0,k42655
k181660,0,1,321.0,108.0,k154201
k159154,0,1,312.0,127.0,k388265
k185665,0,1,105.0,309.0,k329164
k26806,0,1,130.0,283.0,k94146
k180406,0,1,137.0,258.0,k138394
k7627,0,1,137.0,234.0,k71603
k197002,0,1,144.0,212.0,k63466
k32925,0,1,164.0,192.0,k328920
k206215,0,1,154.0,170.0,k7066
k82387,0,1,135.0,150.0,k10716
k5719,0,1,118.0,134.0,k238557
k187021,0,1,115.0,108.0,k246902
k216131,0,1,171.0,85.0,k421874
k51913,0,1,338.0,648.0,k388714
k321344,0,1,19.0,641.0,k289254
k59236,0,1,0.0,636.0,k113148
k25852,0,1,333.0,633.0,k96164
k379491,0,1,347.0,631.0,k15666
k399886,0,1,351.0,630.0,k74063
k76121,0,1,351.0,630.0,k417112
k314503,0,1,21.0,630.0,k418413
k18978,0,1,36.0,630.0,k129093
k104462,0,1,16.0,631.0,k201898
k389598,0,1,20.0,633.0,k152909
k91146,0,1,63.0,636.0,k125653
k242196,0,1,70.0,641.0,k234770
k363072,0,1,56.0,648.0,k419033
k309786,0,1,26.0,655.0,k154395
k184035,0,1,344.0,664.0,k134641
k246893,0,1,337.0,674.0,k366389
k417638,0,1,0.0,658.0,k294264
k371313,0,1,0.0,638.0,k205375
k285599,0,1,348.0,618.0,k212834
k175502,0,1,346.0,600.0,k293599
k94823,0,1,337.0,582.0,k261698
k151169,0,1,347.0,566.0,k347172
k280578,0,1,350.0,551.0,k82468
k148173,0,1,340.0,537.0,k423634
k257842,0,1,349.0,524.0,k230427
k71792,0,1,348.0,513.0,k143016
k380273,0,1,341.0,503.0,k10048
k412108,0,1,355.0,495.0,k364482
k113012,0,1,0.0,488.0,k73352
k364647,0,1,6.0,484.0,k409542
k155917,0,1,9.0,481.0,k379533
k179354,0,1,16.0,480.0,k150687
k34261,0,1,13.0,481.0,k390487
k185704,0,1,6.0,484.0,k166123
k258955,0,1,92.0,42.0,k394254
k52449,0,1,101.0,30.0,k237766
k312348,0,1,135.0,0.0,k399112
k323367,0,1,126.0,0.0,k183999
k123681,0,1,117.0,30.0,k332948
k294890,0,1,62.0,60.0,k216678
k408621,0,1,355.0,85.0,k53743
k234112,0,1,312.0,108.0,k314890
k254619,0,1,333.0,127.0,k128933
k22952,0,1,4.0,150.0,k80729
k399214,0,1,320.0,175.0,k345249
k379162,0,1,268.0,228.0,k261515
k179227,0,1,247.0,256.0,k270096
k40590,0,1,204.0,285.0,k219911
k357699,0,1,153.0,313.0,k337368
k241933,0,1,198.0,342.0,k166718
k169858,0,1,210.0,371.0,k415626
k193348,0,1,188.0,366.0,k400482
k177520,0,1,206.0,342.0,k384659
k249095,0,1,213.0,319.0,k205983
k47871,0,1,171.0,297.0,k51111
k374873,0,1,103.0,277.0,k162898
k21940,0,1,84.0,258.0,k290421
k196318,0,1,89.0,242.0,k8496
k367052,0,1,109.0,228.0,k32052
k331604,0,1,125.0,218.0,k322230
k270954,0,1,124.0,201.0,k199544
k52322,0,1,141.0,175.0,k175683
k228294,0,1,174.0,150.0,k38467
k49195,0,1,170.0,124.0,k322287
k252967,0,1,147.0,95.0,k395084
k121649,0,1,117.0,67.0,k192800
k155706,0,1,1.0,42.0,k180868
k406662,0,1,322.0,67.0,k199760
k88032,0,1,279.0,95.0,k404068
k197088,0,1,278.0,124.0,k358710
k416999,0,1,282.0,153.0,k379029
k415763,0,1,286.0,182.0,k402448
k395605,0,1,291.0,212.0,k11656
k244574,0,1,299.0,242.0,k305210
k407979,0,1,304.0,272.0,k381065
k291785,0,1,306.0,301.0,k218108
k412742,0,1,288.0,331.0,k82624
k9846,0,1,267.0,361.0,k242042
k327140,0,1,264.0,391.0,k229113
k62187,0,1,270.0,421.0,k313147
k117604,0,1,269.0,451.0,k349341
k316757,0,1,268.0,481.0,k198519
k112038,0,1,23.0,150.0,k386485
k356646,0,1,355.0,127.0,k316501
k377031,0,1,342.0,108.0,k368964
k120372,0,1,358.0,95.0,k419697
k398712,0,1,2.0,90.0,k296267
k302311,0,1,317.0,108.0,k335787
k364537,0,1,318.0,127.0,k17833
k395094,0,1,314.0,150.0,k171907
k138998,0,1,112.0,295.0,k337739
k145574,0,1,121.0,268.0,k152602
k105055,0,1,125.0,242.0,k263235
k181856,0,1,118.0,216.0,k82853
k97509,0,1,101.0,192.0,k250029
