Key_0_0,Soil_Type31,Soil_Type16,Soil_Type17,Wilderness_Area3,Key_1_3
k25515,0,0,0,0,k263648
k304638,0,0,0,0,k180010
k398137,0,0,0,1,k356934
k33858,0,0,0,1,k123388
k386755,0,0,0,0,k376452
k129215,0,0,0,1,k15139
k166644,0,0,0,1,k346913
k60984,0,0,0,1,k364274
k196323,0,0,0,1,k232498
k350851,0,0,0,0,k115143
k10933,0,0,0,0,k263268
k382943,0,0,0,0,k47654
k401336,0,0,0,0,k79999
k343446,0,0,0,1,k3097
k218680,0,0,0,1,k157673
k148299,0,0,0,0,k31251
k313701,0,0,0,1,k304251
k37934,0,0,0,0,k216252
k123472,0,0,0,1,k121647
k64976,0,0,0,0,k142784
k353450,0,0,0,0,k60454
k276240,0,0,0,0,k197552
k139357,0,0,0,1,k46195
k244245,0,0,0,0,k22122
k137763,0,0,0,0,k358284
k286790,0,0,0,1,k106299
k94816,0,0,0,0,k383790
k199875,0,0,0,0,k175096
k77688,0,0,0,1,k52453
k309831,0,0,0,0,k92930
k181082,0,0,0,0,k287603
k319414,0,0,0,0,k8862
k150159,0,0,0,0,k13531
k407054,0,0,0,1,k383489
k157823,0,0,0,1,k111269
k124618,0,0,0,1,k371121
k359604,0,0,0,0,k232029
k321135,0,0,0,1,k144051
k363672,0,0,0,0,k321319
k171398,0,0,0,0,k419363
k28402,0,0,0,1,k271641
k382796,0,0,0,0,k215612
k139332,0,0,0,0,k202134
k109468,0,0,0,1,k163583
k244315,0,0,0,0,k185594
k404271,0,0,0,0,k280778
k319510,0,0,0,1,k230813
k218372,0,0,0,1,k322568
k70244,1,0,0,1,k223894
k24711,0,0,1,1,k336766
k236121,0,0,0,0,k357357
k239710,0,0,0,0,k319994
k403258,0,0,0,0,k100510
k118096,0,0,0,0,k203762
k353053,0,0,0,0,k71993
k208640,0,0,0,0,k186412
k292215,0,0,0,1,k149399
k390774,0,0,0,1,k180814
k246382,0,0,0,0,k180166
k38992,0,0,0,0,k271945
k818,0,0,0,0,k56981
k404735,0,0,0,0,k303275
k294976,0,0,0,0,k192970
k398394,0,0,0,1,k131218
k274855,0,0,0,0,k329507
k52712,0,0,0,0,k380476
k236801,0,0,0,1,k131646
k63915,0,0,0,0,k104729
k383513,0,0,0,0,k50218
k170556,0,0,0,1,k137131
k301583,0,0,0,0,k275670
k69324,1,0,0,1,k71520
k86863,0,0,0,1,k228613
k391817,0,0,0,0,k219252
k383815,0,0,0,1,k268660
k392280,0,0,0,0,k168160
k145390,0,0,0,1,k235622
k109550,0,0,0,0,k91913
k60904,0,0,0,1,k61013
k147088,0,0,0,1,k234728
k241305,0,0,0,0,k410532
k212673,1,0,0,1,k235305
k82200,0,0,0,0,k347873
k110881,0,0,0,1,k145806
k191573,1,0,0,1,k44182
k37909,0,0,0,0,k207714
k262564,0,0,0,1,k282497
k52189,0,0,0,0,k363529
k365535,0,0,0,0,k290176
k90258,0,0,0,1,k418476
k103004,0,0,0,0,k74209
k116336,0,0,0,0,k297075
k161763,0,0,0,0,k93394
k2833,0,0,0,1,k283697
k14716,0,0,0,1,k15346
k18045,0,0,0,1,k150136
k128384,0,0,0,0,k22774
k9419,0,0,0,0,k109598
k364147,0,0,0,1,k69852
k301474,0,0,0,1,k265503
k94555,0,0,0,1,k124004
k274725,0,0,0,0,k3169
k289058,0,0,0,1,k385903
k354790,0,0,0,0,k243215
k260443,0,0,0,1,k220188
k204313,0,0,0,1,k8470
k107422,0,0,0,0,k96155
k211276,0,0,0,1,k53485
k325614,0,0,0,1,k290609
k7935,0,0,0,0,k52082
k305839,0,0,0,1,k201773
k368976,0,0,0,1,k406709
k909,0,0,0,0,k340716
k338768,0,0,0,0,k233691
k362319,1,0,0,1,k390362
k155013,0,0,0,0,k270588
k160685,0,0,0,0,k127157
k369669,0,0,0,0,k416930
k61496,0,0,0,1,k279868
k401321,0,0,0,1,k317588
k144789,0,0,0,0,k134961
k321767,1,0,0,1,k10108
k209233,0,0,0,1,k349732
k223959,0,0,0,0,k338199
k418597,0,0,0,0,k34900
k346864,0,0,0,0,k66631
k141646,0,0,0,1,k202458
k24301,0,0,0,1,k31068
k101474,0,0,0,1,k373846
k288526,0,0,0,0,k386226
k83321,0,0,0,1,k13471
k88092,0,0,0,0,k2615
k334793,0,0,0,0,k319056
k217755,0,0,0,0,k350436
k116038,0,0,0,1,k221703
k136688,0,0,0,0,k95563
k219520,0,0,0,0,k85093
k187945,0,0,0,1,k72383
k263706,0,0,0,0,k134160
k211299,0,0,0,0,k244264
k144288,0,0,0,1,k73495
k161774,0,0,0,1,k16226
k259615,0,0,0,0,k213255
k326243,0,0,0,1,k137224
k140040,0,0,0,0,k323600
k91466,0,1,0,0,k322145
k319579,0,0,0,1,k75038
k41502,0,0,0,1,k370636
k167954,0,0,0,1,k399868
k61056,0,0,0,1,k152406
k53656,0,0,0,0,k117201
k318096,0,0,0,1,k340170
k317755,0,0,0,1,k164118
k171170,0,0,0,0,k362051
k274564,0,0,0,0,k15365
k162432,0,0,0,0,k263961
k245793,0,0,0,1,k24051
k228652,0,0,0,1,k166948
k46411,0,0,0,1,k247455
k212204,0,0,0,0,k225131
k137594,0,0,0,0,k371676
k85027,0,0,0,1,k29978
k196573,0,0,0,1,k87998
k275845,0,0,0,1,k421809
k263776,0,0,0,1,k63208
k366507,0,0,0,1,k122044
k299129,0,0,0,0,k101123
k256860,0,0,0,1,k21071
k62468,0,0,0,1,k81654
k245221,0,0,0,1,k178154
k48112,0,0,0,0,k9860
k180981,0,0,0,1,k331345
k169489,0,0,0,0,k208713
k31640,0,0,0,0,k392109
k173397,0,0,0,0,k40096
k60667,0,0,0,1,k304850
k325444,1,0,0,1,k399132
k359499,0,0,0,1,k154947
k362716,0,0,0,1,k188086
k176296,0,0,0,0,k254916
k373781,0,0,0,1,k234781
k341567,0,0,0,1,k99636
k410175,0,0,0,1,k176147
k246259,0,0,0,1,k229771
k304769,0,0,0,0,k137434
k213293,0,0,0,0,k139880
k329728,0,0,0,1,k171872
k314513,0,0,0,0,k112400
k41408,0,0,0,0,k91214
k45920,0,0,0,0,k283355
k252353,0,0,0,0,k296929
k209350,0,0,0,0,k301357
k365921,0,0,0,1,k267289
k73172,1,0,0,1,k308054
k400567,0,0,0,0,k36056
k380111,0,0,0,0,k72494
k62894,0,0,0,1,k371970
k729,0,0,0,1,k295718
k225726,1,0,0,1,k12641
k63523,0,0,0,0,k150592
k124453,0,0,0,0,k338491
k91306,0,0,0,0,k31686
k393302,0,0,0,1,k238635
k328604,0,0,0,0,k79389
k116917,0,0,0,1,k124221
k420955,0,0,0,0,k335681
k216161,0,0,0,1,k56181
k360389,0,0,0,0,k338310
k370784,0,0,0,0,k138996
k230659,0,0,0,1,k306169
k256234,0,0,0,0,k163820
k355319,0,0,0,0,k78018
k332655,0,0,0,0,k399759
k175018,0,0,0,0,k102950
k286923,0,0,0,1,k29358
k18553,0,0,0,1,k51317
k132852,0,0,0,0,k282575
k289616,0,0,0,0,k115481
k385077,0,0,0,0,k132737
k402953,0,0,0,0,k368764
k151145,1,0,0,1,k350822
k64079,0,0,0,0,k127269
k350916,0,0,0,1,k143220
k224537,0,0,0,0,k137594
k350095,0,0,1,1,k423194
k248003,0,0,0,1,k272323
k203521,0,0,0,0,k358794
k288609,0,0,0,1,k110936
k274417,0,0,0,0,k137779
k332172,0,0,0,0,k341497
k354358,0,0,0,0,k197150
k276730,0,0,0,0,k25798
k329857,0,0,0,1,k59661
k59088,0,0,0,1,k318456
k90272,0,0,0,0,k134037
k42281,0,0,0,1,k42014
k226015,0,0,0,0,k49144
k66057,0,0,0,1,k102635
k140850,0,0,0,0,k383993
k232751,0,0,0,1,k26517
k28071,0,0,0,0,k302265
k213536,0,0,0,0,k69678
k192051,0,0,0,1,k15656
k368753,0,0,0,1,k282890
k186702,1,0,0,1,k345604
k336996,0,0,0,1,k417132
k9587,0,0,0,1,k216691
k324412,0,0,0,0,k28770
k395359,0,0,0,0,k304349
k176050,0,0,0,0,k402905
k117127,0,0,0,1,k29779
k393990,0,0,0,1,k330685
k213649,0,0,0,1,k336148
k107926,0,0,0,1,k130536
k409402,0,0,0,1,k300977
k263586,0,0,0,0,k139415
k317579,0,0,0,1,k386349
k415395,0,0,0,0,k90525
k342026,0,0,0,1,k122848
k3093,0,0,0,0,k23955
k175761,0,0,0,1,k217492
k324365,0,0,0,0,k344567
k11793,0,0,0,1,k397858
k139057,0,0,0,1,k307515
k234270,0,0,0,1,k131373
k351618,0,0,0,0,k224472
k36789,0,0,0,1,k400733
k334650,0,0,0,0,k172631
k382133,0,0,0,0,k91888
k307767,0,0,0,1,k335179
k174447,0,0,0,0,k411881
k88999,0,0,0,0,k266517
k155213,0,0,0,1,k374626
k107129,0,0,0,0,k271542
k196968,0,0,0,1,k271969
k29964,0,0,0,1,k18481
k271549,0,0,0,1,k67650
k131160,0,0,0,1,k159877
k175065,0,0,0,1,k20673
k325000,0,0,0,0,k295738
k307614,0,0,0,1,k386000
k261213,0,0,0,0,k410939
k3520,0,0,0,1,k175175
k178484,0,0,0,1,k185031
k212591,0,0,0,0,k9216
k197290,0,0,0,1,k392175
k317286,0,0,0,1,k18901
k131717,0,0,0,1,k46201
k119181,0,0,0,0,k350442
k217492,0,0,0,0,k69358
k287680,0,0,0,1,k298022
k140677,0,0,0,0,k307262
k202730,0,0,0,1,k92858
k391095,0,0,0,0,k45685
k320377,1,0,0,1,k165446
k301619,0,0,0,1,k55300
k279717,0,0,0,0,k337198
k54877,0,0,0,0,k46291
k300339,0,0,0,0,k220751
k283701,0,0,0,0,k305986
k108464,0,0,0,0,k118070
k390247,0,0,0,0,k24281
k323378,0,0,0,1,k180895
k87629,0,0,0,1,k409033
k156787,0,0,0,0,k312232
k407968,0,0,0,1,k313933
k15119,0,0,0,0,k296747
k284845,0,0,0,0,k66105
k99976,0,0,0,1,k37314
k131861,1,0,0,1,k176206
k277000,0,0,0,0,k142370
k144316,0,0,0,0,k267705
k34360,0,0,0,0,k392081
k386869,0,0,0,1,k67403
k191499,0,0,0,1,k193093
k129030,0,0,0,0,k238982
k215113,0,0,0,0,k79901
k420375,0,0,0,1,k131462
k25188,0,0,0,0,k398167
k205208,0,0,0,1,k319988
k139721,0,0,0,0,k199348
k118532,0,0,0,1,k259813
k25137,0,0,0,0,k1862
k44251,0,0,0,1,k359480
k206544,0,0,0,1,k129610
k146250,0,0,0,0,k387828
k342923,0,0,0,0,k265047
k54096,0,0,0,0,k248474
k186659,0,0,0,1,k52071
k20700,0,0,0,1,k339109
k56839,0,0,0,0,k326211
k360694,0,0,0,1,k52518
k166052,0,0,0,0,k199767
k155146,0,0,0,0,k358789
k306981,0,0,0,0,k36359
k36609,0,0,0,1,k194390
k171208,0,0,0,1,k114778
k374028,0,0,0,1,k116613
k96746,0,0,0,1,k390583
k113560,0,0,0,0,k296869
k271194,0,0,0,1,k85211
k308675,0,0,0,0,k190942
k258760,0,0,0,1,k287070
k107670,0,0,0,0,k366130
k195659,0,0,0,1,k258248
k34545,0,0,0,1,k182374
k7942,0,0,0,1,k1497
k175020,0,0,0,0,k229003
k280681,0,0,0,1,k48610
k322620,0,0,0,1,k270442
k315562,0,0,0,1,k303041
k22182,0,1,0,1,k403224
k217978,1,0,0,1,k83475
k166019,1,0,0,1,k411129
k31633,0,0,0,0,k199945
k351148,0,0,0,1,k250880
k158838,0,0,0,0,k236870
k297015,0,0,0,0,k123448
k402860,0,0,0,0,k307050
k98655,0,0,0,1,k135452
k316686,0,0,0,1,k310726
k189614,0,0,0,0,k231709
k259365,0,0,0,1,k362315
k138670,0,0,0,0,k315257
k357559,0,0,0,0,k213083
k356878,0,0,0,0,k285964
k311003,0,0,0,0,k409915
k357620,0,0,0,0,k323321
k122992,0,0,0,1,k418282
k237858,1,0,0,1,k146417
k245334,1,0,0,1,k57089
k99397,0,0,0,1,k171588
k139811,0,0,0,0,k191115
k407918,0,0,0,1,k361539
k221204,0,0,0,0,k262138
k259667,0,0,0,1,k204978
k205622,0,0,0,0,k181456
k8749,0,0,0,0,k411832
k343514,0,0,0,0,k127553
k185184,0,0,0,0,k341461
k264258,0,0,0,0,k57131
k72624,0,0,0,0,k165966
k172737,0,0,0,0,k100037
k173507,0,0,0,0,k80970
k109249,0,0,0,1,k298054
k28126,0,0,0,1,k209693
k119184,0,0,0,0,k6974
k405733,0,0,0,0,k9493
k103246,0,0,0,0,k219747
k405238,0,0,0,0,k78857
k13015,0,0,0,0,k90489
k12400,0,0,0,0,k356055
k305707,0,0,0,0,k266252
k137738,0,0,0,1,k237561
k345421,0,0,0,0,k100884
k22375,0,0,0,1,k192759
k124958,0,0,0,1,k28772
k341276,0,0,0,0,k405633
k68725,0,0,0,0,k73041
k234627,0,0,0,1,k32842
k75825,0,0,0,0,k294661
k227059,0,0,0,1,k406028
k76774,0,0,0,0,k187373
k53444,0,0,0,0,k107006
k386514,0,0,0,0,k180622
k230578,0,0,0,0,k229705
k108546,0,0,0,0,k101201
k122145,0,0,0,1,k203851
k185510,0,0,0,1,k243345
k317254,0,0,0,0,k96505
k408574,0,0,0,0,k144796
k130203,0,0,0,1,k90165
k311954,0,0,0,1,k53464
k290802,0,0,0,1,k215553
k137910,0,0,0,0,k156133
k366019,0,0,0,1,k198551
k37698,0,0,0,0,k166813
k257631,0,0,0,0,k110456
k368861,0,0,0,1,k410348
k321757,0,0,0,0,k8400
k98157,1,0,0,1,k74742
k179812,0,0,0,0,k131099
k357231,0,0,0,0,k135598
k158728,0,0,0,1,k209277
k5770,0,0,0,1,k166530
k353033,0,0,0,1,k99799
k317133,0,0,0,0,k329331
k2926,0,0,0,0,k133135
k362299,0,0,0,1,k384013
k152808,0,0,0,1,k354412
k225799,0,0,0,0,k338088
k267343,0,0,0,1,k300209
k361835,0,0,0,0,k215260
k143113,0,0,0,0,k260495
k387154,0,0,0,0,k384308
k100871,0,0,0,1,k224029
k218282,0,0,0,1,k410810
k218031,1,0,0,1,k408699
k88375,0,0,0,0,k274866
k148220,0,0,0,1,k119745
k345455,0,0,0,0,k290864
k114101,0,0,0,0,k381401
k381000,0,0,0,1,k13167
k152168,0,0,0,1,k148098
k84081,0,0,0,0,k318297
k95638,0,0,0,0,k340190
k160484,0,0,0,1,k371740
k45149,0,0,0,0,k213719
k183046,0,0,0,1,k67982
k370901,0,0,0,0,k90697
k168363,0,0,0,0,k155994
k278355,0,0,0,1,k200151
k370548,0,0,0,1,k396789
k82974,0,0,0,0,k176939
k379197,0,0,0,1,k93665
k82195,0,0,0,0,k155834
k404589,0,0,0,1,k232878
k51088,0,0,0,0,k55995
k179986,0,0,0,1,k305570
k80894,0,0,0,0,k363209
k314076,0,0,0,0,k313836
k127534,0,0,0,0,k171564
k153252,0,0,0,1,k130417
k36178,0,0,0,0,k251968
k243869,0,0,0,0,k82769
k315745,0,0,0,1,k227250
k35814,0,0,0,0,k43119
k97398,0,0,0,1,k58666
k119906,0,0,0,0,k128275
k47526,0,0,0,1,k182861
k184099,0,0,0,1,k93992
k64295,0,0,0,1,k44470
k205843,0,0,0,0,k63156
k134718,1,0,0,1,k114335
k56658,1,0,0,1,k330001
k108334,0,0,0,0,k126492
k177632,0,0,0,1,k225025
k164876,0,0,0,1,k372151
k101485,0,1,0,0,k162641
k60577,0,0,0,0,k49198
k177765,0,0,0,0,k423170
k68516,0,0,0,0,k87012
k213045,0,0,0,0,k81029
k126671,0,0,0,0,k172509
k372518,0,0,0,1,k305593
k420585,0,0,0,1,k273354
k143536,0,0,0,1,k244351
k420431,0,0,0,0,k361166
k44834,0,0,0,0,k155976
k202489,0,0,0,0,k76473
k402050,0,1,0,0,k276075
k174752,0,0,0,1,k401766
k257671,0,0,0,0,k361938
k121044,0,0,0,1,k98706
k327952,0,0,0,0,k413769
k360083,0,0,0,1,k219219
k101378,0,0,0,1,k4556
k205703,0,0,0,1,k15636
k407486,0,0,0,1,k170754
k385935,0,0,0,1,k16776
k363019,0,0,0,1,k186359
k133358,0,0,0,0,k285942
k302987,0,0,0,0,k264724
k407594,0,0,0,0,k315496
k113271,0,0,0,0,k182403
k160733,0,0,0,0,k386952
k274764,0,0,0,1,k76554
k122178,0,0,0,0,k65658
k172413,0,0,0,0,k371428
k381486,0,0,0,1,k282255
k32852,0,0,0,0,k229328
k329071,0,0,0,1,k111282
k198188,0,0,0,0,k193856
k153512,0,0,0,0,k79392
k190630,0,0,0,1,k397363
k158287,0,0,0,1,k6908
k168003,0,0,0,0,k227541
k275461,0,0,0,0,k340188
k246191,0,0,0,0,k53606
k419972,0,0,0,1,k174675
k355535,0,0,0,1,k326575
k57595,1,0,0,1,k191235
k321918,0,0,0,0,k374127
k149864,0,0,0,0,k243872
k338562,0,0,0,0,k359927
k241918,0,0,0,0,k161375
k249692,0,0,0,1,k115981
k80380,0,0,0,0,k79889
k235851,0,0,0,1,k117345
k39332,0,0,0,1,k344873
k241354,1,0,0,1,k79317
k304750,0,0,0,0,k223319
k77522,0,0,0,1,k411333
k240298,0,1,0,0,k282913
k296620,0,0,0,1,k244912
k279011,0,0,0,0,k327029
k69468,0,0,0,1,k275681
k110731,0,0,0,0,k234417
k350392,0,0,0,0,k129695
k388293,0,0,0,0,k85432
k85220,0,0,0,1,k298779
k101596,0,0,0,0,k27143
k401200,0,0,0,1,k150110
k59369,0,0,0,0,k234837
k229348,0,0,0,0,k63291
k55127,0,0,0,0,k145746
k50762,0,0,0,0,k419663
k414255,0,0,0,1,k350966
k304270,0,0,0,1,k420104
k131490,0,0,0,1,k388796
k218437,0,0,0,1,k48045
k69692,0,0,0,1,k399196
k225483,0,0,0,1,k143996
k385679,0,0,0,1,k276748
k116774,0,0,0,0,k25272
k236980,0,0,0,1,k113183
k297111,0,0,0,0,k174471
k317225,0,0,0,1,k268488
k396224,0,0,0,0,k282058
k74908,0,0,0,0,k52099
k142392,0,0,0,1,k103687
k259961,0,0,0,0,k173408
k250361,0,0,0,1,k246577
k185164,0,0,0,0,k63119
k280613,0,0,0,1,k210827
k185416,0,0,0,1,k89154
k421453,0,0,0,0,k111848
k210742,0,0,0,1,k264149
k385312,0,0,0,0,k359976
k240404,0,0,0,0,k32248
k160782,0,0,0,0,k315260
k250586,0,0,0,1,k115760
k403263,0,0,0,0,k229630
k211939,0,0,0,1,k295677
k299107,0,0,0,0,k289180
k64667,0,0,0,0,k278608
k361538,0,0,0,0,k5970
k121359,0,0,0,1,k352651
k170551,0,0,0,1,k81022
k9734,0,0,0,0,k217036
k61815,0,0,0,0,k254670
k110890,0,0,0,0,k275611
k384074,0,0,0,0,k27684
k74256,0,0,0,1,k263401
k261852,0,0,0,0,k205143
k34707,0,0,0,1,k203009
k75374,0,0,0,1,k344233
k49844,0,0,0,0,k59927
k96747,0,0,0,0,k54530
k184119,0,0,0,0,k49824
k123603,0,0,0,1,k58591
k259954,0,0,0,1,k140477
k273855,0,0,0,0,k406677
k374363,0,0,0,1,k97795
k402833,0,0,0,0,k389040
k14004,0,0,0,0,k282142
k158630,0,0,0,1,k130638
k415886,0,0,0,0,k118152
k337799,1,0,0,1,k197320
k413691,0,0,0,0,k263512
k86191,0,0,0,0,k407513
k264525,0,0,0,1,k351496
k294304,0,0,0,0,k165723
k284952,0,0,0,0,k132073
k413182,0,0,0,0,k241190
k6420,0,0,0,0,k359423
k66352,0,0,0,0,k244282
k66301,0,0,0,0,k411929
k190885,0,0,0,0,k254883
k171905,0,0,0,0,k250197
k288829,0,0,0,0,k396897
k258345,0,0,0,1,k147059
k199573,0,0,0,0,k355652
k40381,0,0,0,0,k27472
k29702,0,0,0,0,k91554
k122726,0,0,0,0,k205451
k347191,0,0,0,0,k338889
k269712,0,0,0,0,k21089
k12267,0,0,0,0,k165895
k151601,0,0,0,0,k173533
k354174,0,0,0,1,k48919
k113526,0,0,0,1,k34785
k345355,0,0,0,0,k301914
k207812,0,0,0,0,k400705
k59416,0,0,0,1,k76732
k83760,0,0,0,0,k264948
k307455,0,0,0,1,k340831
k30445,0,0,0,0,k193273
k138779,0,0,0,0,k115197
k183749,0,0,0,0,k110446
k102907,0,0,0,0,k39073
k55756,0,0,0,0,k253194
k235914,0,0,0,0,k164593
k276247,0,0,0,0,k76544
k132533,0,0,0,0,k42391
k147642,0,0,0,0,k23152
k136585,0,0,0,0,k276192
k389199,0,0,0,0,k332047
k257487,0,0,0,0,k124605
k243865,0,0,0,0,k387554
k123497,0,0,0,0,k253215
k84187,0,0,0,1,k407751
k259264,0,0,0,1,k354106
k297479,0,0,0,1,k97883
k234532,0,0,0,0,k53643
k415824,1,0,0,1,k354914
k222316,0,0,0,1,k260675
k283744,0,0,0,0,k400506
k331553,0,0,0,1,k135613
k32411,0,0,0,1,k375993
k156407,0,0,0,0,k64517
k228054,0,0,0,1,k362805
k198493,0,0,0,0,k172161
k99629,0,0,0,1,k44558
k310998,0,0,0,0,k22456
k156537,0,0,0,0,k338338
k25782,0,0,0,1,k111677
k255554,0,0,0,1,k206037
k152694,0,0,0,0,k198148
k417654,0,0,0,0,k70219
k406060,0,0,0,1,k345510
k111131,0,0,0,0,k11298
k282362,0,0,0,1,k400676
k364093,0,0,0,0,k133260
k229695,0,0,0,0,k86268
k290695,0,0,0,0,k279122
k241943,0,0,0,1,k396962
k12295,0,0,0,0,k265429
k274811,0,0,0,1,k254435
k223895,0,0,0,1,k210918
k353706,0,0,0,0,k167076
k421315,0,0,0,0,k16858
k203077,0,0,0,1,k367385
k8529,1,0,0,1,k367175
k238806,0,0,0,0,k284761
k67560,0,0,0,1,k152626
k354975,0,0,0,1,k330464
k141769,0,0,0,1,k3803
k48085,0,0,0,1,k230436
k339302,0,0,0,0,k325672
k24787,0,0,0,0,k235914
k148437,0,0,0,0,k107127
k149685,0,0,0,0,k62213
k30367,0,0,0,0,k291726
k185499,0,0,0,1,k354727
k74328,0,0,0,1,k203307
k165642,0,0,0,0,k40185
k217717,0,0,0,0,k87728
k18866,0,0,0,0,k196588
k221851,0,0,0,1,k4673
k255440,0,0,0,0,k378828
k156325,0,0,0,1,k292561
k99714,0,0,0,1,k170406
k419907,0,0,0,0,k202918
k24390,0,0,0,0,k348272
k363100,0,0,0,0,k38105
k293890,0,0,0,0,k63686
k165703,0,0,0,0,k259292
k302517,0,0,0,1,k29359
k394155,0,0,0,0,k363384
k393166,0,0,0,0,k245662
k26190,0,0,0,0,k80967
k240923,0,0,0,1,k332490
k344523,0,0,0,0,k169170
k207724,0,0,0,1,k205135
k283073,0,0,0,1,k161112
k364780,0,0,0,1,k47314
k12898,0,0,0,0,k87591
k245475,0,0,0,1,k289938
k335826,0,0,0,0,k155728
k416682,0,0,0,1,k235353
k307861,0,0,0,0,k340100
k267132,0,0,0,0,k111009
k208635,0,0,0,0,k408386
k96240,0,0,0,1,k410486
k260142,0,0,0,1,k280601
k76040,0,0,0,0,k35277
k71309,0,0,0,0,k170068
k9961,0,0,0,0,k101694
k227211,0,0,0,0,k275018
k128552,0,0,0,0,k328111
k297966,0,0,0,0,k394903
k115042,0,0,1,1,k205145
k140653,0,0,0,0,k71161
k288710,0,0,0,1,k281547
k268896,0,0,0,1,k193468
k127991,0,0,0,0,k362463
k264627,0,0,0,1,k59585
k37549,0,0,0,0,k220816
k380484,0,0,0,0,k313995
k273785,0,0,0,0,k404362
k309090,0,0,0,0,k151040
k367490,0,0,0,0,k76678
k402957,0,0,0,0,k9903
k337709,0,0,0,0,k338827
k298083,0,0,0,0,k37291
k291007,0,0,0,0,k384662
k251216,0,0,0,1,k379920
k95266,0,0,0,1,k335177
k237512,0,0,0,1,k32950
k273102,0,0,0,0,k385678
k47237,0,0,0,0,k398656
k413382,0,0,0,1,k328504
k61584,0,0,0,0,k305323
k306531,0,0,0,0,k180605
k60968,0,0,0,1,k56840
k26279,0,0,0,0,k413837
k242812,0,0,0,1,k297911
k395225,1,0,0,1,k4986
k330381,0,0,0,0,k48847
k82502,0,0,0,0,k331697
k348074,0,0,0,0,k185832
k252111,1,0,0,1,k104631
k37422,0,0,0,0,k286962
k108946,0,0,0,0,k323313
k302509,0,0,0,1,k151357
k129372,0,0,0,0,k315831
k300658,0,0,0,0,k395753
k269220,0,0,0,1,k353729
k221980,1,0,0,1,k40874
k9163,0,0,0,0,k209635
k62397,0,0,0,0,k393671
k68581,0,0,0,0,k159721
k309443,0,0,0,0,k178356
k73634,0,0,0,1,k290149
k75530,1,0,0,1,k100213
k292355,0,0,0,0,k78899
k82313,0,0,0,0,k240468
k387287,0,0,0,0,k32736
k422243,0,0,0,0,k361452
k339617,0,0,0,1,k75818
k99396,0,0,0,0,k172172
k206644,0,0,0,0,k217763
k228812,0,0,0,1,k229103
k83148,0,0,0,0,k126525
k301576,0,0,0,1,k108913
k123470,0,0,0,0,k216087
k176428,0,1,0,0,k364619
k161403,0,0,0,1,k412812
k267426,0,0,0,0,k280824
k151110,0,0,0,0,k108117
k188421,0,0,0,0,k225882
k317013,0,0,0,1,k52943
k350637,0,0,0,1,k117192
k116556,1,0,0,1,k45258
k219872,0,0,0,0,k269106
k13368,0,0,0,0,k157239
k358599,0,0,0,1,k127716
k153102,0,0,0,1,k194836
k209731,0,0,0,0,k375622
k255490,0,0,0,0,k358471
k136116,1,0,0,1,k303683
k351117,0,0,0,1,k158052
k301200,0,0,0,1,k352075
k25212,0,0,0,1,k306648
k370788,0,0,0,1,k135170
k30279,0,0,0,1,k30863
k154479,0,0,0,0,k152733
k304487,0,0,0,0,k178700
k188885,0,0,0,0,k174717
k367984,0,0,0,0,k78272
k250685,0,0,0,1,k254258
k55631,0,0,0,1,k72541
k87903,1,0,0,1,k155528
k280601,0,0,0,0,k56903
k260853,1,0,0,1,k302196
k296830,0,0,0,1,k348957
k320724,0,0,0,0,k393362
k96231,0,0,0,1,k35151
k334870,0,0,0,0,k134751
k402767,0,0,0,0,k124236
k240333,0,0,0,0,k142180
k128261,0,0,0,0,k246475
k144312,0,0,0,0,k340761
k95752,0,0,0,0,k277700
k213964,1,0,0,1,k394535
k22411,0,0,0,0,k309744
k415644,0,0,0,0,k407735
k84680,0,0,0,0,k117342
k294073,0,0,0,1,k19213
k222867,0,0,0,1,k330570
k26210,0,0,0,0,k340306
k179472,0,0,0,1,k97735
k259450,0,0,0,0,k299665
k166907,0,0,0,1,k195628
k49250,0,0,0,1,k41693
k28472,0,0,0,0,k354690
k293715,0,0,0,0,k323547
k327401,0,0,0,1,k55107
k155151,0,0,0,1,k353564
k381470,0,0,0,0,k323665
k112380,0,0,0,0,k315841
k247960,0,0,0,0,k94384
k109388,0,0,0,1,k403806
k421561,0,0,0,0,k413759
k107078,0,0,0,0,k197969
k6589,0,0,0,0,k161980
k54582,0,0,0,0,k208852
k363052,0,0,0,0,k282444
k204569,0,0,0,0,k90210
k226988,0,0,0,1,k387620
k149723,0,0,0,0,k295233
k333897,0,0,0,0,k263126
k63135,0,1,0,0,k34297
k41516,0,0,0,1,k108220
k189922,0,0,0,0,k371713
k387340,0,0,0,0,k75277
k37892,0,0,0,0,k328180
k79059,0,0,0,0,k297485
k92174,0,0,0,0,k33875
k345868,0,0,0,0,k262376
k120835,0,0,0,1,k227163
k160846,0,0,0,0,k42675
k210132,0,0,0,1,k237904
k326450,0,0,0,0,k179638
k224924,0,0,0,1,k382152
k351464,0,0,0,0,k199294
k221094,0,0,0,0,k44876
k212885,0,0,0,0,k237991
k288261,0,0,0,1,k65876
k268253,0,0,0,0,k277054
k320642,0,0,0,0,k153125
k227860,0,0,0,0,k415398
k43726,0,0,0,0,k79654
k93699,1,0,0,1,k306382
k90284,0,0,0,1,k95763
k49047,0,0,0,1,k144653
k139328,0,0,0,0,k348412
k260137,0,0,0,0,k6853
k238283,0,0,0,1,k370032
k303716,0,0,0,0,k288139
k174335,0,0,0,0,k243354
