Key_1_3,Elevation,Soil_Type1,Soil_Type5,Soil_Type14,Soil_Type15,Soil_Type37
k325695,3001.0,0,0,0,0,0
k153089,3004.0,0,0,0,0,0
k85424,3001.0,0,0,0,0,0
k246400,3001.0,0,0,0,0,0
k340488,2998.0,0,0,0,0,0
k5474,2998.0,0,0,0,0,0
k256886,2995.0,0,0,0,0,0
k93538,2995.0,0,0,0,0,0
k337425,2995.0,0,0,0,0,0
k413828,2995.0,0,0,0,0,0
k112762,2991.0,0,0,0,0,0
k395324,2988.0,0,0,0,0,0
k79517,2985.0,0,0,0,0,0
k212609,2985.0,0,0,0,0,0
k76945,2978.0,0,0,0,0,0
k193337,2985.0,0,0,0,0,0
k178121,2975.0,0,0,0,0,0
k226440,2982.0,0,0,0,0,0
k133865,2978.0,0,0,0,0,0
k33907,2975.0,0,0,0,0,0
k120744,2972.0,0,0,0,0,0
k266088,2927.0,0,0,0,0,0
k22032,2917.0,0,0,0,0,0
k112317,2909.0,0,0,0,0,0
k288707,2901.0,0,0,0,0,0
k66186,2791.0,0,0,0,0,0
k196816,2797.0,0,0,0,0,0
k391165,2799.0,0,0,0,0,0
k250380,2804.0,0,0,0,0,0
k40063,2805.0,0,0,0,0,0
k257659,2805.0,0,0,0,0,0
k96304,3270.0,0,0,0,0,0
k212055,3264.0,0,0,0,0,0
k127094,3260.0,0,0,0,0,0
k169501,3254.0,0,0,0,0,0
k389490,3254.0,0,0,0,0,0
k240656,3247.0,0,0,0,0,0
k343853,3244.0,0,0,0,0,0
k62980,3241.0,0,0,0,0,0
k28699,3234.0,0,0,0,0,0
k331230,3231.0,0,0,0,0,0
k32885,3224.0,0,0,0,0,0
k54308,3218.0,0,0,0,0,0
k217284,3211.0,0,0,0,0,0
k314154,3205.0,0,0,0,0,0
k90191,3205.0,0,0,0,0,0
k104946,3205.0,0,0,0,0,0
k282263,3201.0,0,0,0,0,0
k249067,3201.0,0,0,0,0,0
k42655,3201.0,0,0,0,0,0
k230244,3208.0,0,0,0,0,0
k307074,3205.0,0,0,0,0,0
k43663,3205.0,0,0,0,0,0
k49023,3136.0,0,0,0,0,0
k214604,3129.0,0,0,0,0,0
k178215,3126.0,0,0,0,0,0
k8060,3129.0,0,0,0,0,0
k113864,3136.0,0,0,0,0,0
k155797,3142.0,0,0,0,0,0
k196462,3139.0,0,0,0,0,0
k224806,3142.0,0,0,0,0,0
k180730,3142.0,0,0,0,0,0
k145344,3139.0,0,0,0,0,0
k202670,3136.0,0,0,0,0,0
k30989,3129.0,0,0,0,0,0
k143940,3123.0,0,0,0,0,0
k91715,3119.0,0,0,0,0,0
k127081,3116.0,0,0,0,0,0
k140233,3109.0,0,0,0,0,0
k54896,3106.0,0,0,0,0,0
k239564,3100.0,0,0,0,0,0
k255912,3093.0,0,0,0,0,0
k167570,3083.0,0,0,0,0,0
k60255,3073.0,0,0,0,0,0
k137979,3067.0,0,0,0,0,0
k52764,3070.0,0,0,0,0,0
k147040,3067.0,0,0,0,0,0
k401210,3060.0,0,0,0,0,0
k298611,3050.0,0,0,0,0,0
k165908,3044.0,0,0,0,0,0
k348832,3037.0,0,0,0,0,0
k341892,3037.0,0,0,0,0,0
k155743,3034.0,0,0,0,0,0
k154804,3034.0,0,0,0,0,0
k397972,3027.0,0,0,0,0,0
k38344,3024.0,0,0,0,0,0
k20859,3018.0,0,0,0,0,0
k357216,3008.0,0,0,0,0,0
k150355,3001.0,0,0,0,0,0
k175395,2991.0,0,0,0,0,0
k54563,2985.0,0,0,0,0,0
k278486,2985.0,0,0,0,0,0
k234825,2982.0,0,0,0,0,0
k397387,2975.0,0,0,0,0,0
k306649,2965.0,0,0,0,0,0
k395010,2962.0,0,0,0,0,0
k359902,2955.0,0,0,0,0,0
k14219,2949.0,0,0,0,0,0
k262026,2945.0,0,0,0,0,0
k47929,2942.0,0,0,0,0,0
k246735,2942.0,0,0,0,0,0
k354699,2936.0,0,0,0,0,0
k11612,2929.0,0,0,0,0,0
k76250,2922.0,0,0,0,0,0
k192553,2922.0,0,0,0,0,0
k31552,2922.0,0,0,0,0,0
k135490,3008.0,0,0,0,0,0
k297802,3001.0,0,0,0,0,0
k289698,2998.0,0,0,0,0,0
k17264,3001.0,0,0,0,0,0
k405974,2998.0,0,0,0,0,0
k323601,2995.0,0,0,0,0,0
k305860,2998.0,0,0,0,0,0
k110909,2995.0,0,0,0,0,0
k127831,2991.0,0,0,0,0,0
k124900,2988.0,0,0,0,0,0
k277689,2982.0,0,0,0,0,0
k358674,2982.0,0,0,0,0,0
k395035,2985.0,0,0,0,0,0
k179495,2988.0,0,0,0,0,0
k335410,2978.0,0,0,0,0,0
k234736,2982.0,0,0,0,0,0
k218833,2982.0,0,0,0,0,0
k208594,2975.0,0,0,0,0,0
k302547,2972.0,0,0,0,0,0
k129181,2968.0,0,0,0,0,0
k321267,2921.0,0,0,0,0,0
k358018,2914.0,0,0,0,0,0
k64936,2905.0,0,0,0,0,0
k40589,2897.0,0,0,0,0,0
k244571,2789.0,0,0,0,0,0
k147354,2791.0,0,0,0,0,0
k238758,2797.0,0,0,0,0,0
k262637,2802.0,0,0,0,0,0
k221329,2804.0,0,0,0,0,0
k119099,2804.0,0,0,0,0,0
k10944,2804.0,0,0,0,0,0
k88780,2802.0,0,0,0,0,0
k10688,3267.0,0,0,0,0,0
k121916,3260.0,0,0,0,0,0
k111056,3267.0,0,0,0,0,0
k204279,3260.0,0,0,0,0,0
k284386,3257.0,0,0,0,0,0
k372213,3250.0,0,0,0,0,0
k107457,3244.0,0,0,0,0,0
k8627,3237.0,0,0,0,0,0
k171911,3231.0,0,0,0,0,0
k423247,3224.0,0,0,0,0,0
k153101,3214.0,0,0,0,0,0
k126089,3205.0,0,0,0,0,0
k369654,3201.0,0,0,0,0,0
k414360,3205.0,0,0,0,0,0
k157007,3208.0,0,0,0,0,0
k393027,3208.0,0,0,0,0,0
k233207,3205.0,0,0,0,0,0
k404448,3205.0,0,0,0,0,0
k201680,3205.0,0,0,0,0,0
k302228,3211.0,0,0,0,0,0
k269963,3208.0,0,0,0,0,0
k151566,3205.0,0,0,0,0,0
k194215,3152.0,0,0,0,0,0
k415085,3149.0,0,0,0,0,0
k380284,3146.0,0,0,0,0,0
k11829,3139.0,0,0,0,0,0
k135323,3136.0,0,0,0,0,0
k79405,3136.0,0,0,0,0,0
k349541,3142.0,0,0,0,0,0
k276749,3142.0,0,0,0,0,0
k327388,3149.0,0,0,0,0,0
k343598,3149.0,0,0,0,0,0
k177326,3152.0,0,0,0,0,0
k1898,3149.0,0,0,0,0,0
k359531,3146.0,0,0,0,0,0
k409332,3142.0,0,0,0,0,0
k318268,3139.0,0,0,0,0,0
k155628,3132.0,0,0,0,0,0
k118813,3126.0,0,0,0,0,0
k229154,3123.0,0,0,0,0,0
k342598,3119.0,0,0,0,0,0
k160039,3113.0,0,0,0,0,0
k131155,3106.0,0,0,0,0,0
k204101,3093.0,0,0,0,0,0
k297225,3086.0,0,0,0,0,0
k151605,3077.0,0,0,0,0,0
k80866,3073.0,0,0,0,0,0
k74059,3077.0,0,0,0,0,0
k214143,3073.0,0,0,0,0,0
k258436,3070.0,0,0,0,0,0
k344385,3060.0,0,0,0,0,0
k56797,3054.0,0,0,0,0,0
k114821,3050.0,0,0,0,0,0
k274498,3047.0,0,0,0,0,0
k122744,3044.0,0,0,0,0,0
k333748,3047.0,0,0,0,0,0
k359434,3037.0,0,0,0,0,0
k76794,3034.0,0,0,0,0,0
k99876,3027.0,0,0,0,0,0
k163990,3018.0,0,0,0,0,0
k65090,3008.0,0,0,0,0,0
k380245,2995.0,0,0,0,0,0
k181763,2991.0,0,0,0,0,0
k282114,2991.0,0,0,0,0,0
k387253,2988.0,0,0,0,0,0
k296225,2985.0,0,0,0,0,0
k31829,2975.0,0,0,0,0,0
k407053,2972.0,0,0,0,0,0
k228031,2962.0,0,0,0,0,0
k409317,2955.0,0,0,0,0,0
k192,2949.0,0,0,0,0,0
k216147,2945.0,0,0,0,0,0
k161118,2945.0,0,0,0,0,0
k313100,2936.0,0,0,0,0,0
k302634,2929.0,0,0,0,0,0
k372442,2926.0,0,0,0,0,0
k309569,2926.0,0,0,0,0,0
k207840,3008.0,0,0,0,0,0
k166637,3004.0,0,0,0,0,0
k317819,3008.0,0,0,0,0,0
k414142,3008.0,0,0,0,0,0
k4290,3001.0,0,0,0,0,0
k93766,2998.0,0,0,0,0,0
k293470,2998.0,0,0,0,0,0
k89919,2991.0,0,0,0,0,0
k418881,2988.0,0,0,0,0,0
k242233,2988.0,0,0,0,0,0
k22498,2985.0,0,0,0,0,0
k374636,2982.0,0,0,0,0,0
k78347,2982.0,0,0,0,0,0
k330047,2988.0,0,0,0,0,0
k360253,2982.0,0,0,0,0,0
k264238,2985.0,0,0,0,0,0
k126624,2982.0,0,0,0,0,0
k135161,2972.0,0,0,0,0,0
k7336,2975.0,0,0,0,0,0
k273999,2975.0,0,0,0,0,0
k309791,2917.0,0,0,0,0,0
k386084,2911.0,0,0,0,0,0
k320781,2903.0,0,0,0,0,0
k28271,2897.0,0,0,0,0,0
k207426,2783.0,0,0,0,0,0
k281932,2795.0,0,0,0,0,0
k88057,2797.0,0,0,0,0,0
k87337,2799.0,0,0,0,0,0
k94140,2799.0,0,0,0,0,0
k298515,2798.0,0,0,0,0,0
k411756,2800.0,0,0,0,0,0
k25143,2797.0,0,0,0,0,0
k340936,2799.0,0,0,0,0,0
k197817,2796.0,0,0,0,0,0
k325023,3267.0,0,0,0,0,0
k188593,3267.0,0,0,0,0,0
k249550,3260.0,0,0,0,0,0
k49482,3257.0,0,0,0,0,0
k24504,3250.0,0,0,0,0,0
k98967,3244.0,0,0,0,0,0
k352078,3237.0,0,0,0,0,0
k394472,3231.0,0,0,0,0,0
k1470,3228.0,0,0,0,0,0
k211891,3221.0,0,0,0,0,0
k196527,3214.0,0,0,0,0,0
k146224,3208.0,0,0,0,0,0
k371149,3205.0,0,0,0,0,0
k98043,3208.0,0,0,0,0,0
k385319,3208.0,0,0,0,0,0
k251095,3208.0,0,0,0,0,0
k296665,3211.0,0,0,0,0,0
k185552,3214.0,0,0,0,0,0
k237568,3208.0,0,0,0,0,0
k193794,3211.0,0,0,0,0,0
k68868,3211.0,0,0,0,0,0
k131343,3162.0,0,0,0,0,0
k87447,3165.0,0,0,0,0,0
k130977,3162.0,0,0,0,0,0
k109621,3162.0,0,0,0,0,0
k130402,3159.0,0,0,0,0,0
k41257,3159.0,0,0,0,0,0
k353961,3155.0,0,0,0,0,0
k134812,3152.0,0,0,0,0,0
k257064,3146.0,0,0,0,0,0
k186544,3146.0,0,0,0,0,0
k186230,3142.0,0,0,0,0,0
k96533,3146.0,0,0,0,0,0
k175835,3149.0,0,0,0,0,0
k129190,3155.0,0,0,0,0,0
k282707,3159.0,0,0,0,0,0
k77944,3159.0,0,0,0,0,0
k81959,3155.0,0,0,0,0,0
k389895,3152.0,0,0,0,0,0
k302849,3149.0,0,0,0,0,0
k30335,3142.0,0,0,0,0,0
k413171,3136.0,0,0,0,0,0
k126461,3132.0,0,0,0,0,0
k59830,3126.0,0,0,0,0,0
k79055,3119.0,0,0,0,0,0
k356683,3106.0,0,0,0,0,0
k10334,3096.0,0,0,0,0,0
k194309,3090.0,0,0,0,0,0
k65203,3083.0,0,0,0,0,0
k100029,3080.0,0,0,0,0,0
k310591,3083.0,0,0,0,0,0
k164501,3083.0,0,0,0,0,0
k56262,3080.0,0,0,0,0,0
k89633,3070.0,0,0,0,0,0
k318277,3064.0,0,0,0,0,0
k420671,3060.0,0,0,0,0,0
k273404,3057.0,0,0,0,0,0
k15856,3057.0,0,0,0,0,0
k262319,3057.0,0,0,0,0,0
k256903,3050.0,0,0,0,0,0
k202261,3044.0,0,0,0,0,0
k227902,3034.0,0,0,0,0,0
k136374,3024.0,0,0,0,0,0
k253035,3014.0,0,0,0,0,0
k164489,3004.0,0,0,0,0,0
k28481,3001.0,0,0,0,0,0
k262762,2998.0,0,0,0,0,0
k210930,2991.0,0,0,0,0,0
k297780,2991.0,0,0,0,0,0
k58367,2982.0,0,0,0,0,0
k8267,2975.0,0,0,0,0,0
k320429,2965.0,0,0,0,0,0
k152415,2959.0,0,0,0,0,0
k352155,2952.0,0,0,0,0,0
k361575,2949.0,0,0,0,0,0
k355524,2949.0,0,0,0,0,0
k174514,2939.0,0,0,0,0,0
k85958,2932.0,0,0,0,0,0
k68236,2929.0,0,0,0,0,0
k114740,3011.0,0,0,0,0,0
k357766,3008.0,0,0,0,0,0
k184486,3011.0,0,0,0,0,0
k110359,3014.0,0,0,0,0,0
k262968,3008.0,0,0,0,0,0
k383362,3001.0,0,0,0,0,0
k236471,2998.0,0,0,0,0,0
k231426,2991.0,0,0,0,0,0
k311061,2988.0,0,0,0,0,0
k223198,2988.0,0,0,0,0,0
k86039,2988.0,0,0,0,0,0
k413644,2985.0,0,0,0,0,0
k279827,2985.0,0,0,0,0,0
k299222,2985.0,0,0,0,0,0
k86643,2982.0,0,0,0,0,0
k320195,2982.0,0,0,0,0,0
k364702,2985.0,0,0,0,0,0
k133636,2978.0,0,0,0,0,0
k139567,2978.0,0,0,0,0,0
k277767,2982.0,0,0,0,0,0
k362940,2926.0,0,0,0,0,0
k109614,2921.0,0,0,0,0,0
k116910,2916.0,0,0,0,0,0
k50414,2907.0,0,0,0,0,0
k203713,2903.0,0,0,0,0,0
k79108,2907.0,0,0,0,0,0
k408294,2771.0,0,0,0,0,0
k362840,2785.0,0,0,0,0,0
k84912,2801.0,0,0,0,0,0
k317965,2804.0,0,0,0,0,0
k349595,2801.0,0,0,0,0,0
k402118,2797.0,0,0,0,0,0
k56562,2796.0,0,0,0,0,0
k366372,2795.0,0,0,0,0,0
k188754,2792.0,0,0,0,0,0
k248771,2792.0,0,0,0,0,0
k74097,2788.0,0,0,0,0,0
k299735,3260.0,0,0,0,0,0
k39530,3250.0,0,0,0,0,0
k174913,3244.0,0,0,0,0,0
k189122,3237.0,0,0,0,0,0
k76280,3237.0,0,0,0,0,0
k148390,3234.0,0,0,0,0,0
k225522,3231.0,0,0,0,0,0
k84988,3228.0,0,0,0,0,0
k386564,3221.0,0,0,0,0,0
k222685,3214.0,0,0,0,0,0
k53550,3211.0,0,0,0,0,0
k284471,3214.0,0,0,0,0,0
k408746,3214.0,0,0,0,0,0
k330399,3214.0,0,0,0,0,0
k376649,3218.0,0,0,0,0,0
k81448,3224.0,0,0,0,0,0
k309757,3214.0,0,0,0,0,0
k266323,3214.0,0,0,0,0,0
k8957,3208.0,0,0,0,0,0
k301426,3208.0,0,0,0,0,0
k319578,3165.0,0,0,0,0,0
k128911,3165.0,0,0,0,0,0
k163998,3165.0,0,0,0,0,0
k409586,3168.0,0,0,0,0,0
k229822,3168.0,0,0,0,0,0
k220385,3168.0,0,0,0,0,0
k24669,3165.0,0,0,0,0,0
k230075,3168.0,0,0,0,0,0
k299130,3165.0,0,0,0,0,0
k279709,3162.0,0,0,0,0,0
k277500,3155.0,0,0,0,0,0
k248938,3152.0,0,0,0,0,0
k192932,3146.0,0,0,0,0,0
k279822,3149.0,0,0,0,0,0
k308507,3149.0,0,0,0,0,0
k201691,3152.0,0,0,0,0,0
k342764,3162.0,0,0,0,0,0
k147575,3165.0,0,0,0,0,0
k90075,3168.0,0,0,0,0,0
k149993,3165.0,0,0,0,0,0
k343450,3162.0,0,0,0,0,0
k101341,3159.0,0,0,0,0,0
k89349,3155.0,0,0,0,0,0
k192142,3152.0,0,0,0,0,0
k382104,3146.0,0,0,0,0,0
k378954,3142.0,0,0,0,0,0
k2647,3132.0,0,0,0,0,0
k49651,3123.0,0,0,0,0,0
k226920,3113.0,0,0,0,0,0
k198176,3103.0,0,0,0,0,0
k86925,3096.0,0,0,0,0,0
k359733,3090.0,0,0,0,0,0
k327956,3090.0,0,0,0,0,0
k176136,3090.0,0,0,0,0,0
k99434,3090.0,0,0,0,0,0
k355329,3090.0,0,0,0,0,0
k254124,3080.0,0,0,0,0,0
k33177,3073.0,0,0,0,0,0
k272906,3070.0,0,0,0,0,0
k274340,3067.0,0,0,0,0,0
k289645,3067.0,0,0,0,0,0
k306487,3070.0,0,0,0,0,0
k396685,3060.0,0,0,0,0,0
k98239,3054.0,0,0,0,0,0
k402311,3041.0,0,0,0,0,0
k366180,3027.0,0,0,0,0,0
k320372,3021.0,0,0,0,0,0
k265872,3014.0,0,0,0,0,0
k167155,3011.0,0,0,0,0,0
k310430,3008.0,0,0,0,0,0
k225128,3001.0,0,0,0,0,0
k255231,2998.0,0,0,0,0,0
k81096,2988.0,0,0,0,0,0
k301324,2982.0,0,0,0,0,0
k184887,2975.0,0,0,0,0,0
k306594,2968.0,0,0,0,0,0
k419784,2959.0,0,0,0,0,0
k184668,2955.0,0,0,0,0,0
k312709,2952.0,0,0,0,0,0
k85733,2945.0,0,0,0,0,0
k414010,2939.0,0,0,0,0,0
k386386,3011.0,0,0,0,0,0
k323680,3011.0,0,0,0,0,0
k144338,3008.0,0,0,0,0,0
k302689,3011.0,0,0,0,0,0
k181322,3011.0,0,0,0,0,0
k199843,3008.0,0,0,0,0,0
k13636,2995.0,0,0,0,0,0
k404302,2995.0,0,0,0,0,0
k70226,2988.0,0,0,0,0,0
k134397,2991.0,0,0,0,0,0
k26226,2991.0,0,0,0,0,0
k143248,2991.0,0,0,0,0,0
k323664,2988.0,0,0,0,0,0
k401129,2988.0,0,0,0,0,0
k356920,2985.0,0,0,0,0,0
k107169,2982.0,0,0,0,0,0
k18508,2982.0,0,0,0,0,0
k295568,2988.0,0,0,0,0,0
k369063,2985.0,0,0,0,0,0
k243512,2985.0,0,0,0,0,0
k286460,2933.0,0,0,0,0,0
k68755,2928.0,0,0,0,0,0
k351487,2921.0,0,0,0,0,0
k372389,2916.0,0,0,0,0,0
k35758,2909.0,0,0,0,0,0
k210978,2909.0,0,0,0,0,0
k386545,2913.0,0,0,0,0,0
k266027,2770.0,0,0,0,0,0
k31418,2778.0,0,0,0,0,0
k338142,2790.0,0,0,0,0,0
k203489,2803.0,0,0,0,0,0
k201668,2810.0,0,0,0,0,0
k78389,2806.0,0,0,0,0,0
k399756,2798.0,0,0,0,0,0
k361996,2793.0,0,0,0,0,0
k129473,2789.0,0,0,0,0,0
k92702,2786.0,0,0,0,0,0
k48692,2783.0,0,0,0,0,0
k57214,3254.0,0,0,0,0,0
k259532,3247.0,0,0,0,0,0
k346739,3241.0,0,0,0,0,0
k54975,3234.0,0,0,0,0,0
k170127,3234.0,0,0,0,0,0
k292501,3231.0,0,0,0,0,0
k32184,3228.0,0,0,0,0,0
k412370,3224.0,0,0,0,0,0
k90672,3221.0,0,0,0,0,0
k179127,3214.0,0,0,0,0,0
k168904,3211.0,0,0,0,0,0
k283247,3218.0,0,0,0,0,0
k182784,3218.0,0,0,0,0,0
k332291,3214.0,0,0,0,0,0
k55183,3214.0,0,0,0,0,0
k209613,3221.0,0,0,0,0,0
k59929,3214.0,0,0,0,0,0
k132841,3208.0,0,0,0,0,0
k169200,3205.0,0,0,0,0,0
k22061,3201.0,0,0,0,0,0
k163199,3185.0,0,0,0,0,0
k143505,3178.0,0,0,0,0,0
k211871,3172.0,0,0,0,0,0
k312463,3168.0,0,0,0,0,0
k8711,3168.0,0,0,0,0,0
k331712,3168.0,0,0,0,0,0
k382978,3172.0,0,0,0,0,0
k330193,3172.0,0,0,0,0,0
k103258,3172.0,0,0,0,0,0
k31000,3172.0,0,0,0,0,0
k29507,3172.0,0,0,0,0,0
k194989,3168.0,0,0,0,0,0
k231340,3162.0,0,0,0,0,0
k56750,3155.0,0,0,0,0,0
k56294,3152.0,0,0,0,0,0
k34778,3155.0,0,0,0,0,0
k12997,3155.0,0,0,0,0,0
k28614,3165.0,0,0,0,0,0
k47243,3168.0,0,0,0,0,0
k242516,3172.0,0,0,0,0,0
k173294,3172.0,0,0,0,0,0
k160102,3168.0,0,0,0,0,0
k389633,3165.0,0,0,0,0,0
k101085,3165.0,0,0,0,0,0
k265151,3159.0,0,0,0,0,0
k276419,3152.0,0,0,0,0,0
k235475,3149.0,0,0,0,0,0
k419197,3139.0,0,0,0,0,0
k141891,3129.0,0,0,0,0,0
k72095,3116.0,0,0,0,0,0
k119688,3106.0,0,0,0,0,0
k200624,3106.0,0,0,0,0,0
k130087,3096.0,0,0,0,0,0
k57745,3100.0,0,0,0,0,0
k266763,3100.0,0,0,0,0,0
k197392,3096.0,0,0,0,0,0
k283605,3093.0,0,0,0,0,0
k29355,3086.0,0,0,0,0,0
k339907,3080.0,0,0,0,0,0
k111719,3080.0,0,0,0,0,0
k139888,3080.0,0,0,0,0,0
k387082,3077.0,0,0,0,0,0
k291376,3070.0,0,0,0,0,0
k165864,3060.0,0,0,0,0,0
k191454,3044.0,0,0,0,0,0
k279034,3034.0,0,0,0,0,0
k319574,3027.0,0,0,0,0,0
k103800,3021.0,0,0,0,0,0
k183709,3018.0,0,0,0,0,0
k334729,3014.0,0,0,0,0,0
k117108,3008.0,0,0,0,0,0
k143696,3004.0,0,0,0,0,0
k411918,2998.0,0,0,0,0,0
k191410,2991.0,0,0,0,0,0
k324555,2982.0,0,0,0,0,0
k60810,2978.0,0,0,0,0,0
k145835,2972.0,0,0,0,0,0
k23084,2962.0,0,0,0,0,0
k154599,2962.0,0,0,0,0,0
k26192,2952.0,0,0,0,0,0
k293306,2945.0,0,0,0,0,0
k110881,3014.0,0,0,0,0,0
k139815,3011.0,0,0,0,0,0
k44484,3011.0,0,0,0,0,0
k269147,3014.0,0,0,0,0,0
k236628,3011.0,0,0,0,0,0
k369107,3008.0,0,0,0,0,0
k194226,2998.0,0,0,0,0,0
k176001,2995.0,0,0,0,0,0
k5290,2991.0,0,0,0,0,0
k189101,2995.0,0,0,0,0,0
k130831,2991.0,0,0,0,0,0
k57622,2995.0,0,0,0,0,0
k399907,2991.0,0,0,0,0,0
k133914,2988.0,0,0,0,0,0
k348793,2988.0,0,0,0,0,0
k172703,2991.0,0,0,0,0,0
k421301,2991.0,0,0,0,0,0
k247422,2985.0,0,0,0,0,0
k150972,2941.0,0,0,0,0,0
k206501,2935.0,0,0,0,0,0
k378131,2925.0,0,0,0,0,0
k233534,2917.0,0,0,0,0,0
k26566,2911.0,0,0,0,0,0
k65531,2909.0,0,0,0,0,0
k394708,2914.0,0,0,0,0,0
k10513,2918.0,0,0,0,0,0
k379944,2775.0,0,0,0,0,0
k246357,2773.0,0,0,0,0,0
k197849,2776.0,0,0,0,0,0
k277234,2781.0,0,0,0,0,0
k214564,2788.0,0,0,0,0,0
k97725,2799.0,0,0,0,0,0
k266132,2807.0,0,0,0,0,0
k258148,2807.0,0,0,0,0,0
k350512,2799.0,0,0,0,0,0
k285993,2793.0,0,0,0,0,0
k141207,2794.0,0,0,0,0,0
k193555,2789.0,0,0,0,0,0
k82610,2790.0,0,0,0,0,0
k341384,2784.0,0,0,0,0,0
k241815,2779.0,0,0,0,0,0
k423535,3244.0,0,0,0,0,0
k215810,3237.0,0,0,0,0,0
k150065,3237.0,0,0,0,0,0
k348035,3237.0,0,0,0,0,0
k363619,3231.0,0,0,0,0,0
k152504,3224.0,0,0,0,0,0
k382136,3221.0,0,0,0,0,0
k112203,3224.0,0,0,0,0,0
k404987,3221.0,0,0,0,0,0
k119482,3218.0,0,0,0,0,0
k32781,3221.0,0,0,0,0,0
k77226,3221.0,0,0,0,0,0
k2864,3218.0,0,0,0,0,0
k34910,3211.0,0,0,0,0,0
k302606,3218.0,0,0,0,0,0
k47295,3214.0,0,0,0,0,0
k241207,3211.0,0,0,0,0,0
k248961,3208.0,0,0,0,0,0
k187510,3182.0,0,0,0,0,0
k18976,3175.0,0,0,0,0,0
k409752,3168.0,0,0,0,0,0
k33202,3165.0,0,0,0,0,0
k202120,3172.0,0,0,0,0,0
k159117,3172.0,0,0,0,0,0
k298878,3175.0,0,0,0,0,0
k251436,3182.0,0,0,0,0,0
k4639,3175.0,0,0,0,0,0
k413357,3172.0,0,0,0,0,0
k191765,3165.0,0,0,0,0,0
k57987,3159.0,0,0,0,0,0
k418432,3155.0,0,0,0,0,0
k398940,3159.0,0,0,0,0,0
k336628,3159.0,0,0,0,0,0
k166617,3165.0,0,0,0,0,0
k216520,3172.0,0,0,0,0,0
k123808,3178.0,0,0,0,0,0
k50790,3182.0,0,0,0,0,0
k182571,3178.0,0,0,0,0,0
k297818,3175.0,0,0,0,0,0
k72462,3172.0,0,0,0,0,0
k375267,3165.0,0,0,0,0,0
k413447,3159.0,0,0,0,0,0
k346128,3149.0,0,0,0,0,0
k497,3139.0,0,0,0,0,0
k129617,3129.0,0,0,0,0,0
k332975,3119.0,0,0,0,0,0
k3524,3109.0,0,0,0,0,0
k402956,3109.0,0,0,0,0,0
k236047,3106.0,0,0,0,0,0
k73851,3106.0,0,0,0,0,0
k178562,3106.0,0,0,0,0,0
k285184,3100.0,0,0,0,0,0
k272863,3096.0,0,0,0,0,0
k261238,3090.0,0,0,0,0,0
k171257,3090.0,0,0,0,0,0
k396947,3090.0,0,0,0,0,0
k343102,3086.0,0,0,0,0,0
k184465,3086.0,0,0,0,0,0
k348581,3086.0,0,0,0,0,0
k219818,3077.0,0,0,0,0,0
k19094,3067.0,0,0,0,0,0
k315523,3054.0,0,0,0,0,0
k147172,3041.0,0,0,0,0,0
k243756,3037.0,0,0,0,0,0
k108441,3031.0,0,0,0,0,0
k338262,3027.0,0,0,0,0,0
k312339,3021.0,0,0,0,0,0
k34780,3018.0,0,0,0,0,0
k15618,3014.0,0,0,0,0,0
k52072,3004.0,0,0,0,0,0
k49275,3001.0,0,0,0,0,0
k108277,2991.0,0,0,0,0,0
k236485,2988.0,0,0,0,0,0
k143448,2978.0,0,0,0,0,0
k395475,2968.0,0,0,0,0,0
k301881,2965.0,0,0,0,0,0
k227793,2955.0,0,0,0,0,0
k274140,2952.0,0,0,0,0,0
k259201,2942.0,0,0,0,0,0
k207805,2936.0,0,0,0,0,0
k86752,2932.0,0,0,0,0,0
k243784,2919.0,0,0,0,0,0
k340468,3011.0,0,0,0,0,0
k26269,3011.0,0,0,0,0,0
k52420,3014.0,0,0,0,0,0
k171894,3011.0,0,0,0,0,0
k290300,3011.0,0,0,0,0,0
k183862,3004.0,0,0,0,0,0
k270831,3004.0,0,0,0,0,0
k33894,3001.0,0,0,0,0,0
k132971,2998.0,0,0,0,0,0
k403146,3001.0,0,0,0,0,0
k121101,3001.0,0,0,0,0,0
k421755,2998.0,0,0,0,0,0
k120025,2995.0,0,0,0,0,0
k259486,2995.0,0,0,0,0,0
k224810,2995.0,0,0,0,0,0
k179677,2995.0,0,0,0,0,0
k279444,2995.0,0,0,0,0,0
k3446,2939.0,0,0,0,0,0
k162551,2931.0,0,0,0,0,0
k401763,2922.0,0,0,0,0,0
k169951,2916.0,0,0,0,0,0
k49588,2912.0,0,0,0,0,0
k363290,2915.0,0,0,0,0,0
k250116,2922.0,0,0,0,0,0
k169924,2925.0,0,0,0,0,0
k129526,2779.0,0,0,0,0,0
k420838,2778.0,0,0,0,0,0
k74384,2776.0,0,0,0,0,0
k168085,2782.0,0,0,0,0,0
k406087,2788.0,0,0,0,0,0
k401193,2795.0,0,0,0,0,0
k405609,2803.0,0,0,0,0,0
k144237,2806.0,0,0,0,0,0
k227951,2800.0,0,0,0,0,0
k174782,2799.0,0,0,0,0,0
k337626,2800.0,0,0,0,0,0
k155995,2795.0,0,0,0,0,0
k37927,2794.0,0,0,0,0,0
k134457,2790.0,0,0,0,0,0
k410175,2787.0,0,0,0,0,0
k133029,3237.0,0,0,0,0,0
k26667,3237.0,0,0,0,0,0
k166230,3234.0,0,0,0,0,0
k272517,3231.0,0,0,0,0,0
k186930,3231.0,0,0,0,0,0
k128178,3224.0,0,0,0,0,0
