Key_1_2,Horizontal_Distance_To_Fire_Points,Horizontal_Distance_To_Roadways,Soil_Type29,Soil_Type4
k128856,1991.0,5370.0,0,0
k36945,1994.0,5389.0,0,0
k277204,1998.0,5408.0,0,0
k211715,2003.0,5428.0,0,0
k285657,2007.0,5447.0,0,0
k394451,2012.0,5467.0,0,0
k281151,2018.0,5486.0,0,0
k18765,2024.0,5506.0,0,0
k110207,2030.0,5526.0,0,0
k408028,2037.0,5546.0,0,0
k80937,2045.0,5566.0,1,0
k290081,2052.0,5586.0,1,0
k13822,2060.0,5606.0,1,0
k303855,2069.0,5626.0,1,0
k365098,2078.0,5647.0,1,0
k192310,2087.0,5667.0,1,0
k256384,2097.0,5688.0,1,0
k23857,2107.0,5708.0,1,0
k222892,2117.0,5729.0,1,0
k33444,2331.0,5966.0,1,0
k191714,2347.0,5974.0,0,0
k69636,2363.0,5981.0,0,0
k379305,2380.0,5988.0,1,0
k75409,2396.0,5995.0,1,0
k95708,2413.0,6003.0,1,0
k340965,2431.0,6010.0,1,0
k422032,2448.0,6018.0,0,0
k201127,2466.0,6025.0,0,0
k77099,2484.0,6033.0,0,0
k356447,2502.0,6041.0,0,0
k356540,2521.0,6049.0,1,0
k19408,2539.0,6058.0,1,0
k165234,3520.0,6548.0,0,0
k68097,3545.0,6562.0,0,0
k95324,3569.0,6575.0,0,0
k201120,3594.0,6589.0,0,0
k56842,3620.0,6603.0,1,0
k284045,3645.0,6574.0,1,0
k55304,3670.0,6546.0,1,0
k414166,3695.0,6517.0,1,0
k70650,4643.0,5504.0,0,0
k28207,4670.0,5476.0,0,0
k127325,4698.0,5449.0,1,0
k336612,4725.0,5421.0,0,0
k168329,4752.0,5393.0,0,0
k282957,4779.0,5365.0,0,0
k22379,5082.0,5063.0,0,0
k154307,5109.0,5035.0,0,0
k179246,5137.0,5008.0,0,0
k82108,5165.0,4981.0,0,0
k212350,5220.0,4926.0,0,0
k40031,5248.0,4899.0,0,0
k116566,5276.0,4872.0,0,0
k211555,5303.0,4845.0,0,0
k408812,1541.0,4475.0,0,0
k370255,1537.0,4487.0,0,0
k190494,1535.0,4499.0,0,0
k279909,1533.0,4511.0,0,0
k142105,1531.0,4524.0,0,0
k21113,1530.0,4536.0,0,0
k239714,1530.0,4549.0,0,0
k241011,1530.0,4562.0,1,0
k94427,1531.0,4575.0,1,0
k161540,1533.0,4588.0,1,0
k289701,1535.0,4602.0,1,0
k375815,1537.0,4615.0,1,0
k253096,1541.0,4629.0,1,0
k328834,1544.0,4643.0,1,0
k190926,1549.0,4657.0,1,0
k118193,1554.0,4671.0,1,0
k150749,1559.0,4686.0,1,0
k75417,1565.0,4700.0,1,0
k405807,1572.0,4715.0,1,0
k86612,1579.0,4729.0,1,0
k314711,1587.0,4744.0,1,0
k132940,1595.0,4759.0,1,0
k111864,1604.0,4775.0,1,0
k232315,1613.0,4790.0,1,0
k312274,1622.0,4805.0,1,0
k367367,1633.0,4821.0,1,0
k202807,1643.0,4837.0,1,0
k184426,1655.0,4853.0,1,0
k107928,1666.0,4869.0,1,0
k238085,1678.0,4885.0,1,0
k285671,1691.0,4901.0,1,0
k279113,1704.0,4918.0,1,0
k179353,1717.0,4934.0,1,0
k337019,1731.0,4951.0,1,0
k2491,1745.0,4968.0,1,0
k74007,1760.0,4984.0,1,0
k265809,1775.0,5001.0,1,0
k264851,1790.0,5019.0,1,0
k111092,1806.0,5036.0,1,0
k266523,1822.0,5053.0,1,0
k368258,1839.0,5071.0,1,0
k143262,1856.0,5088.0,1,0
k313585,1873.0,5106.0,1,0
k191745,1890.0,5124.0,0,0
k28440,1908.0,5142.0,0,0
k409105,1926.0,5160.0,0,0
k304008,1944.0,5178.0,0,0
k53651,1963.0,5197.0,0,0
k106552,1982.0,5215.0,0,0
k185040,2001.0,5234.0,0,0
k319393,2011.0,5252.0,0,0
k106651,2012.0,5271.0,0,0
k386601,2014.0,5290.0,0,0
k173554,2016.0,5309.0,0,0
k246617,2018.0,5328.0,0,0
k261252,2021.0,5347.0,0,0
k419983,2024.0,5366.0,0,0
k71311,2028.0,5385.0,0,0
k238753,2032.0,5405.0,0,0
k139225,2037.0,5424.0,0,0
k218233,2042.0,5444.0,0,0
k335944,2047.0,5464.0,0,0
k369822,2053.0,5484.0,0,0
k260341,2060.0,5503.0,0,0
k351357,2067.0,5523.0,0,0
k250014,2074.0,5544.0,0,0
k46742,2081.0,5564.0,1,0
k364468,2089.0,5584.0,1,0
k143400,2098.0,5604.0,1,0
k353153,2106.0,5625.0,1,0
k265217,2116.0,5645.0,1,0
k243600,2125.0,5666.0,1,0
k209413,2135.0,5687.0,1,0
k257004,2145.0,5707.0,1,0
k122133,2156.0,5728.0,1,0
k392481,2356.0,5937.0,0,0
k130653,2372.0,5945.0,0,0
k211289,2388.0,5952.0,1,0
k337106,2405.0,5959.0,1,0
k369876,2421.0,5966.0,1,0
k108091,2438.0,5974.0,1,0
k251122,2455.0,5981.0,0,0
k123515,2473.0,5989.0,0,0
k161428,2490.0,5996.0,0,0
k299821,2508.0,6004.0,0,0
k347925,2526.0,6012.0,1,0
k363252,2544.0,6021.0,1,0
k14535,2563.0,6029.0,1,0
k157751,3512.0,6507.0,0,0
k256718,3537.0,6521.0,0,0
k233955,3561.0,6535.0,0,0
k175803,3586.0,6549.0,1,0
k129270,3611.0,6563.0,1,0
k167762,3636.0,6577.0,1,0
k28492,3661.0,6584.0,1,0
k347859,4629.0,5543.0,0,0
k178880,4656.0,5515.0,0,0
k58750,4683.0,5488.0,0,0
k351030,4710.0,5460.0,0,0
k114317,4738.0,5432.0,0,0
k107085,4765.0,5405.0,0,0
k250356,4792.0,5377.0,0,0
k261141,5093.0,5075.0,0,0
k237463,5121.0,5048.0,0,0
k376586,5149.0,5020.0,0,0
k232273,5176.0,4993.0,0,0
k118263,5204.0,4966.0,0,0
k165152,5232.0,4939.0,0,0
k112057,5259.0,4912.0,0,0
k177244,5287.0,4884.0,0,0
k389325,5315.0,4857.0,0,0
k328959,1574.0,4436.0,0,0
k168221,1570.0,4447.0,0,0
k368826,1567.0,4459.0,0,0
k136125,1565.0,4472.0,1,0
k116020,1563.0,4484.0,1,0
k382234,1561.0,4496.0,0,0
k194423,1560.0,4509.0,0,0
k247013,1560.0,4522.0,1,0
k413395,1560.0,4535.0,1,0
k363272,1561.0,4548.0,1,0
k64721,1563.0,4562.0,1,0
k66806,1565.0,4575.0,1,0
k422780,1567.0,4589.0,1,0
k216443,1570.0,4603.0,1,0
k384679,1574.0,4616.0,1,0
k226280,1578.0,4631.0,1,0
k91565,1583.0,4645.0,1,0
k17468,1589.0,4659.0,1,0
k255373,1595.0,4674.0,1,0
k231093,1601.0,4689.0,1,0
k19068,1608.0,4703.0,1,0
k10004,1616.0,4718.0,1,0
k215844,1624.0,4734.0,1,0
k4257,1632.0,4749.0,1,0
k390361,1641.0,4764.0,1,0
k147127,1651.0,4780.0,1,0
k329464,1661.0,4795.0,1,0
k137750,1671.0,4811.0,1,0
k375618,1682.0,4827.0,1,0
k75987,1694.0,4843.0,1,0
k90013,1706.0,4860.0,1,0
k333539,1718.0,4876.0,1,0
k327477,1731.0,4892.0,1,0
k41356,1744.0,4909.0,1,0
k23121,1758.0,4926.0,1,0
k361042,1772.0,4943.0,1,0
k350169,1786.0,4960.0,1,0
k217480,1801.0,4977.0,1,0
k186531,1816.0,4994.0,1,0
k64524,1832.0,5011.0,1,0
k135652,1848.0,5029.0,1,0
k316629,1864.0,5047.0,1,0
k301597,1880.0,5064.0,1,0
k22451,1897.0,5082.0,1,0
k156909,1915.0,5100.0,1,0
k10561,1932.0,5118.0,1,0
k339859,1950.0,5136.0,0,0
k290973,1968.0,5155.0,0,0
k388696,1987.0,5173.0,0,0
k110183,2005.0,5191.0,0,0
k130023,2024.0,5210.0,0,0
k19201,2041.0,5229.0,0,0
k5732,2042.0,5248.0,0,0
k423465,2044.0,5266.0,0,0
k415152,2046.0,5285.0,0,0
k154176,2048.0,5305.0,0,0
k108424,2051.0,5324.0,0,0
k81104,2054.0,5343.0,0,0
k297989,2058.0,5363.0,0,0
k378925,2062.0,5382.0,0,0
k215194,2067.0,5402.0,0,0
k205048,2072.0,5421.0,0,0
k39190,2077.0,5441.0,0,0
k79631,2083.0,5461.0,0,0
k256867,2089.0,5481.0,0,0
k90193,2096.0,5501.0,0,0
k115847,2103.0,5521.0,0,0
k251804,2110.0,5542.0,1,0
k269171,2118.0,5562.0,1,0
k404863,2126.0,5582.0,1,0
k66854,2135.0,5603.0,1,0
k398410,2144.0,5623.0,1,0
k257710,2154.0,5644.0,1,0
k376556,2163.0,5665.0,1,0
k247461,2173.0,5686.0,1,0
k337023,2184.0,5707.0,1,0
k63407,2367.0,5901.0,1,0
k376487,2382.0,5908.0,1,0
k122815,2398.0,5916.0,0,0
k279109,2414.0,5923.0,1,0
k126136,2430.0,5930.0,1,0
k267241,2446.0,5937.0,1,0
k338284,2463.0,5945.0,0,0
k297659,2480.0,5952.0,0,0
k322179,2497.0,5960.0,0,0
k22913,2514.0,5968.0,0,0
k179433,2532.0,5975.0,1,0
k126036,2550.0,5983.0,1,0
k292321,2568.0,5992.0,1,0
k325850,2586.0,6000.0,1,0
k72717,3529.0,6481.0,0,0
k270322,3554.0,6494.0,1,0
k296456,3603.0,6522.0,1,0
k417338,3628.0,6536.0,1,0
k395980,3653.0,6551.0,1,0
k196005,4642.0,5555.0,0,0
k233429,4669.0,5527.0,0,0
k44223,4696.0,5499.0,0,0
k205511,4723.0,5472.0,0,0
k352474,4750.0,5444.0,0,0
k194355,4777.0,5416.0,0,0
k62923,5105.0,5087.0,0,0
k81785,5133.0,5060.0,0,0
k174017,5160.0,5033.0,0,0
k149715,5188.0,5006.0,0,0
k285201,5216.0,4979.0,0,0
k14366,5243.0,4952.0,0,0
k171473,5271.0,4924.0,0,0
k17913,5298.0,4897.0,0,0
k98328,5326.0,4870.0,0,0
k240818,1608.0,4396.0,0,0
k408032,1604.0,4408.0,0,0
k30791,1600.0,4420.0,0,0
k225503,1597.0,4432.0,1,0
k120287,1595.0,4444.0,1,0
k284364,1593.0,4457.0,1,0
k212137,1591.0,4469.0,1,0
k356204,1590.0,4482.0,1,0
k195694,1590.0,4495.0,1,0
k166924,1590.0,4508.0,1,0
k241958,1591.0,4521.0,1,0
k124169,1593.0,4535.0,1,0
k123236,1595.0,4548.0,1,0
k316537,1597.0,4562.0,1,0
k18441,1600.0,4576.0,1,0
k28454,1604.0,4590.0,1,0
k346599,1608.0,4604.0,1,0
k280462,1613.0,4619.0,1,0
k111301,1618.0,4633.0,1,0
k223957,1624.0,4648.0,1,0
k76285,1630.0,4662.0,1,0
k410456,1637.0,4677.0,1,0
k113937,1645.0,4692.0,1,0
k282238,1652.0,4708.0,1,0
k44445,1670.0,4739.0,1,0
k89096,1679.0,4754.0,1,0
k26793,1689.0,4770.0,1,0
k409739,1699.0,4786.0,1,0
k157078,1710.0,4802.0,1,0
k131966,1722.0,4818.0,1,0
k400067,1733.0,4834.0,1,0
k386201,1745.0,4851.0,1,0
k328148,1758.0,4867.0,1,0
k258647,1771.0,4884.0,1,0
k328279,1784.0,4901.0,1,0
k418147,1798.0,4918.0,1,0
k106579,1812.0,4935.0,1,0
k240498,1827.0,4952.0,1,0
k201546,1842.0,4970.0,1,0
k251498,1857.0,4987.0,1,0
k383283,1873.0,5005.0,1,0
k339089,1889.0,5022.0,1,0
k59667,1905.0,5040.0,1,0
k208785,1922.0,5058.0,1,0
k134814,1939.0,5076.0,1,0
k79974,1956.0,5094.0,1,0
k358759,1974.0,5112.0,1,0
k226088,1992.0,5131.0,1,0
k235417,2010.0,5149.0,1,0
k118600,2029.0,5168.0,1,0
k322103,2047.0,5187.0,1,0
k169854,2067.0,5205.0,0,0
k74238,2072.0,5224.0,0,0
k223392,2073.0,5243.0,0,0
k412965,2075.0,5262.0,0,0
k260769,2078.0,5282.0,0,0
k333296,2081.0,5301.0,0,0
k288984,2084.0,5320.0,0,0
k315202,2088.0,5340.0,0,0
k108485,2092.0,5359.0,0,0
k76806,2096.0,5379.0,0,0
k168887,2101.0,5399.0,0,0
k112123,2106.0,5419.0,0,0
k111220,2112.0,5439.0,0,0
k356539,2118.0,5459.0,0,0
k2837,2125.0,5479.0,0,0
k67903,2132.0,5499.0,0,0
k22755,2139.0,5520.0,0,0
k83485,2147.0,5540.0,1,0
k105783,2155.0,5560.0,1,0
k297954,2164.0,5581.0,1,0
k138262,2173.0,5602.0,1,0
k132872,2182.0,5622.0,1,0
k230810,2192.0,5643.0,1,0
k406757,2202.0,5664.0,1,0
k374123,2212.0,5685.0,1,0
k308226,2378.0,5865.0,1,0
k23201,2393.0,5872.0,1,0
k282904,2408.0,5879.0,1,0
k253395,2423.0,5887.0,1,0
k11388,2439.0,5894.0,1,0
k418432,2455.0,5901.0,1,0
k327042,2471.0,5908.0,0,0
k306562,2488.0,5916.0,0,0
k48015,2505.0,5923.0,0,0
k57205,2522.0,5931.0,0,0
k208218,2539.0,5939.0,1,0
k243540,2556.0,5947.0,1,0
k382262,2574.0,5955.0,1,0
k80351,2592.0,5963.0,1,0
k272022,2610.0,5971.0,1,0
k287858,3522.0,6440.0,1,0
k415474,3547.0,6454.0,1,0
k251059,3571.0,6468.0,1,0
k272568,3596.0,6482.0,1,0
k102218,3620.0,6496.0,1,0
k138427,4656.0,5566.0,0,0
k137640,4682.0,5539.0,0,0
k278927,4709.0,5511.0,0,0
k341128,4736.0,5483.0,0,0
k391429,4763.0,5456.0,0,0
k218245,4790.0,5428.0,0,0
k407787,5090.0,5127.0,0,0
k44658,5117.0,5100.0,0,0
k107027,5145.0,5073.0,0,0
k31548,5172.0,5046.0,0,0
k375198,5200.0,5019.0,0,0
k228389,5227.0,4992.0,0,0
k331044,5255.0,4965.0,0,0
k310531,5282.0,4938.0,0,0
k13308,1638.0,4369.0,0,0
k19875,1634.0,4380.0,0,0
k351484,1630.0,4392.0,0,0
k258128,1627.0,4405.0,1,0
k300237,1624.0,4417.0,1,0
k178979,1622.0,4429.0,1,0
k62985,1621.0,4442.0,1,0
k337934,1620.0,4455.0,1,0
k186493,1620.0,4468.0,1,0
k129305,1620.0,4481.0,1,0
k379516,1621.0,4494.0,1,0
k32928,1622.0,4508.0,1,0
k13758,1624.0,4522.0,1,0
k240497,1627.0,4535.0,1,0
k241647,1630.0,4549.0,1,0
k124905,1634.0,4564.0,1,0
k71961,1638.0,4578.0,1,0
k323155,1642.0,4592.0,1,0
k376805,1648.0,4607.0,1,0
k152372,1653.0,4622.0,1,0
k157466,1660.0,4636.0,1,0
k131753,1666.0,4651.0,1,0
k24796,1674.0,4667.0,1,0
k205930,1681.0,4682.0,1,0
k111340,1690.0,4697.0,1,0
k69442,1698.0,4713.0,1,0
k289572,1708.0,4729.0,1,0
k127208,1717.0,4745.0,1,0
k301152,1728.0,4761.0,1,0
k200104,1738.0,4777.0,1,0
k294450,1749.0,4793.0,1,0
k375960,1761.0,4809.0,1,0
k228771,1773.0,4826.0,1,0
k108195,1785.0,4843.0,1,0
k61579,1798.0,4859.0,1,0
k408854,1811.0,4876.0,1,0
k302623,1825.0,4893.0,1,0
k125098,1839.0,4910.0,1,0
k26557,1853.0,4928.0,1,0
k100575,1868.0,4945.0,1,0
k238893,1883.0,4963.0,1,0
k214012,1899.0,4980.0,1,0
k27091,1914.0,4998.0,1,0
k217705,1931.0,5016.0,1,0
k106923,1947.0,5034.0,1,0
k261932,1964.0,5052.0,1,0
k294217,1981.0,5070.0,1,0
k15255,1998.0,5089.0,1,0
k355208,2016.0,5107.0,1,0
k344699,2034.0,5126.0,1,0
k271335,2052.0,5144.0,1,0
k413452,2071.0,5163.0,1,0
k213850,2090.0,5182.0,1,0
k400220,2102.0,5201.0,1,0
k338983,2103.0,5220.0,0,0
k209316,2105.0,5239.0,0,0
k96982,2108.0,5259.0,0,0
k270403,2110.0,5278.0,0,0
k228096,2114.0,5297.0,0,0
k255138,2117.0,5317.0,0,0
k69503,2121.0,5337.0,0,0
k142487,2126.0,5356.0,0,0
k166079,2131.0,5376.0,0,0
k21074,2136.0,5396.0,0,0
k309164,2142.0,5416.0,0,0
k409148,2148.0,5437.0,0,0
k85651,2154.0,5457.0,0,0
k3371,2161.0,5477.0,0,0
k1676,2168.0,5498.0,0,0
k94815,2176.0,5518.0,0,0
k374694,2184.0,5539.0,1,0
k283158,2192.0,5559.0,1,0
k342828,2201.0,5580.0,1,0
k197564,2210.0,5601.0,1,0
k392691,2220.0,5622.0,1,0
k298430,2230.0,5643.0,1,0
k169659,2240.0,5664.0,1,0
k312587,2251.0,5685.0,1,0
k107340,2389.0,5828.0,1,0
k377566,2404.0,5836.0,1,0
k26660,2419.0,5843.0,1,0
k420178,2434.0,5850.0,1,0
k273576,2449.0,5857.0,1,0
k85959,2465.0,5865.0,1,0
k237080,2480.0,5872.0,0,0
k291651,2496.0,5879.0,0,0
k396662,2513.0,5887.0,0,0
k189241,2529.0,5894.0,0,0
k189916,2546.0,5902.0,1,0
k333194,2563.0,5910.0,1,0
k293456,2581.0,5918.0,1,0
k92458,2598.0,5926.0,1,0
k355032,2616.0,5934.0,1,0
k321527,2634.0,5942.0,1,0
k207255,2652.0,5951.0,1,0
k227956,3516.0,6400.0,1,0
k398088,3564.0,6427.0,1,0
k365721,3589.0,6441.0,1,0
k169185,3613.0,6455.0,1,0
k133661,4669.0,5578.0,0,0
k141,4696.0,5550.0,0,0
k6064,4723.0,5523.0,0,0
k123816,4749.0,5495.0,0,0
k280909,4776.0,5468.0,0,0
k388684,5102.0,5140.0,0,0
k284754,5130.0,5113.0,0,0
k85824,5157.0,5086.0,0,0
k239996,5184.0,5059.0,0,0
k105255,5212.0,5032.0,0,0
k264007,5239.0,5005.0,0,0
k274973,1663.0,4353.0,0,0
k54297,1660.0,4365.0,1,0
k244053,1657.0,4377.0,1,0
k156802,1654.0,4390.0,1,0
k166328,1652.0,4402.0,1,0
k71209,1651.0,4415.0,1,0
k94347,1650.0,4428.0,1,0
k377591,1650.0,4441.0,1,0
k117453,1650.0,4454.0,1,0
k15744,1651.0,4468.0,1,0
k366667,1652.0,4481.0,1,0
k170049,1654.0,4495.0,1,0
k224846,1657.0,4509.0,1,0
k58558,1660.0,4523.0,1,0
k150355,1663.0,4537.0,1,0
k94979,1667.0,4552.0,1,0
k153063,1672.0,4566.0,1,0
k342395,1677.0,4581.0,1,0
k64519,1683.0,4595.0,1,0
k124607,1689.0,4610.0,1,0
k222460,1695.0,4626.0,1,0
k17516,1703.0,4641.0,1,0
k303458,1710.0,4656.0,1,0
k363372,1718.0,4672.0,1,0
k186970,1727.0,4687.0,1,0
k196744,1736.0,4703.0,1,0
k185835,1746.0,4719.0,1,0
k183108,1756.0,4735.0,1,0
k36759,1766.0,4751.0,1,0
k137775,1777.0,4768.0,1,0
k35485,1788.0,4784.0,1,0
k347427,1800.0,4801.0,1,0
k397118,1812.0,4818.0,1,0
k219893,1825.0,4835.0,1,0
k2513,1838.0,4852.0,1,0
k180972,1852.0,4869.0,1,0
k109118,1865.0,4886.0,1,0
k275173,1879.0,4903.0,1,0
k59608,1894.0,4921.0,1,0
k85457,1909.0,4938.0,1,0
k46717,1924.0,4956.0,1,0
k66115,1940.0,4974.0,1,0
k8764,1956.0,4992.0,1,0
k292560,1989.0,5028.0,1,0
k97130,2006.0,5047.0,1,0
k205166,2023.0,5065.0,1,0
k276495,2040.0,5084.0,1,0
k285271,2058.0,5102.0,1,0
k227232,2076.0,5121.0,1,0
k140180,2094.0,5140.0,1,0
k124360,2113.0,5159.0,1,0
k267319,2132.0,5178.0,1,0
k25270,2133.0,5197.0,1,0
k152565,2135.0,5216.0,1,0
k19404,2138.0,5236.0,0,0
k294631,2140.0,5255.0,0,0
k301600,2143.0,5275.0,0,0
k351070,2147.0,5294.0,0,0
k242730,2151.0,5314.0,0,0
k313562,2155.0,5334.0,0,0
k24148,2160.0,5354.0,0,0
k236453,2165.0,5374.0,0,0
k390135,2171.0,5394.0,0,0
k394260,2177.0,5414.0,0,0
k186240,2183.0,5435.0,0,0
k226626,2190.0,5455.0,0,0
k208726,2197.0,5476.0,0,0
k260387,2205.0,5496.0,0,0
k353778,2213.0,5517.0,0,0
k248813,2221.0,5538.0,1,0
k372447,2230.0,5559.0,1,0
k330353,2239.0,5579.0,1,0
k183144,2248.0,5600.0,1,0
k306026,2258.0,5622.0,1,0
k273239,2268.0,5643.0,1,0
k362874,2279.0,5664.0,1,0
k6974,2290.0,5685.0,1,0
k191204,2402.0,5792.0,1,0
k313252,2416.0,5799.0,1,0
k53187,2430.0,5806.0,1,0
k1102,2445.0,5814.0,1,0
k61136,2460.0,5821.0,1,0
k342192,2475.0,5828.0,1,0
k335665,2490.0,5836.0,0,0
k109595,2506.0,5843.0,0,0
k55664,2522.0,5850.0,0,0
k297589,2538.0,5857.0,0,0
k199205,2554.0,5865.0,1,0
k272291,2571.0,5873.0,1,0
k45065,2588.0,5881.0,1,0
k196876,2605.0,5889.0,1,0
k306881,2623.0,5897.0,1,0
k304123,2640.0,5905.0,1,0
k31184,2658.0,5914.0,1,0
k230960,2676.0,5922.0,1,0
k128025,3510.0,6360.0,1,0
k264262,3534.0,6373.0,1,0
k47046,3558.0,6387.0,1,0
k272388,3582.0,6401.0,1,0
k45961,3606.0,6415.0,1,0
k154203,3630.0,6429.0,1,0
k177698,4682.0,5590.0,0,0
k48350,4709.0,5562.0,0,0
k418304,4736.0,5535.0,0,0
k377228,4763.0,5507.0,0,0
k75385,5115.0,5153.0,0,0
k266823,5142.0,5126.0,0,0
k294065,5169.0,5099.0,0,0
k129798,5197.0,5072.0,0,0
k154587,1690.0,4338.0,1,0
k267021,1687.0,4350.0,1,0
k334450,1684.0,4362.0,1,0
k318846,1682.0,4375.0,1,0
k359965,1681.0,4388.0,1,0
k372602,1680.0,4401.0,1,0
k138108,1680.0,4414.0,1,0
k18885,1680.0,4427.0,1,0
k258487,1681.0,4441.0,1,0
k343761,1682.0,4455.0,1,0
k319836,1684.0,4468.0,1,0
k145785,1687.0,4482.0,1,0
k166249,1690.0,4496.0,1,0
k21223,1693.0,4511.0,1,0
k107066,1697.0,4525.0,1,0
k198809,1702.0,4540.0,1,0
k331163,1707.0,4555.0,1,0
k37029,1712.0,4569.0,1,0
k107901,1718.0,4585.0,1,0
k400292,1725.0,4600.0,1,0
k19572,1732.0,4615.0,1,0
k422147,1739.0,4631.0,1,0
k4970,1747.0,4646.0,1,0
k50666,1756.0,4662.0,1,0
k34093,1765.0,4678.0,1,0
k45889,1774.0,4694.0,1,0
k240389,1794.0,4726.0,1,0
k17689,1805.0,4743.0,1,0
k105148,1816.0,4759.0,1,0
k872,1828.0,4776.0,1,0
k84867,1840.0,4793.0,1,0
k10628,1852.0,4810.0,1,0
k336996,1865.0,4827.0,1,0
k207967,1878.0,4844.0,1,0
k109825,1892.0,4861.0,1,0
k354521,1906.0,4879.0,1,0
k128993,1920.0,4897.0,1,0
k95904,1935.0,4914.0,1,0
k69916,1950.0,4932.0,1,0
k27179,1965.0,4950.0,1,0
k302368,1981.0,4968.0,1,0
k419191,1997.0,4986.0,1,0
k106632,2014.0,5005.0,1,0
k237709,2030.0,5023.0,1,0
k188582,2047.0,5041.0,1,0
k228775,2065.0,5060.0,1,0
k96812,2082.0,5079.0,1,0
k28728,2100.0,5098.0,1,0
k56601,2118.0,5117.0,1,0
k289355,2137.0,5136.0,1,0
k317819,2155.0,5155.0,1,0
k384109,2163.0,5174.0,1,0
k258847,2165.0,5193.0,1,0
k254749,2167.0,5213.0,0,0
k274635,2170.0,5232.0,0,0
k21697,2173.0,5252.0,0,0
k226854,2177.0,5272.0,0,0
k98358,2181.0,5292.0,0,0
k58021,2185.0,5312.0,0,0
k259258,2190.0,5332.0,0,0
k121569,2195.0,5352.0,0,0
k188427,2200.0,5372.0,0,0
k48240,2206.0,5392.0,0,0
k142845,2213.0,5413.0,0,0
k314753,2219.0,5433.0,0,0
k283857,2226.0,5454.0,0,0
k269683,2234.0,5474.0,0,0
k68492,2242.0,5495.0,0,0
k31967,2250.0,5516.0,0,0
k319583,2259.0,5537.0,0,0
k305403,2268.0,5558.0,1,0
k348283,2277.0,5579.0,1,0
k11124,2287.0,5600.0,1,0
k165609,2297.0,5622.0,1,0
k184714,2307.0,5643.0,1,0
k124095,2318.0,5664.0,1,0
k337352,2329.0,5686.0,1,0
k324378,2402.0,5748.0,1,0
k257569,2415.0,5755.0,1,0
k164622,2429.0,5763.0,1,0
k317110,2442.0,5770.0,1,0
k386785,2457.0,5777.0,1,0
k191155,2471.0,5784.0,1,0
k63192,2486.0,5792.0,1,0
k140726,2501.0,5799.0,1,0
k303782,2516.0,5806.0,0,0
k179503,2531.0,5814.0,0,0
k137547,2547.0,5821.0,0,0
k289628,2563.0,5828.0,1,0
k341699,2579.0,5836.0,1,0
k87622,2596.0,5844.0,1,0
k152959,2613.0,5852.0,1,0
k377740,2630.0,5860.0,1,0
k200953,2647.0,5868.0,1,0
k278530,2664.0,5876.0,1,0
k281050,2682.0,5885.0,1,0
k114671,2700.0,5894.0,1,0
k221510,2718.0,5902.0,1,0
k156378,3505.0,6319.0,1,0
k281616,3528.0,6333.0,1,0
k94916,3552.0,6346.0,1,0
k371946,3576.0,6360.0,1,0
k821,3600.0,6374.0,1,0
k378383,3624.0,6388.0,1,0
k281173,3648.0,6402.0,1,0
k258183,4723.0,5574.0,0,0
k370456,4750.0,5547.0,0,0
k114076,5100.0,5193.0,0,0
k250281,5127.0,5166.0,0,0
k368098,5154.0,5139.0,0,0
k376548,5182.0,5112.0,0,0
k16293,1717.0,4323.0,1,0
k269115,1714.0,4335.0,1,0
k331019,1712.0,4348.0,1,0
k66789,1711.0,4361.0,1,0
k122449,1710.0,4374.0,1,0
k320862,1710.0,4387.0,1,0
k13204,1711.0,4414.0,1,0
k397601,1712.0,4428.0,1,0
k397896,1714.0,4442.0,1,0
k398764,1717.0,4456.0,1,0
k128639,1719.0,4470.0,1,0
k208586,1723.0,4484.0,1,0
k356772,1727.0,4499.0,1,0
k5682,1731.0,4514.0,1,0
k366148,1736.0,4529.0,1,0
k155581,1742.0,4543.0,1,0
k26184,1747.0,4559.0,1,0
k396171,1754.0,4574.0,1,0
k224324,1761.0,4589.0,1,0
k389048,1776.0,4621.0,1,0
k7282,1784.0,4636.0,1,0
k92157,1793.0,4652.0,1,0
k334213,1802.0,4669.0,1,0
k150240,1812.0,4685.0,1,0
k322740,1822.0,4701.0,1,0
k325189,1833.0,4718.0,1,0
k202680,1844.0,4734.0,1,0
k144230,1855.0,4751.0,1,0
k324178,1867.0,4768.0,0,0
k113411,1879.0,4785.0,0,0
k7115,1892.0,4802.0,0,0
k365459,1905.0,4820.0,1,0
k295111,1919.0,4837.0,1,0
k68771,1932.0,4855.0,1,0
k400444,1947.0,4872.0,1,0
k114422,1961.0,4890.0,1,0
k398561,1976.0,4908.0,1,0
k226330,1991.0,4926.0,1,0
k139035,2007.0,4944.0,1,0
k107218,2022.0,4962.0,1,0
k364736,2039.0,4981.0,1,0
k10868,2055.0,4999.0,1,0
k266774,2072.0,5018.0,1,0
k131262,2089.0,5037.0,1,0
k9106,2106.0,5055.0,1,0
k370626,2124.0,5074.0,1,0
k60708,2142.0,5093.0,1,0
k130768,2160.0,5113.0,1,0
k344285,2179.0,5132.0,1,0
k121174,2193.0,5151.0,1,0
k93169,2195.0,5171.0,1,0
k243825,2197.0,5190.0,0,0
k400896,2200.0,5210.0,0,0
k340093,2203.0,5229.0,0,0
k292845,2207.0,5249.0,0,0
k135577,2210.0,5269.0,0,0
k212981,2215.0,5289.0,0,0
k122223,2219.0,5309.0,0,0
k113272,2224.0,5330.0,0,0
