Key_1_1,Soil_Type21,Soil_Type34,Soil_Type24,Soil_Type3
k267618,0,0,0,0
k224991,0,0,0,0
k53868,0,0,0,0
k258431,0,0,0,0
k255260,0,0,0,0
k246262,0,0,0,0
k17993,0,0,0,0
k198200,0,0,0,0
k4778,0,0,0,0
k142776,0,0,0,0
k115587,0,0,0,0
k9410,0,0,0,0
k164382,0,0,0,0
k366044,0,0,0,0
k250202,0,0,0,0
k214427,0,0,0,0
k314563,0,0,0,0
k25523,0,0,0,0
k161476,0,0,0,0
k389073,0,0,0,0
k415745,0,0,0,0
k320100,0,0,0,0
k206612,0,0,0,0
k38124,0,0,0,0
k404638,0,0,0,0
k422619,0,0,0,0
k338437,0,0,0,0
k92364,0,0,0,0
k91734,0,0,0,0
k175613,0,0,0,0
k404740,0,0,0,0
k254339,0,0,0,0
k354311,0,0,0,0
k43812,0,0,0,0
k421731,0,0,0,0
k281864,0,0,0,0
k339734,0,0,0,0
k378829,0,0,0,0
k416218,0,0,0,0
k326092,0,0,0,0
k399751,0,0,0,0
k96990,0,0,0,0
k341370,0,0,0,0
k323544,0,0,0,0
k336152,0,0,0,0
k111889,0,0,0,0
k298363,0,0,0,0
k105132,0,0,0,0
k384890,0,0,0,0
k131382,0,0,0,0
k395703,0,0,0,0
k97647,0,0,0,0
k311440,0,0,0,0
k177924,0,0,0,0
k304512,0,0,0,0
k167778,0,0,0,0
k398591,0,0,0,0
k93233,0,0,0,0
k267570,0,0,0,0
k224633,0,0,0,0
k399703,0,0,0,0
k308938,0,0,0,0
k13960,0,0,0,0
k214138,0,0,0,0
k334406,0,0,0,0
k162449,0,0,0,0
k318608,0,0,0,0
k135692,0,0,0,0
k122530,0,0,0,0
k158595,0,0,0,0
k178507,0,0,0,0
k132704,0,0,0,0
k276709,0,0,0,0
k238515,0,0,0,0
k322014,0,0,0,0
k361721,0,0,0,0
k192397,0,0,0,0
k275268,0,0,0,0
k101134,0,0,0,0
k34336,0,0,0,0
k62572,0,0,0,0
k312345,0,0,0,0
k40406,0,0,0,0
k403087,0,0,0,0
k136004,0,0,0,0
k324286,0,0,0,0
k164604,0,0,0,0
k74060,0,0,0,0
k96376,0,0,0,0
k113224,0,0,0,0
k232590,0,0,0,0
k287836,0,0,0,0
k65050,0,0,0,0
k265906,0,0,0,0
k194634,0,0,0,0
k8664,0,0,0,0
k116259,0,0,0,0
k218256,0,0,0,0
k145143,0,0,0,0
k412850,0,0,0,0
k27877,0,0,0,0
k74835,0,0,0,0
k78157,0,0,0,0
k76445,0,0,0,0
k226729,0,0,0,0
k356802,0,0,0,0
k159437,0,0,0,0
k316802,0,0,0,0
k169993,0,0,0,0
k322247,0,0,0,0
k329325,0,0,0,0
k410520,0,0,0,0
k108589,0,0,0,0
k57307,0,0,0,0
k25885,0,0,0,0
k38825,0,0,0,0
k52480,0,0,0,0
k147196,0,0,0,0
k239636,0,0,0,0
k70774,0,0,0,0
k414696,0,0,0,0
k3354,0,0,0,0
k139554,0,0,0,0
k296120,0,0,0,0
k160154,0,0,0,0
k354135,0,0,0,0
k51897,0,0,0,0
k74799,0,0,0,0
k260119,0,0,0,0
k210376,0,0,0,0
k139897,0,0,0,0
k64683,0,0,0,0
k171865,0,0,0,0
k3656,0,0,0,0
k325165,0,0,0,0
k369475,0,0,0,0
k249135,0,0,0,0
k339430,0,0,0,0
k25289,0,0,0,0
k236920,0,0,0,0
k31252,0,0,0,0
k226592,0,0,0,0
k225671,0,0,0,0
k209136,0,0,0,0
k95853,0,0,0,0
k418542,0,0,0,0
k120960,0,0,0,0
k396092,0,0,0,0
k117055,0,0,0,0
k170622,0,0,0,0
k132890,0,0,0,0
k137060,0,0,0,0
k9807,0,0,0,0
k40869,0,0,0,0
k130415,0,0,0,0
k314061,0,0,0,0
k341583,0,0,0,0
k25085,0,0,0,0
k315757,0,0,0,0
k87144,0,0,0,0
k154137,0,0,0,0
k273690,0,0,0,0
k100599,0,0,0,0
k215015,0,0,0,0
k221218,0,0,0,0
k243976,0,0,0,0
k151544,0,0,0,0
k195101,0,0,0,0
k291105,0,0,0,0
k340362,0,0,0,0
k198168,0,0,0,0
k79176,0,0,0,0
k92948,0,0,0,0
k372003,0,0,0,0
k373374,0,0,0,0
k115973,0,0,0,0
k340399,0,0,0,0
k245804,0,0,0,0
k175939,0,0,0,0
k53145,0,0,0,0
k403605,0,0,0,0
k365870,0,0,0,0
k99711,0,0,0,0
k303088,0,0,0,0
k154108,0,0,0,0
k52285,0,0,0,0
k324519,0,0,0,0
k178616,0,0,0,0
k368261,0,0,0,0
k332281,0,0,0,0
k49924,0,0,0,0
k374056,0,0,0,0
k52176,0,0,0,0
k7757,0,0,0,0
k374207,0,0,0,0
k113054,0,0,0,0
k43104,0,0,0,0
k271308,0,0,0,0
k379318,0,0,0,0
k412203,0,0,0,0
k299965,0,0,0,0
k132983,0,0,0,0
k285716,0,0,0,0
k261943,0,0,0,0
k41875,0,0,0,0
k31896,0,0,0,0
k71417,0,0,0,0
k257905,0,0,0,0
k161326,0,0,0,0
k191167,0,0,0,0
k68431,0,0,0,0
k198749,0,0,0,0
k240297,0,0,0,0
k147314,0,0,0,0
k224450,0,0,0,0
k422698,0,0,0,0
k283179,0,0,0,0
k149016,0,0,0,0
k350589,0,0,0,0
k386263,0,0,0,0
k415239,0,0,0,0
k209027,0,0,0,0
k342028,0,0,0,0
k288468,0,0,0,0
k209079,0,0,0,0
k5751,0,0,0,0
k261855,0,0,0,0
k75173,0,0,0,0
k285273,0,0,0,0
k323085,0,0,0,0
k101021,0,0,0,0
k248407,0,0,0,0
k169066,0,0,0,0
k133577,0,0,0,0
k415605,0,0,0,0
k185343,0,0,0,0
k266350,0,0,0,0
k399431,0,0,0,0
k98371,0,0,0,0
k395624,0,0,0,0
k113532,0,0,0,0
k236152,0,0,0,0
k11368,0,0,0,0
k282267,0,0,0,0
k40295,0,0,0,0
k76991,0,0,0,0
k100389,0,0,0,0
k172527,0,0,0,0
k293405,0,0,0,0
k184417,0,0,0,0
k286769,0,0,0,0
k328994,0,0,0,0
k93252,0,0,0,0
k144586,0,0,0,0
k373509,0,0,0,0
k174475,0,0,0,0
k112187,0,0,0,0
k240032,0,0,0,0
k117076,0,0,0,0
k173307,0,0,0,0
k327745,0,0,0,0
k70705,0,0,0,0
k282754,0,0,0,0
k36881,0,0,0,0
k17583,0,0,0,0
k208575,0,0,0,0
k302173,0,0,0,0
k371044,0,0,0,0
k298959,0,0,0,0
k642,0,0,0,0
k120460,0,0,0,0
k337690,0,0,0,0
k284584,0,0,0,0
k280030,0,0,0,0
k190704,0,0,0,0
k147851,0,0,0,0
k37311,0,0,0,0
k235971,0,0,0,0
k37169,0,0,0,0
k319403,0,0,0,0
k129870,0,0,0,0
k2831,0,0,0,0
k355606,0,0,0,0
k214579,0,0,0,0
k332324,0,0,0,0
k137473,0,0,0,0
k193730,0,0,0,0
k245609,0,0,0,0
k99418,0,0,0,0
k198558,0,0,0,0
k50428,0,0,0,0
k375444,0,0,0,0
k85601,0,0,0,0
k406579,0,0,0,0
k114665,0,0,0,0
k281662,0,0,0,0
k208735,0,0,0,0
k100192,0,0,0,0
k294849,0,0,0,0
k286404,0,0,0,0
k282585,0,0,0,0
k268528,0,0,0,0
k118278,0,0,0,0
k300516,0,0,0,0
k72458,0,0,0,0
k272040,0,0,0,0
k201516,0,0,0,0
k138036,0,0,0,0
k35630,0,0,0,0
k132904,0,0,0,0
k347882,0,0,0,0
k233003,0,0,0,0
k73837,0,0,0,0
k144400,0,0,0,0
k15428,0,0,0,0
k404516,0,0,0,0
k200225,0,0,0,0
k111708,0,0,0,0
k83994,0,0,0,0
k218913,0,0,0,0
k179777,0,0,0,0
k244658,0,0,0,0
k245333,0,0,0,0
k44989,0,0,0,0
k106710,0,0,0,0
k70558,0,0,0,0
k316982,0,0,0,0
k1307,0,0,0,0
k383100,0,0,0,0
k200866,0,0,0,0
k289719,0,0,0,0
k351229,0,0,0,0
k127375,0,0,0,0
k405180,0,0,0,0
k89701,0,0,0,0
k417319,0,0,0,0
k149406,0,0,0,0
k108903,0,0,0,0
k166917,0,0,0,0
k298211,0,0,0,0
k114242,0,0,0,0
k32910,0,0,0,0
k225162,0,0,0,0
k164212,0,0,0,0
k81534,0,0,0,0
k251691,0,0,0,0
k52633,0,0,0,0
k164052,0,0,0,0
k381968,0,0,0,0
k72489,0,0,0,0
k370036,0,0,0,0
k266415,0,0,0,0
k350085,0,0,0,0
k89915,0,0,0,0
k126518,0,0,0,0
k413142,0,0,0,0
k278617,0,0,0,0
k249700,0,0,0,0
k277595,0,0,0,0
k183383,0,0,0,0
k14837,0,0,0,0
k385036,0,0,0,0
k397341,0,0,0,0
k326646,0,0,0,0
k217117,0,0,0,0
k61880,0,0,0,0
k31482,0,0,0,0
k143792,0,0,0,0
k77175,0,0,0,0
k53549,0,0,0,0
k374387,0,0,0,0
k344435,0,0,0,0
k353464,0,0,0,0
k258455,0,0,0,0
k72986,0,0,0,0
k173193,0,0,0,0
k209561,0,0,0,0
k21907,0,0,0,0
k371202,0,0,0,0
k20285,0,0,0,0
k167956,0,0,0,0
k331221,0,0,0,0
k347405,0,0,0,0
k414634,0,0,0,0
k245061,0,0,0,0
k301326,0,0,0,0
k188394,0,0,0,0
k218569,0,0,0,0
k143229,0,0,0,0
k223576,0,0,0,0
k94808,0,0,0,0
k69633,0,0,0,0
k282045,0,0,0,0
k94071,0,0,0,0
k127684,0,0,0,0
k114754,0,0,0,0
k308955,0,0,0,0
k161518,0,0,0,0
k176579,0,0,0,0
k260922,0,0,0,0
k4852,0,0,0,0
k187102,0,0,0,0
k362928,0,0,0,0
k57074,0,0,0,0
k90432,0,0,0,0
k65615,0,0,0,0
k409875,0,0,0,0
k26202,0,0,0,0
k153123,0,0,0,0
k372747,0,0,0,0
k415674,0,0,0,0
k340380,0,0,0,0
k333114,0,0,0,0
k262408,0,0,0,0
k89473,0,0,0,0
k283848,0,0,0,0
k359484,0,0,0,0
k376692,0,0,0,0
k134740,0,0,0,0
k303096,0,0,0,0
k260078,0,0,0,0
k294602,0,0,0,0
k148715,0,0,0,0
k311805,0,0,0,0
k410257,0,0,0,0
k361701,0,0,0,0
k207121,0,0,0,0
k98039,0,0,0,0
k358051,0,0,0,0
k279107,0,0,0,0
k258180,0,0,0,0
k394283,0,0,0,0
k11413,0,0,0,0
k282416,0,0,0,0
k324334,0,0,0,0
k166379,0,0,0,0
k350674,0,0,0,0
k10162,0,0,0,0
k372437,0,0,0,0
k352237,0,0,0,0
k212589,0,0,0,0
k370106,0,0,0,0
k224645,0,0,0,0
k48984,0,0,0,0
k358149,0,0,0,0
k346393,0,0,0,0
k338392,0,0,0,0
k406119,0,0,0,0
k421839,0,0,0,0
k13484,0,0,0,0
k386365,0,0,0,0
k259224,0,0,0,0
k274990,0,0,0,0
k356758,0,0,0,0
k120150,0,0,0,0
k265396,0,0,0,0
k58590,0,0,0,0
k329070,0,0,0,0
k82626,0,0,0,0
k409229,0,0,0,0
k359153,0,0,0,0
k163435,0,0,0,0
k111070,0,0,0,0
k173960,0,0,0,0
k243441,0,0,0,0
k202316,0,0,0,0
k201063,0,0,0,0
k242483,0,0,0,0
k379115,0,0,0,0
k331005,0,0,0,0
k160733,0,0,0,0
k166440,0,0,0,0
k232142,0,0,0,0
k67274,0,0,0,0
k167383,0,0,0,0
k325870,0,0,0,0
k320936,0,0,0,0
k12414,0,0,0,0
k223970,0,0,0,0
k379343,0,0,0,0
k261527,0,0,0,0
k413664,0,0,0,0
k201247,0,0,0,0
k78317,0,0,0,0
k415830,0,0,0,0
k14179,0,0,0,0
k96468,0,0,0,0
k279391,0,0,0,0
k298429,0,0,0,0
k228474,0,0,0,0
k360895,0,0,0,0
k95934,0,0,0,0
k51535,0,0,0,0
k164644,0,0,0,0
k303744,0,0,0,0
k98437,0,0,0,0
k286854,0,0,0,0
k403904,0,0,0,0
k404235,0,0,0,0
k300904,0,0,0,0
k97,0,0,0,0
k234061,0,0,0,0
k308830,0,0,0,0
k261039,0,0,0,0
k331703,0,0,0,0
k384548,0,0,0,0
k272719,0,0,0,0
k266395,0,0,0,0
k192010,0,0,0,0
k120628,0,0,0,0
k193159,0,0,0,0
k261704,0,0,0,0
k3171,0,0,0,0
k79423,0,0,0,0
k149854,0,0,0,0
k346088,0,0,0,0
k251702,0,0,0,0
k327278,0,0,0,0
k359992,0,0,0,0
k286490,0,0,0,0
k311869,0,0,0,0
k284933,0,0,0,0
k82481,0,0,0,0
k412030,0,0,0,0
k99507,0,0,0,0
k49437,0,0,0,0
k90278,0,0,0,0
k195657,0,0,0,0
k198655,0,0,0,0
k86161,0,0,0,0
k37063,0,0,0,0
k300596,0,0,0,0
k333349,0,0,0,0
k177007,0,0,0,0
k126973,0,0,0,0
k136159,0,0,0,0
k228589,0,0,0,0
k118793,0,0,0,0
k138713,0,0,0,0
k107666,0,0,0,0
k339342,0,0,0,0
k156566,0,0,0,0
k58078,0,0,0,0
k132418,0,0,0,0
k404747,0,0,0,0
k83281,0,0,0,0
k284640,0,0,0,0
k20235,0,0,0,0
k365799,0,0,0,0
k182441,0,0,0,0
k156230,0,0,0,0
k397189,0,0,0,0
k411529,0,0,0,0
k213482,0,0,0,0
k241012,0,0,0,0
k40720,0,0,0,0
k298304,0,0,0,0
k60746,0,0,0,0
k146128,0,0,0,0
k266453,0,0,0,0
k36193,0,0,0,0
k344294,0,0,0,0
k50849,0,0,0,0
k305595,0,0,0,0
k247101,0,0,0,0
k53332,0,0,0,0
k3175,0,0,0,0
k364846,0,0,0,0
k45995,0,0,0,0
k392307,0,0,0,0
k416087,0,0,0,0
k25848,0,0,0,0
k138054,0,0,0,0
k43824,0,0,0,0
k347421,0,0,0,0
k106084,0,0,0,0
k387239,0,0,0,0
k200928,0,0,0,0
k352116,0,0,0,0
k159824,0,0,0,0
k245044,0,0,0,0
k340832,0,0,0,0
k330480,0,0,0,0
k390095,0,0,0,0
k214129,0,0,0,0
k177267,0,0,0,0
k115793,0,0,0,0
k195190,0,0,0,0
k318044,0,0,0,0
k33794,0,0,0,0
k30944,0,0,0,0
k407363,0,0,0,0
k312385,0,0,0,0
k104577,0,0,0,0
k48363,0,0,0,0
k139217,0,0,0,0
k86123,0,0,0,0
k389509,0,0,0,0
k385503,0,0,0,0
k56206,0,0,0,0
k396838,0,0,0,0
k41156,0,0,0,0
k258257,0,0,0,0
k142098,0,0,0,0
k48048,0,0,0,0
k348212,0,0,0,0
k325862,0,0,0,0
k338242,0,0,0,0
k135341,0,0,0,0
k52575,0,0,0,0
k322587,0,0,0,0
k279780,0,0,0,0
k2250,0,0,0,0
k350507,0,0,0,0
k5152,0,0,0,0
k245472,0,0,0,0
k55201,0,0,0,0
k113976,0,0,0,0
k313909,0,0,0,0
k382213,0,0,0,0
k10811,0,0,0,0
k218758,0,0,0,0
k177275,0,0,0,0
k403249,0,0,0,0
k35215,0,0,0,0
k107431,0,0,0,0
k105494,0,0,0,0
k266977,0,0,0,0
k269454,0,0,0,0
k272949,0,0,0,0
k66733,0,0,0,0
k117587,0,0,0,0
k209193,0,0,0,0
k68991,0,0,0,0
k330779,0,0,0,0
k393034,0,0,0,0
k33372,0,0,0,0
k407266,0,0,0,0
k224022,0,0,0,0
k346216,0,0,0,0
k120696,0,0,0,0
k247530,0,0,0,0
k268570,0,0,0,0
k289374,0,0,0,0
k132820,0,0,0,0
k279861,0,0,0,0
k344138,0,0,0,0
k164468,0,0,0,0
k194815,0,0,0,0
k366906,0,0,0,0
k324507,0,0,0,0
k257025,0,0,0,0
k416952,0,0,0,0
k73016,0,0,0,0
k226176,0,0,0,0
k126733,0,0,0,0
k199153,0,0,0,0
k66841,0,0,0,0
k215605,0,0,0,0
k250447,0,0,0,0
k246517,0,0,0,0
k198274,0,0,0,0
k63252,0,0,0,0
k353670,0,0,0,0
k83780,0,0,0,0
k347429,0,0,0,0
k129757,0,0,0,0
k103388,0,0,0,0
k217916,0,0,0,0
k110120,0,0,0,0
k21972,0,0,0,0
k368708,0,0,0,0
k64738,0,0,0,0
k234459,0,0,0,0
k307461,0,0,0,0
k291010,0,0,0,0
k399313,0,0,0,0
k184196,0,0,0,0
k176027,0,0,0,0
k196087,0,0,0,0
k73893,0,0,0,0
k322822,0,0,0,0
k297618,0,0,0,0
k160015,0,0,0,0
k94843,0,0,0,0
k345986,0,0,0,0
k95792,0,0,0,0
k153128,0,0,0,0
k231926,0,0,0,0
k98143,0,0,0,0
k131775,0,0,0,0
k101854,0,0,0,0
k322989,0,0,0,0
k348430,0,0,0,0
k56669,0,0,0,0
k228610,0,0,0,0
k86258,0,0,0,0
k126872,0,0,0,0
k223274,0,0,0,0
k384173,0,0,0,0
k130875,0,0,0,0
k373975,0,0,0,0
k70730,0,0,0,0
k272473,0,0,0,0
k113885,0,0,0,0
k315316,0,0,0,0
k356045,0,0,0,0
k41546,0,0,0,0
k395122,0,0,0,0
k332676,0,0,0,0
k45655,0,0,0,0
k179487,0,0,0,0
k310290,0,0,0,0
k265053,0,0,0,0
k197217,0,0,0,0
k19681,0,0,0,0
k377162,0,0,0,0
k254506,0,0,0,0
k365242,0,0,0,0
k406660,0,0,0,0
k97434,0,0,0,0
k369834,0,0,0,0
k256120,0,0,0,0
k325673,0,0,0,0
k149197,0,0,0,0
k205797,0,0,0,0
k417554,0,0,0,0
k142220,0,0,0,0
k217397,0,0,0,0
k419686,0,0,0,0
k185130,0,0,0,0
k22823,0,0,0,0
k186502,0,0,0,0
k221356,0,0,0,0
k124445,0,0,0,0
k323539,0,0,0,0
k72462,0,0,0,0
k79065,0,0,0,0
k60861,0,0,0,0
k111881,0,0,0,0
k323965,0,0,0,0
k225865,0,0,0,0
k141631,0,0,0,0
k8398,0,0,0,0
k274179,0,0,0,0
k231978,0,0,0,0
k415932,0,0,0,0
k257607,0,0,0,0
k249046,0,0,0,0
k222531,0,0,0,0
k313976,0,0,0,0
k24766,0,0,0,0
k115701,0,0,0,0
k414735,0,0,0,0
k106218,0,0,0,0
k229660,0,0,0,0
k290168,0,0,0,0
k46734,0,0,0,0
k156655,0,0,0,0
k259433,0,0,0,0
k340633,0,0,0,0
k142671,0,0,0,0
k13686,0,0,0,0
k343731,0,0,0,0
k243806,0,0,0,0
k127606,0,0,0,0
k197416,0,0,0,0
k338181,0,0,0,0
k310021,0,0,0,0
k281053,0,0,0,0
k167709,0,0,0,0
k123084,0,0,0,0
k419940,0,0,0,0
k246275,0,0,0,0
k326900,0,0,0,0
k129255,0,0,0,0
k333945,0,0,0,0
k99716,0,0,0,0
k168666,0,0,0,0
k381879,0,0,0,0
k179128,0,0,0,0
k193165,0,0,0,0
k214909,0,0,0,0
k314874,0,0,0,0
k306159,0,0,0,0
k117030,0,0,0,0
k345615,0,0,0,0
k134033,0,0,0,0
k119340,0,0,0,0
k102193,0,0,0,0
k37182,0,0,0,0
k143037,0,0,0,0
k407345,0,0,0,0
k288037,0,0,0,0
k295455,0,0,0,0
k22892,0,0,0,0
k85073,0,0,0,0
k302706,0,0,0,0
k97342,0,0,0,0
k93815,0,0,0,0
k58703,0,0,0,0
k340868,0,0,0,0
k120943,0,0,0,0
k201681,0,0,0,0
k133827,0,0,0,0
k217348,0,0,0,0
k137941,0,0,0,0
k231871,0,0,0,0
k355472,0,0,0,0
k342040,0,0,0,0
k133866,0,0,0,0
k191473,0,0,0,0
k204389,0,0,0,0
k65186,0,0,0,0
k293376,0,0,0,0
k303269,0,0,0,0
k273262,0,0,0,0
k285310,0,0,0,0
k54408,0,0,0,0
k234272,0,0,0,0
k368193,0,0,0,0
k146621,0,0,0,0
k400901,0,0,0,0
k178571,0,0,0,0
k43324,0,0,0,0
k45913,0,0,0,0
k400751,0,0,0,0
k396096,0,0,0,0
k290831,0,0,0,0
k229473,0,0,0,0
k160189,0,0,0,0
k73268,0,0,0,0
k353747,0,0,0,0
k41804,0,0,0,0
k192410,0,0,0,0
k403604,0,0,0,0
k111228,0,0,0,0
k106864,0,0,0,0
k344047,0,0,0,0
k99308,0,0,0,0
k236345,0,0,0,0
k236041,0,0,0,0
k90621,0,0,0,0
k406160,0,0,0,0
k194825,0,0,0,0
k414845,0,0,0,0
k323937,0,0,0,0
k212332,0,0,0,0
k193696,0,0,0,0
k78901,0,0,0,0
k69439,0,0,0,0
k62743,0,0,0,0
k39171,0,0,0,0
k220848,0,0,0,0
k374946,0,0,0,0
k421499,0,0,0,0
k254918,0,0,0,0
k229554,0,0,0,0
k148539,0,0,0,0
k172025,0,0,0,0
k135611,0,0,0,0
k235756,0,0,0,0
k114113,0,0,0,0
k1137,0,0,0,0
k370241,0,0,0,0
k301338,0,0,0,0
k255096,0,0,0,0
k419341,0,0,0,0
k411114,0,0,0,0
k29211,0,0,0,0
k392100,0,0,0,0
k106539,0,0,0,0
k337426,0,0,0,0
k313912,0,0,0,0
k54869,0,0,0,0
k339551,0,0,0,0
k43190,0,0,0,0
k85950,0,0,0,0
k155311,0,0,0,0
k226829,0,0,0,0
k381747,0,0,0,0
k60295,0,0,0,0
k355929,0,0,0,0
k67219,0,0,0,0
k248477,0,0,0,0
k351576,0,0,0,0
k222151,0,0,0,0
k68778,0,0,0,0
k108204,0,0,0,0
k170980,0,0,0,0
k102214,0,0,0,0
k186257,0,0,0,0
k393967,0,0,0,0
k222353,0,0,0,0
k306901,0,0,0,0
k358547,0,0,0,0
k63389,0,0,0,0
k47994,0,0,0,0
k12700,0,0,0,0
k161755,0,0,0,0
k200282,0,0,0,0
k400531,0,0,0,0
k419382,0,0,0,0
k396857,0,0,0,0
k108906,0,0,0,0
k305822,0,0,0,0
k94563,0,0,0,0
k277125,0,0,0,0
k224654,0,0,0,0
k303293,0,0,0,0
k93861,0,0,0,0
k375313,0,0,0,0
k67045,0,0,0,0
k362083,0,0,0,0
k233396,0,0,0,0
k389065,0,0,0,0
k143544,0,0,0,0
k378537,0,0,0,0
k372997,0,0,0,0
k365955,0,0,0,0
k101396,0,0,0,0
k169997,0,0,0,0
k212386,0,0,0,0
k17510,0,0,0,0
k128870,0,0,0,0
k175215,0,0,0,0
k372304,0,0,0,0
k385284,0,0,0,0
k298659,0,0,0,0
k90993,0,0,0,0
k372128,0,0,0,0
k293039,0,0,0,0
k381339,0,0,0,0
k120738,0,0,0,0
k203657,0,0,0,0
k281894,0,0,0,0
k18058,0,0,0,0
k139548,0,0,0,0
k33666,0,0,0,0
k195570,0,0,0,0
k326059,0,0,0,0
k273514,0,0,0,0
k4503,0,0,0,0
k30100,0,0,0,0
k133949,0,0,0,0
k122707,0,0,0,0
k54806,0,0,0,0
k339531,0,0,0,0
k363464,0,0,0,0
k279763,0,0,0,0
k226139,0,0,0,0
k124082,0,0,0,0
k124244,0,0,0,0
k139630,0,0,0,0
k108382,0,0,0,0
k327761,0,0,0,0
k26569,0,0,0,0
k113315,0,0,0,0
k120559,0,0,0,0
k235487,0,0,0,0
k82948,0,0,0,0
k210453,0,0,0,0
k94315,0,0,0,0
k54050,0,0,0,0
k157438,0,0,0,0
k203785,0,0,0,0
k319909,0,0,0,0
k320588,0,0,0,0
k388310,0,0,0,0
k66552,0,0,0,0
k421148,0,0,0,0
k355402,0,0,0,0
k224844,0,0,0,0
k161139,0,0,0,0
k145531,0,0,0,0
k209045,0,0,0,0
k280283,0,0,0,0
k369323,0,0,0,0
k292475,0,0,0,0
k227071,0,0,0,0
k243094,0,0,0,0
k330680,0,0,0,0
k219579,0,0,0,0
k282822,0,0,0,0
k87414,0,0,0,0
k37886,0,0,0,0
k18692,0,0,0,0
k377119,0,0,0,0
k280783,0,0,0,0
k349904,0,0,0,0
k302323,0,0,0,0
k313087,0,0,0,0
k135126,0,0,0,0
k25088,0,0,0,0
k301996,0,0,0,0
k142461,0,0,0,0
k76668,0,0,0,0
k113755,0,0,0,0
k191517,0,0,0,0
k163138,0,0,0,0
k277870,0,0,0,0
k384623,0,0,0,0
k418187,0,0,0,0
k73393,0,0,0,0
k126994,0,0,0,0
k59535,0,0,0,0
k97214,0,0,0,0
k209574,0,0,0,0
k167780,0,0,0,0
k355527,0,0,0,0
k82562,0,0,0,0
k199513,0,0,0,0
k90579,0,0,0,0
k230196,0,0,0,0
k277737,0,0,0,0
k216055,0,0,0,0
k251758,0,0,0,0
k16543,0,0,0,0
k183971,0,0,0,0
k299236,0,0,0,0
k403575,0,0,0,0
k336928,0,0,0,0
k98815,0,0,0,0
k296600,0,0,0,0
k338142,0,0,0,0
k259977,0,0,0,0
k274060,0,0,0,0
k258815,0,0,0,0
k183936,0,0,0,0
k349699,0,0,0,0
k420167,0,0,0,0
k316488,0,0,0,0
k74447,0,0,0,0
k187673,0,0,0,0
k210759,0,0,0,0
k415382,0,0,0,0
k271749,0,0,0,0
k389091,0,0,0,0
k214865,0,0,0,0
k316812,0,0,0,0
k83921,0,0,0,0
k86350,0,0,0,0
k89977,0,0,0,0
k337377,0,0,0,0
k262198,0,0,0,0
k259604,0,0,0,0
k384745,0,0,0,0
k186975,0,0,0,0
k316585,0,0,0,0
k266554,0,0,0,0
k286240,0,0,0,0
k302202,0,0,0,0
k123335,0,0,0,0
k305055,0,0,0,0
k245921,0,0,0,0
k251516,0,0,0,0
k60634,0,0,0,0
k208210,0,0,0,0
k318516,0,0,0,0
k199023,0,0,0,0
k385961,0,0,0,0
k189694,0,0,0,0
k410549,0,0,0,0
k395176,0,0,0,0
k206626,0,0,0,0
k10378,0,0,0,0
k245739,0,0,0,0
k64906,0,0,0,0
k178090,0,0,0,0
k159857,0,0,0,0
k351302,0,0,0,0
k29159,0,0,0,0
k317451,0,0,0,0
k325011,0,0,0,0
k268916,0,0,0,0
k366280,0,0,0,0
k274043,0,0,0,0
k37271,0,0,0,0
k144663,0,0,0,0
k79855,0,0,0,0
k151026,0,0,0,0
k275147,0,0,0,0
k234447,0,0,0,0
k378682,0,0,0,0
k257758,0,0,0,0
k72562,0,0,0,0
k297342,0,0,0,0
k367348,0,0,0,0
k211316,0,0,0,0
k336806,0,0,0,0
k397455,0,0,0,0
k710,0,0,0,0
k50793,0,0,0,0
k344111,0,0,0,0
k17387,0,0,0,0
k6510,0,0,0,0
k241932,0,0,0,0
k409972,0,0,0,0
k10396,0,0,0,0
k406909,0,0,0,0
k323019,0,0,0,0
k323624,0,0,0,0
k68107,0,0,0,0
k300488,0,0,0,0
k193803,0,0,0,0
k404663,0,0,0,0
k357183,0,0,0,0
k39369,0,0,0,0
k60820,0,0,0,0
k374476,0,0,0,0
k3366,0,0,0,0
k28342,0,0,0,0
k362905,0,0,0,0
k42601,0,0,0,0
k260907,0,0,0,0
k66426,0,0,0,0
k376267,0,0,0,0
k134729,0,0,0,0
k154360,0,0,0,0
k369850,0,0,0,0
k310553,0,0,0,0
k357692,0,0,0,0
k318383,0,0,0,0
k115810,0,0,0,0
k42610,0,0,0,0
k320039,0,0,0,0
k110013,0,0,0,0
k148466,0,0,0,0
k220454,0,0,0,0
k50539,0,0,0,0
k122026,0,0,0,0
k288545,0,0,0,0
k189238,0,0,0,0
k402892,0,0,0,0
k394922,0,0,0,0
k224049,0,0,0,0
k366451,0,0,0,0
k16584,0,0,0,0
k13212,0,0,0,0
k386578,0,0,0,0
k398240,0,0,0,0
k115426,0,0,0,0
k206830,0,0,0,0
k97221,0,0,0,0
k145423,0,0,0,0
k392884,0,0,0,0
k367560,0,0,0,0
k285073,0,0,0,0
k75263,0,0,0,0
k183324,0,0,0,0
k263864,0,0,0,0
k34007,0,0,0,0
k31528,0,0,0,0
k408698,0,0,0,0
k129969,0,0,0,0
k91588,0,0,0,0
k140632,0,0,0,0
k45604,0,0,0,0
k14078,0,0,0,0
k141297,0,0,0,0
k57941,0,0,0,0
k310378,0,0,0,0
k143590,0,0,0,0
