Key_2_4,ParticleID_2,ParticleID_41,ParticleID_26,ParticleID_22,ParticleID_15
k71697,169.759,16.7019,132.55100000000002,26.0719,814.227
k20931,60.1256,-40.8044,105.498,40.0086,678.204
k42017,89.5077,-6.369759999999999,115.004,32.0667,571.441
k6047,113.172,-29.7687,234.141,40.2737,710.165
k15235,95.5742,-76.5846,131.06799999999998,33.4535,532.677
k65870,140.41,-17.8175,178.78400000000002,97.31,705.832
k3232,73.9182,17.4442,204.92,164.84900000000002,1581.79
k51251,91.1519,-70.704,130.349,33.8052,636.135
k49270,139.338,-48.4418,84.0548,61.104,673.6039999999999
k25077,32.5567,-65.8254,166.375,24.5386,682.206
k68679,106.789,-41.3868,108.672,23.5289,602.785
k68819,25.3864,-35.3642,23.0917,61.9425,435.646
k56130,35.1027,-4.9215800000000005,126.344,98.5664,999.696
k24840,-999.0,-999.0,-999.0,-999.0,-999.0
k34879,38.6787,-22.8047,123.212,96.7323,509.065
k2524,91.0818,-37.4768,81.2528,34.2427,633.227
k33904,208.503,-15.3904,188.028,71.334,1125.09
k36965,85.2152,-8.81122,106.327,78.6946,630.038
k47565,14.3092,19.7394,83.5938,54.3069,1128.72
k64882,274.846,12.135,82.8659,118.96,1450.87
k51567,9.98868,6.59057,163.486,123.102,1202.36
k39763,136.076,-50.6449,158.541,56.5861,776.0169999999999
k30845,110.214,-75.1965,90.4223,21.9606,713.5419999999999
k49377,118.363,-39.5914,158.05,52.1365,715.552
k55006,38.7167,-29.3421,79.0341,47.2665,283.331
k69712,89.901,-55.465,134.636,14.1278,469.278
k72278,154.094,12.5741,130.954,30.524,586.13
k38956,142.03799999999998,-17.7198,141.363,74.5238,916.656
k8827,21.1426,-37.8842,82.9888,8.36625,305.116
k54738,204.664,-13.5482,183.455,87.6234,664.966
k23410,73.4921,20.1926,80.9857,46.1883,625.831
k34442,122.906,-40.86,131.244,36.3242,587.312
k60672,141.365,-6.5674,175.949,98.4173,840.1160000000001
k488,136.613,-6.876539999999999,134.675,47.8844,647.143
k36509,91.2639,18.8968,138.86700000000002,63.8943,731.296
k10397,142.517,-31.7709,88.9872,17.3064,443.546
k70510,139.257,23.5078,34.9586,84.2024,896.451
k63710,161.026,-19.822,87.0827,20.6649,309.277
k68649,95.1019,14.628,71.7612,36.067,445.672
k59106,120.865,-46.2645,151.517,30.8208,506.541
k27978,-999.0,-999.0,-999.0,-999.0,-999.0
k53510,259.931,-43.9386,163.547,79.3465,815.263
k26426,129.55700000000002,-17.4744,135.809,48.8111,591.5369999999999
k64715,3.89711,-24.0843,61.6716,82.3781,716.959
k61296,14.9127,10.8886,64.3153,7.2779,202.151
k39816,141.05700000000002,4.59299,194.09,115.965,811.607
k33660,96.8096,-26.6217,95.6274,18.6313,415.607
k56089,119.352,-40.1533,2.56233,13.2524,633.012
k53963,122.598,-14.8151,108.156,25.9887,468.709
k21197,122.509,-36.1386,135.876,72.2446,668.0039999999999
k1065,142.796,-26.1786,153.52,51.0291,778.679
k94,94.9262,-71.9242,245.83,90.4236,986.808
k53619,236.462,-22.2845,165.74900000000002,206.762,864.679
k43474,89.3924,-18.4441,101.378,36.7142,519.8
k45226,375.427,-40.3972,155.99200000000002,69.1183,907.412
k11331,93.6268,-37.1056,65.4862,7.487319999999999,259.66200000000003
k31783,164.653,-6.06412,150.325,61.2291,957.895
k70467,27.6024,-33.8241,40.3731,24.9946,632.4630000000001
k13312,113.184,-30.7369,134.428,16.9344,533.013
k64651,125.972,-39.5451,204.905,65.7307,870.262
k4906,119.795,-7.216489999999999,2.69401,75.0489,433.679
k22957,113.786,2.8907700000000003,143.673,43.046,645.77
k61429,159.498,-30.0755,167.489,34.8628,625.32
k62900,69.5601,-59.5563,131.655,137.679,1023.2
k10854,456.975,-32.8864,212.574,32.356,749.023
k2443,142.61,31.25,136.468,66.8192,709.7639999999999
k52689,125.998,-46.51,113.197,40.7838,695.335
k45844,105.761,-61.8022,154.86,70.2457,544.842
k66465,98.6903,-27.9097,7.850989999999999,50.7581,599.131
k55315,82.4565,-20.5695,107.918,63.0211,831.19
k72429,4.66735,-10.0914,228.505,86.5919,800.7660000000001
k52848,128.009,-70.3629,157.144,17.4257,511.515
k31837,32.8955,3.87059,4.29836,80.6953,1159.63
k54139,147.384,-52.1549,128.102,51.8146,772.1080000000001
k52630,117.297,-46.6409,129.374,33.7704,601.48
k19537,115.061,-8.75258,138.35399999999998,56.218,526.383
k44257,187.324,-10.5213,9.37268,79.7427,1036.77
k70154,109.424,-5.083419999999999,87.5913,77.9214,915.532
k28536,118.977,-69.7203,72.4653,55.171,531.822
k31401,130.428,28.0626,130.405,63.7993,713.9780000000001
k15208,115.351,-7.261369999999999,127.172,42.6313,621.198
k50313,100.864,-34.0977,158.963,102.048,760.173
k3426,71.0066,-63.5233,111.198,36.7369,966.874
k48126,76.8463,-64.348,122.366,23.3116,647.281
k25148,90.4993,6.60998,6.35996,91.956,872.925
k14864,77.5923,-55.2942,106.175,26.6791,546.661
k419,144.464,-31.6721,220.823,111.32,666.913
k56470,76.5442,-43.5907,147.064,28.661,583.761
k68595,143.817,0.284386,131.718,39.3221,556.81
k3754,144.283,-56.4649,169.007,54.7146,620.2040000000001
k48894,22.5397,-12.3174,64.181,63.18,831.618
k68625,159.596,-22.8982,157.092,72.4107,522.488
k72777,199.027,-70.3122,111.251,13.6742,404.816
k62910,21.5581,-2.72448,80.7515,32.0702,319.936
k45040,112.358,-54.4061,122.322,15.4236,516.48
k29949,140.094,-23.6727,163.649,82.7898,518.7090000000001
k29533,146.91899999999998,28.6371,219.229,41.3465,841.992
k13299,164.635,-24.5716,110.484,76.2276,664.6210000000001
k10281,123.666,-48.117,142.63,81.8444,849.456
k27373,332.571,-3.46462,130.77100000000002,46.4606,548.4730000000001
k49185,106.866,-53.8304,129.767,16.3673,710.415
k28193,129.681,-21.2279,257.791,120.55,1223.07
k6778,183.862,-71.8413,163.85299999999998,35.4691,583.3430000000001
k2343,130.554,-44.6082,171.722,63.219,874.9639999999999
k4232,142.161,-34.2801,171.965,62.7528,519.906
k59932,106.426,-24.0827,8.55251,47.8615,449.299
k48232,132.34,-57.1822,173.475,81.932,528.138
k51304,7.868689999999999,6.44923,146.52,143.494,867.085
k32640,150.753,-25.4545,161.816,47.9605,589.305
k13689,16.6968,-48.2386,12.1563,15.7923,439.061
k12379,143.241,52.5219,66.5681,175.88,1363.41
k54142,122.048,-61.4974,108.167,49.0815,486.505
k26930,127.852,-10.6835,2.71407,33.0665,662.597
k26070,102.972,32.9781,81.1509,39.8015,725.6089999999999
k22987,128.708,-49.2552,170.602,52.8975,855.58
k38976,83.6225,-16.7628,103.345,28.8826,473.784
k7044,75.3903,-36.6753,139.892,79.5954,793.618
k26711,26.1108,-4.06548,133.665,81.5433,605.094
k22677,133.064,-37.6127,41.7418,44.8195,404.263
k28131,137.616,-31.1692,132.879,32.944,490.857
k59817,119.836,48.4103,169.56599999999997,26.017,411.038
k60312,78.4016,-124.393,160.245,104.97,1274.52
k44678,69.7153,-55.0802,98.0599,69.7133,700.252
k37981,35.638,-15.6539,6.39994,55.6936,426.263
k69134,401.266,-53.3122,280.844,128.004,1591.98
k7969,232.974,-2.3721,122.104,44.9701,589.196
k3900,147.524,-63.0479,201.372,118.294,912.965
k5781,52.1011,-28.096,104.232,29.2919,423.93
k49739,84.8373,-29.2451,85.1665,58.0966,733.063
k55849,88.232,-33.0279,132.789,50.1995,504.889
k62617,136.273,-4.29634,46.9881,107.66,1942.26
k65208,129.705,38.8892,190.83,44.8724,667.137
k68557,86.624,-38.441,161.907,55.6786,798.5
k49819,68.126,-24.5779,61.6419,22.2736,521.069
k958,163.408,3.48138,141.004,100.908,520.489
k36378,83.0216,-25.3665,161.33,84.6101,829.283
k23045,111.97,-19.5185,107.154,41.6318,798.544
k67713,153.816,-34.0605,128.026,129.11,1353.57
k44579,110.163,-66.1679,23.3857,28.695,716.7719999999999
k38438,72.5758,2.33581,97.2567,73.0912,936.046
k55184,104.12,-25.2027,127.314,60.4502,627.643
k30439,141.505,-14.5002,14.1388,61.3023,692.313
k58990,123.294,-42.6746,87.3567,52.3535,471.26
k42816,69.709,-23.7333,158.591,53.4492,667.4689999999999
k58340,95.8947,-12.4018,181.777,64.6211,622.832
k31634,21.3043,18.6629,69.3617,21.9824,214.326
k61054,63.3936,-16.3964,41.3989,102.471,980.391
k38823,160.235,-13.2427,102.0,20.4072,561.193
k59423,70.684,22.6278,143.686,51.1063,454.329
k20084,402.541,-13.1539,10.87,95.8541,947.443
k6725,0.385999,-51.955,52.4208,16.0068,269.53700000000003
k12861,92.7526,-22.5782,6.4304,56.365,846.416
k60171,80.1842,29.5912,0.0,17.3819,224.423
k19052,90.5501,-26.7342,116.11,33.534,390.862
k11517,192.213,-70.2957,138.216,159.55700000000002,899.559
k7611,71.637,-31.7534,74.2494,20.9883,546.566
k19607,52.4377,-18.6666,101.301,19.3999,420.914
k33603,122.813,-23.3778,114.371,37.5666,643.005
k44232,51.0879,-53.2412,189.51,71.4014,1218.45
k71352,111.692,-2.01366,191.61,207.117,1632.5
k72360,44.9748,-54.8839,125.414,44.2107,417.529
k38380,124.825,-46.0109,119.157,24.5757,560.596
k2208,249.873,-40.3634,131.826,37.4418,774.378
k64879,124.378,-32.6259,128.499,36.477,598.3969999999999
k46401,175.59,11.4647,145.094,77.9152,554.191
k46463,137.22899999999998,-41.5321,171.94299999999998,68.2302,778.992
k24112,172.30200000000002,-45.1903,169.34,45.9994,778.96
k70915,151.599,-43.0269,127.55,31.9833,457.526
k72418,112.973,-60.2918,128.564,56.8629,719.029
k63402,121.066,25.5858,77.0112,24.8685,714.512
k69971,4.8308800000000005,-25.2148,6.63597,27.2863,408.073
k25467,80.7925,-21.0605,157.251,68.0306,407.261
k37293,134.91,-33.3703,147.922,65.1483,776.206
k4589,21.5445,-51.4828,145.951,25.2377,458.872
k72921,143.55,-14.9021,78.4226,72.1867,742.375
k219,79.4262,-70.3839,123.404,32.6404,726.7230000000001
k57666,236.838,-0.814331,127.222,56.3522,447.601
k70417,71.7653,-59.3175,46.1075,59.6755,639.506
k14823,115.599,-55.072,112.308,25.1516,528.123
k23093,132.343,-9.3393,9.90548,70.3005,399.79
k40716,76.1761,-75.6647,65.3008,37.5248,357.74
k42522,124.133,-20.3303,135.366,38.948,633.828
k3336,95.2292,-15.6337,94.102,29.6651,449.454
k19605,13.6372,-14.653,112.844,136.952,646.321
k50003,150.69299999999998,-22.4833,131.489,31.1719,654.372
k41645,179.326,-63.4443,130.584,38.7261,716.887
k45798,27.1573,-63.2685,101.708,64.4788,306.175
k68079,197.732,-28.7411,120.383,18.3522,547.862
k4196,209.628,-5.15355,118.952,69.8066,968.567
k18130,115.5,4.54213,87.0995,67.1996,565.855
k18284,135.72799999999998,15.845,62.089,40.1168,1223.02
k4175,85.5949,-30.1673,113.831,51.9866,626.807
k32542,93.309,-20.6149,150.641,71.1268,822.398
k63674,111.274,-22.4287,118.994,47.3983,647.349
k47283,128.764,-70.5822,145.215,49.3195,820.123
k7848,104.583,-48.3306,131.515,18.6516,480.014
k54222,19.9126,5.1458900000000005,45.4492,17.2636,308.946
k31472,84.6388,49.9772,135.295,18.1126,621.337
k55232,112.299,-73.4458,119.452,55.6299,510.296
k13667,142.391,-24.9655,12.6144,44.0496,770.932
k66938,128.947,-38.3908,150.28,54.1704,491.459
k63995,160.94799999999998,-2.43408,177.248,208.396,1375.32
k43506,244.044,-69.7316,166.872,39.8234,969.074
k55845,140.725,-12.284,135.233,15.4844,519.828
k62281,92.2096,-22.6035,1.78237,39.6054,500.327
k38393,127.6,-41.0664,128.53,36.9788,494.714
k1843,16.4,-68.2122,96.5341,43.1144,820.6389999999999
k41551,66.9415,-0.582172,126.562,39.7195,599.987
k47568,137.356,-13.0702,147.116,48.774,676.3439999999999
k31872,218.212,-28.6484,144.08700000000002,46.1669,602.757
k58670,86.8969,-32.0395,147.343,30.5651,553.832
k40266,10.2161,-42.1518,104.521,8.27515,371.108
k56997,33.3403,-301.42,0.0,2.62473,238.529
k26186,99.6391,-16.0288,44.4026,150.279,1176.46
k954,133.224,-3.2753,154.35,80.1966,908.256
k58992,139.039,-3.0379400000000003,165.482,59.9404,754.65
k70401,154.666,-9.69944,184.973,121.238,1163.87
k617,103.847,-72.4055,138.55700000000002,38.3577,650.516
k20152,95.7467,-63.585,142.67700000000002,60.9533,659.8860000000001
k64633,142.638,-29.0087,2.47175,84.1362,486.552
k28381,98.4323,-7.08953,157.144,47.2502,600.996
k64159,57.3847,-41.4941,56.2696,39.9391,350.446
k61599,19.6358,-14.6855,1.77587,58.0287,573.818
k45033,151.684,-29.1595,121.884,45.8384,848.023
k50319,52.6706,49.5891,274.576,55.7852,865.6160000000001
k43295,18.5918,-57.0598,0.24556,79.6859,354.04400000000004
k18207,124.138,-47.2815,144.702,38.6823,712.183
k7788,10.3593,-12.5206,131.349,137.208,1233.42
k45288,89.7708,-37.828,148.842,31.0022,616.693
k20198,22.0368,47.4883,117.654,35.0317,692.304
k46518,134.006,-28.9983,168.72799999999998,108.2,491.687
k57287,91.5488,15.6721,131.273,84.4796,638.817
k37313,87.3124,-16.0602,167.761,61.5335,692.8380000000001
k67844,102.531,-71.6778,149.906,30.1951,592.3919999999999
k31587,133.238,-30.1588,12.7265,103.721,1405.75
k28568,142.688,-94.5716,132.968,49.7647,601.643
k29569,40.8375,-26.5813,238.57,146.88,950.256
k55520,95.1533,11.3561,29.4681,63.3034,841.452
k25103,46.0178,-1.1512,80.8095,110.833,2288.24
k41679,70.932,-43.9997,156.64600000000002,36.1328,681.163
k51109,386.903,-27.7784,183.157,80.6132,744.6669999999999
k65385,69.2071,7.12109,116.663,37.0566,541.2040000000001
k19819,29.3117,-3.35061,66.1029,45.2739,535.132
k19397,110.097,-16.6835,114.091,27.4474,421.812
k25939,72.4145,-24.571,201.701,91.0915,946.355
k65945,59.8089,-66.7548,116.708,26.0602,646.452
k71974,21.5635,-57.4952,37.4402,55.8436,418.378
k25169,98.089,-54.812,101.01,22.7107,487.299
k6167,147.358,-29.1626,5.8861300000000005,37.9576,729.456
k49023,114.11,-77.704,180.666,41.5336,1002.15
k33060,75.8018,-60.4576,119.667,45.757,762.612
k42076,135.94799999999998,-65.5848,172.21099999999998,51.5693,825.035
k37085,85.7627,-15.3431,107.336,39.9724,739.368
k47298,118.283,-33.019,129.535,42.9641,582.019
k25427,19.2548,-57.2328,104.474,100.711,395.64
k58929,133.78799999999998,-15.5679,168.255,58.8733,478.967
k32507,82.9031,-16.9504,48.2187,19.8958,542.881
k53349,3.5835,-7.87845,18.4981,47.5804,543.111
k50964,116.912,-32.8633,4.45979,45.556,800.42
k61507,259.11400000000003,-47.7456,143.874,54.8427,946.791
k9527,128.671,-12.2781,0.315019,44.0868,508.392
k9454,160.918,-59.057,17.3569,82.8595,713.573
k23143,136.085,18.693,65.8445,31.2641,729.846
k26185,1.6671200000000002,-9.80735,5.53329,12.9812,241.804
k37933,103.664,9.53925,75.624,64.9081,765.334
k64903,117.225,-19.0885,109.881,62.5809,783.674
k71376,17.1793,18.38,15.8022,83.9384,1310.31
k60307,71.5361,-84.3506,125.424,19.7507,617.163
k66288,86.5115,3.6277,117.875,80.6557,1380.75
k45411,40.7205,-44.6247,72.4301,52.9319,640.837
k45046,34.0972,-36.0337,101.04,18.4162,543.92
k20719,101.838,-31.1889,114.549,20.6293,431.106
k39161,94.9746,-9.28861,1.44769,46.0808,742.8689999999999
k42251,111.476,-27.8987,58.6193,13.4212,485.41
k10560,101.148,-5.50056,183.552,20.6615,889.13
k17771,12.6965,-41.4925,45.6684,16.3933,321.309
k4409,202.877,-20.5799,173.331,110.523,1300.91
k62553,97.2875,36.4528,131.56799999999998,86.0982,1604.64
k13431,119.492,7.960660000000001,117.123,32.8142,531.788
k42618,162.437,-49.4368,103.061,130.358,649.246
k10772,450.857,-12.2699,275.996,273.215,2766.08
k55474,112.077,-79.7449,68.5279,44.2253,602.867
k60715,173.753,-32.3065,153.512,41.7941,772.238
k62143,42.4584,7.680969999999999,132.028,30.6195,424.61
k44809,72.3068,-21.9135,118.699,24.684,477.951
k60836,108.914,-55.324,181.134,66.0513,813.747
k4392,125.356,-44.262,122.406,48.9767,609.59
k15227,113.732,-48.4913,127.199,52.3119,712.316
k194,369.644,-43.5652,275.85,97.4437,1241.25
k17515,28.4311,-6.04664,109.797,43.8962,696.573
k69657,105.305,24.0888,65.6441,26.2422,721.315
k54741,35.8083,-43.8842,157.683,80.644,970.267
k34979,98.6603,-51.1835,127.149,35.0407,451.347
k8746,129.532,-2.27802,119.226,27.3274,772.138
k27148,160.236,-14.0383,136.571,35.5394,740.8969999999999
k20388,141.529,-14.5175,5.64251,70.9177,934.513
k34258,118.563,-32.5852,134.64700000000002,49.0905,498.894
k47321,104.402,-19.7315,137.04399999999998,34.6487,598.496
k56824,187.732,-36.9436,150.267,67.046,1216.69
k67284,98.2822,-21.799,130.654,40.9007,572.773
k50855,96.5227,-49.2359,76.0901,32.4159,613.264
k30893,43.2846,-32.7237,170.472,63.6988,724.2130000000001
k36364,113.713,-66.8583,172.578,161.784,812.225
k14301,96.427,-4.491169999999999,157.592,89.9889,755.933
k41141,65.6451,-22.9341,70.5483,30.0877,811.091
k17275,277.695,-46.334,144.778,33.2641,923.531
k72946,116.308,-83.1762,51.6346,13.3431,709.789
k4786,144.645,-2.82373,254.83900000000003,111.838,1423.45
k14984,163.889,-37.5923,142.92600000000002,33.8127,648.914
k38014,18.6908,-108.662,0.0,0.0,169.80599999999998
k35293,484.0580000000001,-57.6821,113.389,173.38299999999998,1555.04
k72667,172.17700000000002,-52.9768,82.9321,21.5991,523.739
k56936,214.268,-0.883224,61.3164,56.7633,509.59
k44080,114.017,-0.966036,180.43,101.549,928.892
k65073,151.512,-59.1992,144.436,58.5544,495.684
k60743,56.8558,-3.00031,104.36,151.929,2086.02
k15004,82.2843,-21.5524,129.32399999999998,57.9253,666.961
k1621,58.8146,-14.2446,99.804,29.7432,279.60900000000004
k49456,51.7781,-48.154,11.062,75.027,1201.31
k48473,143.094,-27.0389,91.6923,110.458,759.4780000000001
k64629,123.874,-51.8157,146.674,45.3257,730.727
k22270,19.4054,-68.4933,92.9918,21.6133,346.17
k25434,173.859,-27.6007,12.2632,67.2053,1211.5
k11219,132.702,-15.7011,140.65,42.2,695.9010000000001
k51456,73.9785,-53.6684,34.6916,55.413,509.447
k28920,81.3431,-65.68,79.449,77.5095,747.3910000000001
k67142,142.556,-33.2484,150.53,39.4305,626.222
k21744,228.495,-12.4791,337.16,316.302,1466.18
k50382,96.7452,4.66421,154.881,16.1659,746.618
k39746,73.7933,-40.2036,83.4999,39.2963,652.368
k41628,153.47799999999998,-25.2815,14.701,40.835,528.128
k51701,29.1106,-29.1301,164.644,104.089,449.818
k26714,138.096,-31.9297,175.967,76.8078,535.385
k19945,119.061,-15.2919,30.6324,57.8253,986.458
k61506,148.753,-42.5652,94.3821,68.5239,519.116
k18927,191.018,-59.275,123.664,15.2286,673.2330000000001
k244,102.875,-51.1965,139.099,21.1159,521.835
k55896,45.0269,-3.38159,127.02,59.416,601.021
k30907,28.5478,-32.186,6.733460000000001,59.6879,799.3710000000001
k22788,106.94,-49.0974,115.91,18.5265,595.306
k31985,142.202,-40.4471,161.234,55.8708,667.182
k49385,49.1807,-83.7671,95.7002,39.0271,772.7719999999999
k18845,142.862,-28.7119,62.2447,13.2757,443.669
k24234,446.979,64.5356,193.643,25.5279,743.939
k18312,112.269,-30.3687,131.334,24.9278,550.994
k72451,113.204,-24.7971,131.77100000000002,17.3032,427.943
k29865,144.27100000000002,77.5655,144.986,23.5172,641.408
k11025,79.7693,-8.27633,24.156,106.539,1112.61
k67942,178.544,-36.9864,124.445,72.4103,762.752
k23970,158.408,-74.6704,183.17,63.6708,781.673
k24643,225.655,23.4301,77.8522,315.144,2314.56
k28144,40.3507,-34.6558,150.865,74.8224,1122.68
k45444,76.8637,-27.6452,4.57687,54.7337,539.0880000000001
k22761,169.30700000000002,-47.5186,111.985,13.6065,525.886
k12868,113.383,-19.1992,132.947,47.7958,535.029
k24388,176.706,-12.9893,177.21200000000002,57.5031,913.836
k45390,125.698,-35.501,117.292,65.7383,477.222
k26445,69.8298,-36.4898,209.05900000000003,99.7661,1189.37
k6836,288.143,29.2141,45.8199,32.6817,595.651
k2136,104.76,8.522310000000001,115.875,24.0869,466.729
k2644,96.1676,-70.7556,154.39700000000002,41.6526,670.659
k59500,109.193,16.9533,52.6898,77.1776,1189.87
k54846,78.7967,-74.0419,121.782,87.429,526.031
k56396,176.078,-57.6088,173.145,39.827,874.3439999999999
k34115,119.366,-45.0799,153.077,66.9453,864.99
k3712,89.1853,9.80193,68.6834,42.9885,721.258
k49188,106.367,-8.9487,160.8,62.6024,839.6139999999999
k41742,132.403,-19.541,143.498,60.1072,823.7460000000001
k13593,104.01,-26.8532,99.3653,14.416,543.294
k19320,157.313,-30.028,0.943643,79.8352,622.227
k33075,92.3331,-45.1355,153.756,33.6148,595.127
k43798,50.7888,-58.544,183.951,63.4866,1210.84
k37301,192.858,-7.7077,187.078,63.0735,689.688
k16985,92.354,-41.6518,136.565,54.0773,861.38
k36014,167.782,-47.2915,9.16232,42.6443,783.112
k31093,129.265,-52.5687,17.8993,45.7353,922.996
k29847,134.886,-56.033,1.92281,37.5385,472.818
k14472,154.606,-26.5834,63.088,107.446,1290.5
k49921,26.9949,-1.91798,4.40197,85.6573,1415.26
k31072,142.254,-6.94854,127.584,51.7078,906.759
k31911,54.3632,-38.364,122.583,63.9843,514.294
k54253,347.206,1.18282,185.235,22.2715,556.661
k42060,150.955,-32.9162,180.308,14.5884,568.86
k23547,117.888,-36.8521,131.215,43.9415,702.6410000000001
k63748,132.80200000000002,-42.3805,141.252,28.3976,547.867
k9511,148.813,-45.7446,200.71,100.921,839.118
k66147,110.183,-64.9492,181.328,36.0728,754.3
k55480,71.7376,34.4192,70.8677,11.436,834.393
k37022,19.0465,2.86957,62.8077,41.1505,295.79900000000004
k27152,91.2808,-41.5549,160.401,33.9973,421.101
k30237,548.534,9.39811,7.317019999999999,144.806,947.445
k66809,113.223,-14.8748,2.67889,45.847,636.528
k61376,87.8206,-14.9078,127.617,140.593,685.075
k61143,122.817,-4.315930000000001,23.6706,22.4298,699.046
k62977,-999.0,-999.0,-999.0,-999.0,-999.0
k59434,128.16899999999998,-45.1864,104.716,34.3525,808.4989999999999
k9405,175.36900000000003,-41.1614,158.243,83.3573,997.644
k34337,120.413,-5.7007,122.579,55.9552,970.154
k48261,25.9556,56.3556,113.376,30.2345,437.684
k72723,117.178,-72.143,101.545,45.67,734.15
k52154,35.5933,0.415612,10.5641,71.0075,897.477
k52045,106.745,-46.3958,139.532,24.336,556.5369999999999
k37811,162.778,50.7253,116.756,38.7376,624.202
k30173,103.215,29.1349,139.59,84.4057,635.4209999999999
k42659,133.588,-29.541,181.639,98.4152,1110.12
k11147,104.597,-20.6696,59.6419,83.4394,884.263
k23993,126.092,-46.5452,158.868,44.5718,545.896
k70475,173.878,-296.612,68.6756,22.1673,496.824
k54199,133.535,-65.8105,89.4295,79.5229,513.807
k71998,127.743,-21.4602,116.779,62.413,846.015
k36104,175.31799999999998,-42.5675,191.328,87.8361,1282.14
k23355,140.291,-29.2929,137.025,36.1588,825.7360000000001
k39462,207.76,-6.2969800000000005,117.748,126.04,1517.08
k50558,103.575,-5.812880000000001,115.297,135.46,972.682
k13378,97.6726,10.8309,129.764,37.48,446.122
k43085,118.223,-30.2504,173.71,90.0093,532.28
k793,99.865,-0.504726,141.687,64.6313,759.029
k39221,91.759,-47.4033,138.05700000000002,119.441,721.702
k9116,348.72900000000004,-52.596,148.18200000000002,113.863,1045.3
k51604,108.669,-8.28588,5.2636,142.924,512.226
k36612,108.217,-24.8964,42.1966,90.4817,1021.03
k25272,10.8474,-10.853,82.3946,29.6487,477.767
k10881,19.0152,-14.1866,135.424,48.0209,618.136
k51667,12.7599,-57.5905,55.036,10.9394,370.774
k4795,140.077,-14.9144,148.285,71.7133,698.038
k14985,123.404,-18.813,128.622,52.9833,661.2239999999999
k70606,130.946,0.0226832,125.579,238.981,1407.25
k25019,149.877,-54.1687,113.208,26.5755,537.002
k47423,113.626,-21.9596,170.18200000000002,114.584,861.575
k27330,144.211,-31.6479,149.4,42.4201,645.0409999999999
k3850,135.826,-50.6326,258.29400000000004,191.086,1330.01
k54367,123.759,-19.7561,119.428,64.5066,767.27
k70651,6.79798,-41.0798,207.872,23.9738,695.1339999999999
k50886,75.841,-0.8456520000000001,81.163,14.7927,435.186
k24369,138.917,-9.73266,170.954,71.0573,488.542
k26396,112.537,-61.8223,123.293,21.9441,480.603
k2780,142.547,-29.4615,4.42102,55.9975,545.164
k25995,59.0352,-56.944,198.739,61.0965,457.927
k69882,139.539,-48.6367,3.20531,98.2186,882.2710000000001
k64734,110.167,-43.6563,114.776,57.8934,456.942
k24606,233.438,-24.2635,23.7288,170.673,1248.99
k70700,84.3056,-85.9396,126.853,49.8264,797.064
k14541,106.566,-109.683,122.844,36.6002,637.672
k9814,139.81799999999998,-73.3604,3.46429,174.037,819.8919999999999
k21352,92.9832,52.0833,125.726,12.9288,630.556
k51507,79.8955,3.40249,52.8738,39.535,1099.75
k22981,48.1221,6.61647,42.4029,145.969,1201.76
k49444,91.583,-12.7888,6.41071,71.9088,636.94
k5646,103.148,-23.907,115.89,11.7952,485.251
k1976,134.51,-28.144,123.081,46.9492,607.255
k59990,137.439,-23.6353,38.6029,93.6567,1594.98
k49371,51.5917,0.8667459999999999,30.2387,111.807,671.934
k23111,133.028,-9.46828,118.14,55.8701,838.8560000000001
k66640,147.78,-20.8056,190.076,82.1932,1078.37
k33901,71.9071,2.35912,136.725,36.3816,628.687
k1970,120.531,-24.5805,109.999,35.7454,516.524
k29983,123.676,26.2445,15.0512,556.035,4244.33
k22702,105.939,-28.327,124.29,31.8567,498.898
k32882,125.088,-79.0564,159.59,73.4596,769.163
k11362,268.856,8.182910000000001,69.5633,63.3417,870.1110000000001
k5604,129.461,-23.026,10.1387,86.8175,994.271
k14952,137.627,-61.6596,101.325,30.9921,502.393
k28278,114.236,-33.1995,126.899,26.7629,551.611
k2782,176.24400000000003,-62.2847,79.9912,16.4063,449.716
k37304,83.9898,-46.5397,169.533,35.3415,801.6289999999999
k66150,108.067,-16.8775,118.249,15.6527,458.854
k24509,71.8014,-24.9148,181.504,155.90200000000002,1201.64
k22902,73.6057,-74.9426,123.872,40.1395,563.868
k60841,144.85299999999998,-15.6631,180.437,36.9783,709.268
k49192,143.82399999999998,-30.4139,173.21200000000002,56.4657,736.7760000000001
k49446,129.513,-38.5528,155.408,34.8296,853.47
k1457,338.954,-2.47836,286.581,219.617,1197.53
k11912,29.4137,11.4277,37.7274,40.9159,885.34
k18564,194.612,-31.4114,205.749,22.3037,722.5110000000001
k28151,109.059,-52.8853,123.883,46.844,567.6669999999999
k50921,83.2039,-24.0755,20.2806,21.5188,385.616
k62273,51.9033,2.7751900000000003,62.9663,78.5881,1107.24
k16808,145.905,-10.2858,210.134,50.719,611.6759999999999
k41183,130.588,-44.4995,147.94799999999998,32.3187,537.701
k31452,103.464,-57.4006,127.459,22.8066,631.331
k26017,94.9885,-28.152,118.369,58.7419,659.091
k50969,142.311,-7.31446,137.273,64.4779,578.943
k71705,128.322,-29.8587,30.0257,32.6542,627.913
k1906,115.317,-11.1798,113.469,26.7788,480.487
k58027,116.438,25.6285,64.5817,43.9164,947.919
k61509,143.392,-68.128,107.583,42.8898,624.0980000000001
k17409,127.472,8.66618,74.4294,45.1165,624.7040000000001
k50450,141.454,-19.2979,140.675,75.75,838.1519999999999
k38148,54.747,-41.0177,5.54615,38.8447,472.74
