Key_0_0,pupilDiamMax,P1stFixation,leavingPos,Key_1_3
k1873,0.2479,1,29.0172,3908
k7172,0.1708,1,84.7732,6823
k2046,0.0001,1,37.0203,1137
k542,0.1212,1,66.4624,1314
k32,0.213,1,66.6202,2195
k4531,0.275,1,9.8615,3917
k5565,0.162,1,36.4589,2639
k5494,0.2718,1,146.5776,2390
k2446,0.0921,1,61.565,3086
k2589,0.3132,1,61.565,4213
k5267,0.3143,1,72.7805,3530
k6418,0.043,1,12.7475,3141
k4450,0.1296,0,57.8835,3733
k834,0.4981,1,54.8179,290
k963,-0.0343,0,34.821,211
k5560,0.1091,1,5.2202,4420
k3253,0.0152,1,145.5077,6008
k6286,0.1773,0,217.5988,431
k1281,0.0886,1,54.6717,2514
k1652,0.207,0,45.401,4538
k856,0.1482,1,42.9535,6158
k2360,-0.0563,1,68.4105,6296
k5767,0.1611,1,69.6509,3701
k3962,0.1883,1,4.0311,7588
k4936,0.1282,1,60.0354,2187
k6792,0.1008,1,109.0287,3795
k3926,0.145,1,45.5027,2811
k7149,0.3528,1,52.0216,2970
k7103,0.283,1,72.0295,3534
k3384,0.2163,1,49.4217,4276
k1238,-0.0562,1,77.0276,1395
k3040,0.2986,1,58.2795,306
k4402,0.1824,1,15.8114,3734
k1051,0.1795,1,111.1227,4738
k5903,0.1934,0,215.5006,2419
k1313,0.0524,1,17.9513,3753
k1689,0.0752,0,98.0319,2122
k3722,0.2385,1,75.9951,5293
k7226,0.5365,1,10.9659,46
k4377,0.1319,1,55.4437,1571
k42,0.0837,1,153.1698,3672
k1125,0.1187,1,111.1632,3631
k3620,0.0862,1,48.0104,1271
k5204,0.2303,1,118.5422,2558
k3850,0.2099,0,107.6673,4430
k4593,0.175,1,79.0063,856
k4647,0.0116,1,81.4647,2141
k6761,-0.0453,1,19.0066,4507
k3765,0.1289,0,13.9463,3649
k2428,-0.0039,1,47.6051,3471
k2358,0.3998,1,76.1183,1016
k4397,0.0736,1,2.0616,6721
k6302,0.1499,1,92.3499,6123
k4168,0.1757,1,46.0435,5612
k3010,0.1834,1,67.7661,2202
k6102,0.231,1,61.0942,1172
k4854,0.1455,1,32.0351,4053
k1275,-0.0927,1,23.5478,1307
k214,-0.0068,1,83.0015,2538
k3813,0.1554,0,76.0592,5661
k4924,0.1794,1,70.1142,3518
k4193,-0.0683,1,48.5,458
k358,0.122,1,35.7946,1054
k153,-0.0372,1,26.6317,5602
k6894,0.1518,0,121.2693,1776
k251,0.0298,1,85.0368,4685
k7419,-0.0154,0,34.0147,1128
k4895,0.0818,1,12.5,7377
k1664,0.0968,1,41.0396,4816
k5303,0.0904,0,142.1724,3579
k2279,0.0179,1,136.7708,3138
k4226,0.1068,1,87.317,2684
k5834,0.1989,1,62.859,382
k4796,0.1723,1,36.0555,3427
k938,-0.0208,1,84.0669,5708
k4479,0.2388,1,11.5,7026
k31,0.1104,1,69.7209,2852
k4120,0.0428,1,114.1863,683
k1506,0.17,1,50.0,6863
k4363,0.2508,1,111.6288,1662
k6889,0.128,1,54.2333,7403
k4964,0.5288,1,80.946,918
k5856,0.1617,1,15.1327,7137
k3007,0.1001,0,119.2749,711
k5195,0.2504,1,36.2802,3801
k2044,0.1542,1,2.9155,3151
k3341,0.1196,0,69.916,4298
k3506,0.0996,1,72.8869,4954
k677,0.0017,0,77.9567,4165
k7522,0.5067,1,100.0012,5698
k3966,0.1492,1,70.214,2863
k3977,0.0251,1,31.293,6759
k1642,0.199,1,9.7082,330
k1375,-0.0379,0,117.3882,3533
k5359,0.0997,1,30.9556,6330
k6109,0.0396,1,12.8062,5024
k3958,0.0652,1,9.1241,1229
k2487,-0.0333,1,54.0231,2341
k6599,0.0781,1,57.5348,1215
k2872,0.3797,1,81.5383,3305
k2571,0.077,1,42.11,2589
k1171,0.0135,0,64.0703,1530
k4221,1.9487,0,90.649,3074
k3760,0.0568,1,51.9062,3275
k4400,0.0821,1,76.6975,7120
k989,0.0653,0,82.365,3053
k6787,0.2218,0,82.5121,1492
k1859,-0.0161,0,32.8976,6269
k3568,0.1186,1,27.1017,2356
k7541,0.5427,1,54.8931,2659
k2485,0.0407,1,65.025,7454
k916,0.539,1,43.177,1857
k7105,-0.0776,1,37.2156,2853
k5242,0.0941,1,30.6105,4802
k1639,0.0819,0,8.6313,6622
k6117,0.1165,1,20.8147,4344
k1568,0.0524,0,51.12,1230
k4731,0.1945,1,80.5373,4449
k887,0.0095,1,58.8218,1289
k4556,0.0095,1,86.2279,139
k5944,0.037,1,20.2299,3968
k4781,0.037,1,9.6177,5799
k1835,0.039,1,92.6634,1759
k7418,0.145,1,156.289,3341
k3346,0.1965,1,81.0015,2796
k4862,0.34,1,13.5,6716
k1880,0.17,1,177.5451,3157
k2452,0.1975,1,94.5,7291
k7193,0.1975,0,62.8908,3023
k1058,0.123,0,10.5475,2648
k2680,0.1695,1,106.7052,4227
k7531,0.125,0,16.9189,2176
k5037,0.1025,1,21.8002,2389
k6943,0.1025,1,68.2367,925
k395,0.1025,1,43.0465,7163
k4794,0.073,1,33.4701,818
k5292,0.074,1,54.6855,440
k636,0.092,1,107.557,2124
k5376,0.168,1,20.0998,3135
k3779,0.158,1,39.5127,6041
k2554,0.203,1,125.1958,6162
k12,0.203,1,140.2284,605
k5013,0.203,1,116.0097,4301
k5928,0.1995,1,103.8809,6578
k3747,0.0765,1,67.9724,3297
k4011,0.0585,1,10.0623,7116
k5402,0.1305,1,41.1096,4899
k45,-0.0045,1,97.5115,6914
k2977,0.038,1,30.6023,3532
k7233,0.055,1,33.2039,3886
k2663,0.055,1,224.0022,5859
k3444,0.053,1,19.5064,3786
k2355,0.053,1,46.0109,3791
k3214,0.053,1,76.0953,4069
k5216,0.053,1,29.6522,5655
k2500,0.2915,1,101.1496,332
k660,0.1665,1,78.6289,3256
k3809,0.088,1,88.0909,7103
k4897,0.1705,1,62.139,1127
k5453,0.235,1,95.1893,6805
k2348,0.236,1,86.6747,6273
k5318,0.236,1,129.5782,7339
k1331,0.236,1,115.5865,773
k6826,0.1485,1,23.1138,1543
k6770,0.0895,1,96.5013,6834
k2154,0.147,0,72.2011,5341
k4741,0.147,1,131.8048,7111
k3582,0.147,1,81.6364,6232
k4118,0.2875,0,37.0304,1744
k5152,0.0635,1,117.72,1452
k7579,0.0635,1,33.5336,2198
k7295,0.0635,1,102.8129,5472
k6214,0.0635,1,32.0663,1696
k3279,0.0745,1,121.1487,280
k2012,0.0745,1,13.1244,5916
k1522,0.0915,1,94.4788,5209
k7260,0.132,1,97.5141,7364
k719,0.075,1,94.8538,6966
k7456,0.1215,0,168.6668,2106
k3333,0.1215,0,27.8792,5925
k2231,0.1215,0,6.5192,7179
k1570,-0.0265,1,88.5692,2877
k3482,0.0265,1,13.4629,1514
k5154,-0.013,0,186.0168,6239
k1552,-0.055,0,60.531,5183
k5947,-0.055,0,42.003,6075
k4815,-0.0305,0,63.5079,5104
k5300,0.002,1,10.7355,2615
k5606,0.002,1,78.9003,4659
k775,0.149,0,61.4593,6688
k5551,0.225,1,56.5442,3592
k4920,-0.051,1,95.0,67
k1002,-0.0065,1,83.0738,7057
k4944,-0.0065,1,65.5515,535
k3477,-0.0065,1,79.4119,5260
k7161,-0.0065,1,60.9631,5713
k7224,-0.0335,1,3.0414,824
k4563,0.004,1,112.5178,1325
k3600,0.0115,1,8.0623,114
k5454,0.126,1,67.1509,239
k2093,0.126,1,80.025,3735
k5187,0.2004,1,27.0185,4536
k5211,0.2394,0,79.6304,145
k7478,0.2839,1,171.8284,4013
k6610,0.2839,1,112.1037,3251
k2993,0.3074,1,80.3275,150
k2406,0.5104,1,116.6898,523
k607,0.5104,1,2.9155,3066
k1601,0.5104,1,35.5141,2638
k1163,0.0214,1,55.9017,759
k1333,0.0639,1,79.0142,3219
k853,0.2524,1,67.8325,7280
k4662,0.2539,1,60.1851,298
k2579,0.2539,1,45.8394,5838
k3797,0.2169,1,67.0914,20
k3807,0.3719,0,191.3165,668
k1430,0.3719,0,26.5754,226
k7197,0.0759,1,54.6443,6390
k524,0.1644,1,48.5644,2065
k1124,0.1744,1,35.3553,6844
k601,0.1744,1,121.4928,599
k4107,0.1459,1,76.5849,3043
k3815,0.1994,1,46.2871,4050
k6848,0.2389,1,83.0241,351
k6729,0.2759,1,76.1183,6581
k3491,0.2759,1,71.0862,2047
k5121,0.2759,1,52.4619,5941
k5139,0.1599,1,42.8077,4418
k5046,0.1014,0,127.5627,1079
k2782,0.0429,0,67.1193,5964
k2168,0.0444,0,17.6139,6854
k401,0.0719,0,148.6371,5398
k7442,0.1059,1,41.9076,5633
k4146,-0.0646,1,77.2739,6229
k7007,-0.0006,1,34.1248,296
k6088,0.0114,1,46.3276,2749
k6062,0.0129,1,97.9145,5255
k6710,0.0129,1,83.8824,7180
k1212,0.0604,1,106.9685,2200
k1029,0.0539,1,132.5943,2143
k2199,0.1144,1,25.5,4517
k1252,0.1334,1,10.198,7586
k3953,0.1769,1,114.1578,718
k480,0.2314,1,85.7555,2051
k6101,0.4939,1,40.7462,5962
k2471,0.1139,1,74.9283,1691
k2070,0.1169,1,72.0295,2396
k4286,0.0829,1,87.9119,5388
k4849,0.0829,1,128.501,4393
k2282,0.0949,1,11.8533,5376
k1187,0.0949,1,90.0888,2027
k7407,0.0949,1,11.6726,7536
k3412,0.0949,0,33.6786,6023
k5215,0.0139,0,90.8983,113
k7018,-0.0176,0,48.4381,6433
k5054,-0.0176,0,19.105,7549
k5692,-0.0176,1,114.3951,6799
k4016,-0.0176,1,145.3109,1297
k6433,0.0089,1,114.7966,230
k6605,0.0089,1,43.1567,5813
k5064,0.0634,0,33.3242,3307
k7331,0.0634,0,48.5026,6893
k675,0.0634,1,46.2709,5438
k3550,0.0634,1,44.1163,2216
k5062,0.0859,0,36.5855,4382
k3872,0.2373,1,178.0913,5857
k4957,0.2373,1,11.8849,4649
k3146,0.2373,1,65.2936,6046
k338,0.2943,1,53.1836,7358
k217,0.2943,1,59.0021,875
k7052,0.2978,1,66.1532,5968
k3676,0.0868,1,61.5995,3929
k4891,0.0868,1,99.9612,122
k3324,0.0868,1,27.7218,5758
k1504,0.0868,1,83.0136,5835
k6812,0.0868,1,24.1506,4864
k1235,0.2168,1,86.8058,5986
k6968,0.0283,1,49.0026,6659
k3564,0.1968,1,48.9923,2622
k6773,0.1968,1,84.7894,1636
k5232,0.1968,0,65.7761,5061
k1640,0.0053,1,43.7321,3878
k937,0.0823,1,136.5476,2834
k6362,0.0688,1,84.6478,281
k5735,0.0023,1,62.55,4198
k3945,0.2128,1,102.511,3952
k611,0.1523,1,99.5038,6701
k1151,0.1333,1,65.4847,528
k5693,0.1543,1,83.5015,2103
k5179,0.1543,1,56.943,107
k246,0.0328,1,16.5605,5156
k2020,0.0073,1,36.1836,5510
k1047,0.0063,1,67.1751,5218
k71,0.0088,1,164.6489,6264
k6557,0.1383,1,80.1265,426
k5217,0.0943,1,96.8401,5106
k6229,0.0608,0,71.1003,6642
k6694,-0.0092,1,87.023,3106
k2089,0.0078,1,141.5495,2345
k5862,0.1318,1,65.797,66
k243,0.1318,1,78.5016,6876
k7104,0.1268,1,106.8,3
k1480,0.1268,1,10.5119,2844
k4740,0.1243,1,95.0815,2180
k3458,0.1243,1,21.3776,7081
k5804,0.1968,1,107.5512,1829
k5038,0.1968,1,69.7603,1942
k7005,0.1303,1,98.2866,4269
k3678,0.0853,1,96.7187,3749
k5356,0.0853,1,68.4288,6409
k2740,0.0853,1,23.6008,5164
k4089,0.1138,1,81.6532,542
k5260,0.1138,1,101.6132,7599
k1507,0.1538,1,126.0248,2770
k5617,0.0168,1,24.8646,5958
k1911,0.1978,0,36.8409,6268
k1221,0.2068,1,51.3931,5622
k4669,0.1258,1,11.7154,4691
k5218,0.1378,1,14.5086,1765
k3359,0.1378,1,30.8058,3813
k1961,0.1378,1,18.7417,7171
k1690,0.0608,1,17.1026,776
k47,0.0738,1,62.7415,7387
k2330,0.0721,1,133.9039,5605
k99,0.0891,1,61.9879,4206
k3015,0.0601,1,118.5675,2134
k2546,0.0601,1,19.0919,442
k1298,0.0571,1,40.7063,6787
k6456,0.1611,1,78.6018,3849
k3095,0.1611,1,69.6509,6499
k1161,0.1611,1,59.6825,2119
k4549,0.0781,1,80.5062,5349
k1001,-0.0544,1,81.5552,1980
k6415,-0.0544,1,47.3128,462
k701,0.0191,0,93.0054,6324
k1027,0.0821,1,102.3291,4710
k2963,0.0821,0,14.1421,2782
k5993,0.0971,0,8.86,6556
k3583,0.0971,0,4.6098,7576
k5073,0.0971,1,114.2716,5083
k4177,0.0971,1,92.3472,4907
k1778,0.0971,1,75.5993,656
k5727,0.0801,0,24.8244,2367
k782,0.0791,1,39.9061,2926
k7509,0.0791,1,67.6498,2828
k1470,0.0791,1,107.5419,1632
k3499,0.0791,1,69.694,7508
k5549,0.0581,1,38.5032,175
k5937,0.0581,1,99.0808,1795
k5723,0.1326,1,12.8062,4469
k6756,0.1326,1,125.025,2980
k6326,0.1431,1,120.1759,2139
k6538,0.1466,1,43.203,6697
k7558,0.0466,1,69.5881,2048
k2493,0.2246,1,87.6926,5981
k5599,0.2246,1,52.5405,1050
k1167,0.0771,0,5.2202,5210
k1939,0.0751,0,51.6188,5314
k2206,0.0751,0,39.538,2030
k2805,0.0751,0,36.4005,3995
k1557,0.0611,0,4.6098,5170
k97,0.0696,0,106.5751,3875
k5384,0.0696,0,78.5064,5034
k2847,-0.0154,0,27.5363,1067
k6657,-0.0154,1,38.2655,530
k7376,-0.0154,1,85.279,6507
k2455,0.0271,1,121.1033,5016
k291,0.0271,1,81.3019,850
k6769,0.0271,1,156.6796,6013
k7297,-0.0104,1,113.5275,4102
k6405,0.0316,1,27.8927,297
k2907,0.0316,0,40.6602,77
k4833,0.0361,1,209.1937,974
k668,0.0361,1,67.2681,2534
k5138,0.0361,1,118.0011,5098
k482,0.0436,1,18.8215,5338
k6965,0.0756,1,71.507,4396
k7605,0.0756,0,96.3756,4986
k210,0.0486,1,88.285,2437
k7120,0.0626,0,25.5,5889
k6314,0.0626,0,99.6092,7297
k588,0.0626,0,152.5008,6545
k7409,0.0301,1,43.3647,4223
k4600,0.1296,1,94.0479,4711
k4319,0.1296,1,7.9057,180
k6166,0.0756,1,65.2763,2377
k1696,0.0756,1,83.0376,5184
k4656,0.1351,0,85.0059,1296
k2572,0.0856,0,76.0953,5606
k4886,0.1396,0,77.682,6932
k7225,0.1396,1,46.4866,3090
k2313,0.1396,1,10.7355,6601
k612,0.1396,1,19.78,6035
k5251,0.0996,1,91.9307,4
k7214,0.1566,1,63.3877,3606
k1875,0.1566,1,38.5811,5790
k5613,0.1566,1,77.0016,518
k5243,0.0681,1,71.3863,948
k5775,0.0681,0,31.0,4663
k1165,0.0616,1,105.5426,4894
k3691,0.1211,1,108.8508,3433
k5977,0.1796,1,15.0748,152
k6545,0.1796,1,78.4251,1755
k1720,-0.0269,1,63.0734,2524
k2600,0.0941,1,12.5897,5754
k2141,0.0986,0,35.4189,1916
k2940,0.1296,1,59.2115,5581
k74,0.1296,1,72.6722,0
k4760,0.1881,1,58.5342,7410
k5090,0.0966,1,97.1288,1498
k1710,0.0611,1,111.325,7066
k1824,0.1771,1,121.0372,567
k3669,0.1441,1,101.0606,1940
k5299,0.0374,1,29.1204,1085
k5434,0.0634,1,73.2888,2575
k4842,0.0879,1,24.3977,6514
k425,0.1039,1,70.9454,1354
k4493,0.1244,1,84.6197,1994
k5844,0.1339,1,72.0035,499
k7347,0.1294,1,32.249,5487
k6602,0.1469,1,51.4198,5519
k1879,0.1469,1,68.9366,5350
k2531,0.1469,1,79.7653,6457
k559,0.1469,1,51.0612,696
k2931,0.1054,1,73.5697,6425
k3887,0.1054,1,80.9089,450
k3741,0.0929,1,73.9341,436
k5865,0.0124,1,86.2844,4930
k5081,0.0124,1,94.0811,1849
k1747,-0.0191,1,48.283,5277
k4342,0.0124,1,80.5621,356
k2381,0.0194,1,51.7929,6594
k6998,0.1294,1,75.1482,7374
k6,0.1294,1,66.7027,6061
k7559,0.1529,0,55.644,5485
k7134,0.1529,1,127.548,6615
k1576,0.1529,1,63.0317,7439
k2639,0.1529,1,44.4185,2565
k3184,0.0924,1,142.1979,7375
k1380,0.0704,0,53.9282,3030
k4644,0.0494,0,114.6843,5575
k3003,0.0819,1,80.6226,3142
k6849,0.0819,0,131.8797,1438
k1789,0.0954,1,94.2404,2567
k631,-0.0171,1,37.1652,6709
k3069,0.0039,1,78.1601,5454
k6482,0.1394,1,42.7931,7542
k4652,0.1394,1,78.5016,4702
k1017,0.1394,1,66.7533,5191
k5722,0.1339,1,6.1847,133
k4722,0.1764,1,68.0074,6115
k966,0.0954,1,35.4683,2985
k6290,0.0954,1,133.515,7594
k4170,0.0309,1,85.6519,3302
k1804,0.0209,1,68.6477,3484
k4211,0.0529,1,100.6007,2509
k5620,0.1934,1,60.1041,2750
k5518,0.2094,1,55.1453,6837
k2704,0.2094,1,53.5584,6542
k889,0.2094,1,45.0472,4686
k5628,0.2049,1,6.0208,495
k7087,0.1449,1,71.9253,4520
k6531,0.0869,1,39.6989,7073
k617,0.0869,0,16.7108,5996
k606,0.0989,1,47.2969,821
k4335,0.0084,0,155.7321,6205
k1602,0.0084,0,101.9436,3339
k2458,0.1174,1,84.5059,908
k1687,0.1174,1,31.0161,6693
k5385,0.0954,1,163.5191,5360
k3569,0.0784,0,110.8264,1509
k281,0.0989,0,41.9672,4178
k6669,0.0194,1,30.6961,6987
k5177,0.1274,0,109.6141,6528
k1446,0.0329,1,93.5361,3884
k6798,0.0329,1,102.0049,203
k2401,0.0329,1,41.0396,3365
k2580,0.0329,1,18.7216,941
k3009,0.0229,1,162.3399,2608
k3180,0.1294,1,161.868,5531
k396,0.1294,1,71.0862,4173
k6755,0.0229,1,53.033,622
k5550,0.1254,0,149.4021,7016
k7582,0.1254,0,145.0009,549
k6521,0.1189,1,32.249,2730
k6574,0.1189,1,97.0387,410
k2895,0.0984,1,49.6236,3965
k6160,0.0984,1,55.0023,4801
k2997,0.0984,1,69.3758,2164
k1780,0.1359,1,63.002,6396
k3927,0.1359,1,77.0146,5787
k947,0.1709,0,30.3356,525
k6665,0.2389,1,86.5592,7531
k2344,0.2389,0,13.7295,4741
k2648,0.0624,1,56.7208,3396
k7074,0.1024,1,97.6281,2860
k1788,0.1034,1,151.5726,547
k410,0.1034,1,43.6835,2490
k1974,0.1484,1,56.8793,4647
k3817,0.1224,1,60.7166,606
k5564,0.1224,1,251.739,6544
k1133,-0.0086,1,52.5024,157
k876,-0.0086,1,48.5644,3682
k1888,-0.0216,1,100.211,5022
k3104,-0.0556,1,86.209,82
k5720,-0.0376,0,155.7321,723
k1585,-0.0376,1,127.2517,6191
k5327,0.0079,1,30.0042,6178
k3740,0.0079,1,157.0127,7100
k5572,0.0079,1,13.2004,4981
k4156,0.1819,1,28.2179,1745
k1213,0.0288,1,82.4621,6442
k4996,0.0768,1,14.5774,5244
k4321,0.1258,1,64.5,4746
k6357,0.1258,1,68.1561,3694
k6577,0.1398,1,60.731,6064
k4362,0.1883,1,61.8971,1546
k6578,0.3158,0,95.2733,6908
k1231,0.2553,1,34.6771,6602
k6705,0.2948,0,60.102,4531
k6708,0.2948,1,16.3783,4309
k2838,0.2948,0,128.3793,3082
k4345,0.3803,1,59.7097,3538
k7468,0.2533,0,42.4529,2098
k3581,0.2768,0,58.0517,3319
k5984,0.2768,0,18.2003,5396
k349,0.0838,1,71.7948,6887
k276,0.2163,0,113.9397,4731
k3963,0.2638,1,25.2834,1927
k7076,0.3843,1,65.3242,1123
k661,0.3843,1,56.5685,2496
k5255,0.3533,1,69.5647,1733
k2349,0.4623,1,19.1442,4315
k116,0.0223,1,81.4325,6673
k6921,0.0088,0,6.5765,1611
k4979,0.0383,1,124.6154,2489
k6751,-0.0422,1,69.464,1748
k1512,-0.0442,1,59.6699,4407
k6058,-0.0602,1,53.4462,2909
k5982,0.1803,1,63.8847,2849
k5394,0.1803,1,97.7816,6796
k3585,0.1803,1,46.6154,5041
k5927,0.1208,1,41.9672,3519
k4729,0.1208,1,80.0391,1772
k3072,0.6678,1,16.3783,5795
k5792,-0.0577,1,90.2497,1337
k2253,-0.0512,1,105.245,7313
k1012,-0.0112,0,65.1153,7553
k1806,0.0083,1,72.2305,396
k2474,0.0083,0,64.4457,6940
k441,0.0363,0,114.7454,4143
k6527,0.0438,0,37.8583,2841
k430,0.0438,0,60.0354,6795
k283,0.1238,1,61.3555,841
k1394,0.0418,1,54.3438,677
k3885,0.0418,1,16.0,3292
k239,0.0418,1,38.5876,564
k1237,0.0202,1,63.2851,3864
k1954,0.2087,1,33.7231,5546
k4962,0.1127,1,96.5117,3845
k464,0.1217,1,131.4544,6005
k4630,0.0487,1,80.0562,4287
k6973,0.0487,1,87.3756,4296
k1967,0.0487,1,32.0156,7332
k2971,0.0487,0,59.7181,7184
k2061,0.0407,1,161.5193,4015
k102,0.1167,0,57.7256,7446
k363,0.1167,0,101.3521,2426
k6897,0.1232,1,88.7088,7468
k5830,0.2992,1,63.0714,1353
k5702,0.2202,0,87.2812,1283
k7506,0.1372,0,42.2641,5102
k1558,0.0447,0,16.8077,55
k5788,0.2352,0,113.2751,2381
k5104,0.2352,0,141.4258,3820
k5660,0.2352,0,44.1022,4594
k1755,0.2352,0,72.9332,2936
k5891,0.1837,0,79.9156,2014
k4376,0.0657,1,100.4801,383
k2512,0.0727,0,113.8178,781
k275,0.0727,1,43.0116,515
k4874,0.0727,1,45.8394,3298
k3193,0.0727,1,54.8293,4279
k7164,0.0837,1,50.589,4196
k5367,0.0837,1,89.1572,1351
k7246,0.0837,0,151.0008,6973
k2731,0.0272,0,100.0012,3426
k2460,0.0272,0,15.5242,4210
k6467,0.0272,1,77.579,6771
k6886,0.0462,0,69.5,1685
k1483,0.0767,1,46.1573,6715
k2973,0.0767,1,54.722,6849
k2939,0.0632,0,24.1661,3824
k1693,0.0542,0,69.916,4100
k2840,0.0542,0,42.638,1821
k4701,0.0807,0,54.5023,3180
k6598,0.0957,0,24.965,5618
k2352,0.0957,0,57.1948,5999
k2640,0.1267,1,59.7181,1641
k3147,0.1267,0,21.095,939
k3957,0.1267,0,76.6877,292
k1928,-0.0208,0,49.3407,1032
k3148,0.0217,0,111.6109,85
k7383,0.0527,0,50.1224,433
k479,0.1567,0,79.511,6856
k3306,0.1567,1,117.517,1850
k6162,0.0007,1,67.4036,5511
k3848,0.0187,1,71.395,1238
k841,0.0187,1,43.4425,1673
k5896,0.0187,1,88.0568,695
k3151,0.0372,1,76.6437,4975
k27,0.0372,0,79.0728,2992
k4000,0.0292,0,29.6015,3950
k3316,0.0292,0,42.0595,6077
k7047,0.0467,0,39.702,4956
k4527,0.0467,1,134.1576,2424
k7535,0.0362,0,25.7002,1004
k6284,-0.0098,0,217.9186,199
k378,-0.0098,0,86.2279,1461
k5636,0.0262,1,92.0272,6953
k827,0.0262,0,69.3181,263
k6046,0.0387,0,58.228,2017
k868,0.1037,1,61.0921,4493
k7173,0.1802,1,56.4469,3064
k2322,0.2512,1,65.8426,7414
k7465,0.1837,1,81.0247,836
k1374,0.2322,1,134.8008,3724
k7155,0.2327,0,99.4082,4329
k2060,0.2327,0,61.131,6590
k5836,0.2327,0,87.6156,4190
k6493,0.2327,0,66.7271,6262
k4607,0.1352,1,91.7347,4073
k5885,0.1002,0,182.9986,6738
k6223,0.0912,0,91.0124,2207
k2256,0.1332,0,101.5972,5821
k4434,0.1332,0,55.6529,142
k5353,0.0431,1,21.4767,660
k710,0.0431,1,64.9173,388
k2756,0.0666,1,45.9157,2054
k2714,0.1476,1,33.2415,1601
k2692,0.1921,1,39.6232,5058
k5509,0.1921,1,23.6907,221
k1158,0.0916,0,49.5631,7263
k6697,0.0161,1,32.9848,4770
k6595,0.0141,1,60.1519,4411
k5959,0.0141,1,12.3794,6303
k2479,0.0141,1,15.2069,6991
k3140,0.0886,1,63.8063,4380
k940,0.0886,0,51.2104,1987
k3805,0.1251,1,242.6319,4612
k1604,0.1251,0,86.3713,3036
k6142,0.1251,0,95.5641,2220
k4271,0.1681,1,12.2984,7593
k1707,0.1681,0,58.2344,911
k6882,0.1681,1,60.075,1098
k3099,0.1681,0,71.5,24
k7534,0.1681,1,16.225,1358
k3528,0.2366,1,23.9426,763
k6775,0.2366,1,35.7946,2901
k5449,0.2366,1,160.9534,848
k2943,0.2366,1,56.7186,5201
k1211,0.2031,0,156.205,7496
k2719,0.1171,0,152.9485,1309
k1629,0.1571,1,30.4138,4704
k1079,0.1601,1,39.4271,2397
k840,0.0001,1,51.3249,4032
k6683,0.0606,1,6.5192,6107
k3681,0.0686,1,64.0176,531
k795,0.0686,0,67.6794,1467
k5715,0.1356,1,92.3864,2284
k322,0.1556,1,63.4054,2233
k3136,0.1926,1,57.5022,930
k6144,0.1926,1,67.4185,2238
k411,0.1926,1,56.8595,5120
k3871,0.1926,1,87.5014,1058
k4317,0.1211,0,62.155,3283
k3275,0.1411,1,82.7421,3494
k1575,0.1411,1,61.3942,1630
k2597,0.0791,1,31.1207,1572
k1464,0.0716,1,29.7069,6672
k5987,0.1426,1,38.9423,4250
k7459,0.1426,1,87.4757,5726
k460,0.2206,0,74.049,7495
k2432,0.2206,0,5.0,5476
k2396,-0.0139,0,113.3192,633
k2752,0.1556,1,79.6053,880
k3959,0.1556,1,49.0153,5869
k5112,0.2496,1,86.764,3840
k6469,0.2496,1,62.7873,348
k4496,0.2496,1,85.4283,6620
k6436,0.2286,1,44.5112,5118
k7253,0.0176,1,68.8077,3689
k7374,0.0376,1,76.4232,5978
k1292,0.1176,1,125.5637,2097
k7317,0.1176,1,67.1956,2934
k1122,0.1176,1,89.6172,5500
k6430,-0.0429,1,59.7181,5881
k749,0.0716,1,59.203,6579
k1630,0.0716,1,43.2695,6207
k2999,0.0716,1,47.6681,45
k20,0.1031,1,56.8001,1484
k3198,0.0741,1,60.6012,7512
k4267,0.1491,1,35.609,6467
k6759,0.1491,1,68.9529,2433
k4589,-0.0019,1,53.1154,4725
k5224,0.2751,1,49.328,2413
k4732,0.1021,1,100.7286,5643
k1712,0.0886,1,94.2603,765
k6010,0.1171,0,73.5136,4172
k101,0.0946,1,128.7245,7393
k2369,0.1371,1,82.453,4541
k5448,0.1371,1,72.8097,3037
k7600,0.1371,1,61.1739,3992
k380,0.2636,1,104.1981,7420
k3960,0.2636,0,71.2215,1757
k1554,0.1986,1,88.5508,2447
k1131,0.0546,0,77.1006,704
k4660,0.0766,1,81.7435,1720
k1326,0.0766,1,81.7267,6719
k5392,0.1871,1,41.7433,4555
k2539,0.1829,1,175.6844,1535
k5657,0.1829,1,13.0384,6171
k7255,0.1829,1,48.8697,5599
k3744,0.4183,1,66.8001,4590
k4735,0.4183,1,57.0022,6219
k3755,0.1048,1,88.7722,3407
k3922,0.1618,1,64.6239,1317
k696,0.1618,1,85.6344,1553
k5207,0.1618,1,68.884,694
k5919,0.2758,1,101.5308,2591
k6658,0.2718,1,61.1003,3134
k8,0.2718,1,114.3788,206
k6232,0.2718,1,90.5,3583
k3899,0.1023,1,180.3032,6623
k4264,0.2379,0,70.6435,1559
k6466,0.1484,0,98.7244,3414
k6923,0.2743,1,39.2747,2947
k4764,0.2743,1,78.0897,5785
k1061,0.2743,1,100.449,2652
k7218,0.1109,1,48.3865,5215
k5554,0.0053,1,72.6395,6663
k1177,0.0053,1,21.5,361
k2420,0.0259,1,67.1063,166
k6313,0.0259,1,75.5844,7229
k6739,0.1628,1,84.8779,3883
k2884,0.1729,1,63.3246,6522
k3894,0.1729,0,36.5034,7474
k7415,0.1729,1,79.939,3939
k5461,0.1729,1,65.3491,4348
k2423,0.0949,0,36.6674,820
k944,0.1308,0,14.5774,6897
