Key_0_0,totalFixDur,prevFixDur,nextFixDur,Key_1_1
k7197,298.0,0.0,139.0,k5068
k524,139.0,159.0,99.0,k1821
k1124,99.0,139.0,378.0,k2357
k601,378.0,99.0,179.0,k5670
k4107,119.0,179.0,139.0,k5135
k3815,179.0,358.0,159.0,k6460
k6848,159.0,179.0,99.0,k5230
k6729,99.0,159.0,99.0,k4749
k3491,99.0,99.0,99.0,k7352
k5121,99.0,99.0,139.0,k3840
k5139,219.0,99.0,139.0,k2845
k5046,179.0,139.0,119.0,k3865
k2782,119.0,179.0,258.0,k123
k2168,258.0,119.0,119.0,k6059
k401,218.0,258.0,278.0,k1352
k7442,278.0,358.0,159.0,k5265
k4146,179.0,0.0,219.0,k1694
k7007,219.0,179.0,239.0,k3034
k6088,239.0,219.0,199.0,k6318
k6062,199.0,239.0,258.0,k7307
k6710,258.0,199.0,159.0,k2036
k1212,338.0,179.0,159.0,k2129
k1029,278.0,338.0,358.0,k152
k2199,358.0,119.0,99.0,k4468
k1252,99.0,358.0,378.0,k41
k3953,378.0,99.0,258.0,k7555
k480,258.0,378.0,199.0,k3557
k6101,80.0,378.0,199.0,k4555
k2471,258.0,99.0,298.0,k1098
k2070,199.0,159.0,179.0,k7323
k4286,179.0,199.0,139.0,k4645
k4849,139.0,179.0,219.0,k5889
k2282,159.0,179.0,239.0,k3336
k1187,239.0,159.0,99.0,k204
k7407,99.0,239.0,159.0,k633
k3412,159.0,99.0,179.0,k133
k5215,179.0,159.0,179.0,k2539
k7018,179.0,179.0,179.0,k212
k5054,179.0,179.0,99.0,k354
k5692,219.0,179.0,139.0,k3026
k4016,139.0,219.0,159.0,k441
k6433,159.0,139.0,378.0,k7153
k6605,378.0,159.0,80.0,k119
k5064,219.0,99.0,219.0,k2986
k7331,219.0,99.0,179.0,k560
k675,219.0,159.0,179.0,k5036
k3550,239.0,199.0,139.0,k4512
k5062,437.0,99.0,179.0,k6287
k3872,298.0,179.0,239.0,k7376
k4957,239.0,119.0,239.0,k6522
k3146,239.0,239.0,179.0,k6934
k338,99.0,80.0,99.0,k6217
k217,99.0,99.0,219.0,k2425
k7052,219.0,99.0,199.0,k2116
k3676,119.0,0.0,159.0,k7438
k4891,159.0,119.0,139.0,k1243
k3324,139.0,159.0,139.0,k7308
k1504,139.0,139.0,318.0,k114
k6812,318.0,139.0,139.0,k4241
k1235,219.0,298.0,298.0,k6470
k6968,298.0,219.0,99.0,k3831
k3564,99.0,159.0,258.0,k76
k6773,397.0,298.0,298.0,k2869
k5232,99.0,139.0,219.0,k1340
k1640,99.0,0.0,219.0,k5021
k937,159.0,0.0,219.0,k2245
k6362,298.0,139.0,656.0,k5794
k5735,656.0,298.0,159.0,k4615
k3945,358.0,0.0,219.0,k3879
k611,278.0,139.0,656.0,k7501
k1151,298.0,298.0,159.0,k3213
k5693,219.0,298.0,119.0,k940
k5179,119.0,219.0,119.0,k461
k246,179.0,139.0,219.0,k1714
k2020,219.0,179.0,239.0,k3093
k1047,239.0,219.0,99.0,k786
k71,99.0,239.0,258.0,k4385
k6557,298.0,99.0,298.0,k7139
k5217,239.0,179.0,139.0,k2288
k6229,298.0,139.0,199.0,k3394
k6694,159.0,179.0,239.0,k6376
k2089,219.0,219.0,99.0,k4115
k5862,139.0,616.0,179.0,k5516
k243,179.0,179.0,139.0,k7207
k7104,139.0,179.0,139.0,k5523
k1480,139.0,139.0,99.0,k4998
k4740,99.0,0.0,99.0,k5376
k3458,99.0,99.0,238.0,k3190
k5804,258.0,179.0,139.0,k2590
k5038,159.0,139.0,139.0,k232
k7005,219.0,139.0,139.0,k7496
k3678,259.0,100.0,159.0,k5252
k5356,159.0,259.0,219.0,k5409
k2740,179.0,219.0,139.0,k680
k4089,139.0,119.0,139.0,k3200
k5260,139.0,139.0,139.0,k7259
k1507,199.0,199.0,378.0,k5214
k5617,378.0,199.0,80.0,k6168
k1911,298.0,179.0,219.0,k1835
k1221,199.0,100.0,239.0,k1729
k4669,239.0,199.0,99.0,k5796
k5218,99.0,239.0,298.0,k5364
k3359,298.0,99.0,179.0,k725
k1961,179.0,298.0,139.0,k971
k1690,99.0,139.0,258.0,k2021
k47,258.0,99.0,199.0,k7074
k2330,139.0,0.0,258.0,k7025
k99,258.0,139.0,199.0,k1540
k3015,318.0,179.0,179.0,k5885
k2546,179.0,159.0,199.0,k5359
k1298,199.0,179.0,99.0,k6717
k6456,298.0,258.0,258.0,k118
k3095,258.0,298.0,179.0,k7382
k1161,179.0,258.0,179.0,k4590
k4549,139.0,80.0,99.0,k156
k1001,99.0,139.0,338.0,k1787
k6415,338.0,179.0,99.0,k7493
k701,258.0,338.0,179.0,k4439
k1027,278.0,258.0,258.0,k7073
k2963,99.0,139.0,199.0,k25
k5993,219.0,139.0,159.0,k3724
k3583,159.0,219.0,278.0,k1554
k5073,278.0,258.0,258.0,k2505
k4177,179.0,298.0,179.0,k474
k1778,179.0,258.0,179.0,k3970
k5727,179.0,179.0,139.0,k4625
k782,159.0,0.0,139.0,k1190
k7509,139.0,159.0,80.0,k4
k1470,80.0,0.0,139.0,k4489
k3499,179.0,80.0,298.0,k356
k5549,298.0,179.0,199.0,k4927
k5937,199.0,298.0,298.0,k2721
k5723,298.0,199.0,338.0,k2980
k6756,477.0,298.0,199.0,k1129
k6326,199.0,139.0,139.0,k1004
k6538,139.0,199.0,298.0,k2431
k7558,557.0,159.0,219.0,k3489
k2493,298.0,338.0,139.0,k1894
k5599,139.0,159.0,219.0,k3204
k1167,139.0,119.0,139.0,k4778
k1939,139.0,139.0,239.0,k6516
k2206,239.0,139.0,139.0,k1038
k2805,139.0,239.0,199.0,k2011
k1557,199.0,139.0,99.0,k6868
k97,218.0,199.0,199.0,k2294
k5384,199.0,119.0,199.0,k2650
k2847,219.0,179.0,159.0,k6020
k6657,159.0,139.0,139.0,k4733
k7376,80.0,298.0,199.0,k117
k2455,179.0,298.0,298.0,k1207
k291,278.0,159.0,80.0,k1506
k6769,517.0,0.0,139.0,k1361
k7297,179.0,80.0,298.0,k911
k6405,159.0,179.0,199.0,k5639
k2907,99.0,159.0,159.0,k2296
k4833,318.0,298.0,298.0,k4624
k668,199.0,298.0,199.0,k3455
k5138,298.0,139.0,139.0,k3753
k482,139.0,199.0,298.0,k1944
k6965,199.0,159.0,219.0,k2681
k7605,159.0,199.0,179.0,k4849
k210,179.0,338.0,139.0,k2449
k7120,80.0,139.0,239.0,k905
k6314,119.0,239.0,199.0,k1878
k588,139.0,119.0,199.0,k3221
k7409,199.0,0.0,119.0,k3587
k4600,199.0,99.0,238.0,k7089
k4319,238.0,199.0,119.0,k617
k6166,119.0,238.0,219.0,k139
k1696,219.0,119.0,139.0,k2688
k4656,537.0,278.0,219.0,k2088
k2572,219.0,99.0,119.0,k6298
k4886,218.0,219.0,219.0,k5874
k7225,219.0,99.0,179.0,k4659
k2313,179.0,219.0,119.0,k3512
k612,218.0,179.0,139.0,k1066
k5251,219.0,99.0,99.0,k2059
k7214,258.0,0.0,99.0,k2012
k1875,99.0,258.0,139.0,k1786
k5613,139.0,0.0,99.0,k2976
k5243,179.0,258.0,139.0,k7014
k5775,119.0,179.0,298.0,k3991
k1165,179.0,99.0,99.0,k3473
k3691,239.0,99.0,99.0,k6577
k5977,219.0,99.0,179.0,k4642
k6545,179.0,139.0,80.0,k2510
k1720,80.0,179.0,80.0,k4290
k2600,80.0,80.0,99.0,k6225
k2141,397.0,80.0,298.0,k4486
k2940,298.0,0.0,99.0,k6656
k74,338.0,258.0,139.0,k5912
k4760,298.0,99.0,99.0,k4054
k5090,298.0,0.0,219.0,k2145
k1710,378.0,239.0,437.0,k7553
k1824,258.0,219.0,398.0,k2944
k3669,358.0,239.0,437.0,k1555
k5299,239.0,238.0,139.0,k3595
k5434,139.0,239.0,179.0,k3830
k4842,179.0,139.0,199.0,k7218
k425,298.0,179.0,259.0,k5793
k4493,337.0,179.0,99.0,k1827
k5844,298.0,238.0,119.0,k7581
k7347,179.0,119.0,139.0,k7355
k6602,139.0,179.0,219.0,k4986
k1879,299.0,119.0,139.0,k6675
k2531,239.0,80.0,338.0,k4158
k559,338.0,239.0,159.0,k6607
k2931,159.0,318.0,179.0,k2953
k3887,179.0,159.0,199.0,k889
k3741,258.0,139.0,99.0,k2191
k5865,99.0,0.0,258.0,k7436
k5081,258.0,99.0,338.0,k5899
k1747,338.0,258.0,199.0,k4371
k4342,199.0,338.0,179.0,k4526
k2381,179.0,199.0,219.0,k706
k6998,258.0,238.0,119.0,k2806
k6,119.0,258.0,99.0,k3327
k7559,99.0,258.0,119.0,k3608
k7134,119.0,99.0,139.0,k1621
k1576,139.0,119.0,179.0,k4866
k2639,179.0,139.0,139.0,k5589
k3184,258.0,179.0,298.0,k2901
k1380,199.0,298.0,159.0,k2310
k4644,159.0,199.0,159.0,k3543
k3003,159.0,238.0,119.0,k4333
k6849,139.0,159.0,139.0,k7091
k1789,278.0,0.0,258.0,k2839
k631,219.0,338.0,179.0,k2817
k3069,179.0,199.0,219.0,k6461
k6482,179.0,0.0,219.0,k1470
k4652,199.0,219.0,159.0,k6865
k1017,159.0,199.0,119.0,k6231
k5722,119.0,159.0,80.0,k3758
k4722,80.0,119.0,80.0,k6107
k966,139.0,159.0,497.0,k558
k6290,497.0,139.0,298.0,k3634
k4170,298.0,497.0,119.0,k2014
k1804,119.0,298.0,139.0,k4114
k4211,139.0,119.0,139.0,k3001
k5620,139.0,159.0,497.0,k6626
k5518,258.0,139.0,219.0,k5692
k2704,219.0,139.0,199.0,k289
k889,199.0,219.0,179.0,k1777
k5628,179.0,199.0,80.0,k3802
k7087,80.0,179.0,139.0,k4912
k6531,139.0,80.0,139.0,k4117
k617,139.0,139.0,258.0,k3502
k606,259.0,159.0,497.0,k4493
k4335,80.0,239.0,80.0,k2483
k1602,80.0,80.0,338.0,k6715
k2458,238.0,139.0,298.0,k2939
k1687,139.0,497.0,119.0,k1239
k5385,238.0,139.0,298.0,k229
k3569,139.0,119.0,100.0,k7468
k281,100.0,139.0,278.0,k5600
k6669,99.0,0.0,179.0,k5729
k5177,259.0,238.0,278.0,k2043
k1446,199.0,119.0,239.0,k2025
k6798,239.0,199.0,99.0,k4482
k2401,99.0,239.0,258.0,k7199
k2580,258.0,99.0,159.0,k2496
k3009,675.0,258.0,119.0,k5362
k3180,119.0,278.0,99.0,k4782
k396,218.0,119.0,258.0,k3307
k6755,139.0,119.0,258.0,k7007
k5550,119.0,238.0,278.0,k2750
k7582,159.0,238.0,278.0,k7559
k6521,159.0,0.0,179.0,k7507
k6574,99.0,119.0,239.0,k175
k2895,179.0,199.0,99.0,k5150
k6160,199.0,119.0,239.0,k4536
k2997,199.0,239.0,258.0,k99
k1780,139.0,99.0,159.0,k1181
k3927,159.0,278.0,99.0,k1037
k947,219.0,159.0,80.0,k1346
k6665,219.0,119.0,258.0,k4712
k2344,119.0,139.0,179.0,k6300
k2648,99.0,239.0,258.0,k1961
k7074,298.0,179.0,239.0,k3658
k1788,239.0,159.0,139.0,k2908
k410,139.0,239.0,199.0,k4898
k1974,119.0,0.0,99.0,k938
k3817,119.0,239.0,99.0,k7135
k5564,99.0,119.0,99.0,k82
k1133,159.0,219.0,258.0,k5654
k876,258.0,159.0,139.0,k1636
k1888,139.0,258.0,179.0,k3952
k3104,238.0,0.0,99.0,k4710
k5720,139.0,238.0,238.0,k4267
k1585,238.0,139.0,259.0,k4584
k5327,259.0,238.0,199.0,k7601
k3740,199.0,259.0,199.0,k3623
k5572,199.0,199.0,179.0,k4103
k4156,119.0,239.0,99.0,k7037
k1213,99.0,0.0,139.0,k4848
k4996,139.0,99.0,159.0,k4796
k4321,159.0,139.0,239.0,k7399
k6357,239.0,99.0,159.0,k1020
k6577,119.0,239.0,139.0,k2136
k4362,139.0,119.0,318.0,k4341
k6578,219.0,219.0,179.0,k6422
k1231,139.0,179.0,238.0,k5558
k6705,199.0,219.0,179.0,k5805
k6708,298.0,199.0,80.0,k7238
k2838,319.0,298.0,219.0,k7107
k4345,139.0,80.0,139.0,k3607
k7468,139.0,159.0,119.0,k4438
k3581,259.0,119.0,517.0,k3453
k5984,517.0,259.0,0.0,k6482
k349,298.0,139.0,239.0,k384
k276,100.0,159.0,179.0,k6369
k3963,198.0,139.0,199.0,k3757
k7076,218.0,239.0,119.0,k2584
k661,119.0,99.0,338.0,k1987
k5255,338.0,119.0,139.0,k2513
k2349,219.0,338.0,179.0,k6351
k116,139.0,199.0,239.0,k3155
k6921,139.0,199.0,119.0,k6430
k4979,119.0,139.0,298.0,k3907
k6751,139.0,159.0,99.0,k6118
k1512,496.0,139.0,139.0,k5138
k6058,139.0,278.0,119.0,k325
k5982,239.0,199.0,80.0,k2779
k5394,80.0,239.0,179.0,k4596
k3585,179.0,80.0,199.0,k2188
k5927,199.0,119.0,159.0,k1547
k4729,179.0,159.0,99.0,k7030
k3072,99.0,119.0,159.0,k4232
k5792,139.0,0.0,219.0,k5077
k2253,219.0,139.0,318.0,k6629
k1012,318.0,219.0,219.0,k365
k1806,219.0,139.0,318.0,k6902
k2474,179.0,219.0,139.0,k1943
k441,139.0,179.0,159.0,k6462
k6527,159.0,139.0,139.0,k3481
k430,139.0,219.0,219.0,k2718
k283,298.0,159.0,159.0,k386
k1394,258.0,219.0,80.0,k4964
k3885,80.0,99.0,139.0,k4804
k239,219.0,80.0,139.0,k4472
k1237,99.0,199.0,139.0,k1390
k1954,80.0,119.0,219.0,k1613
k4962,457.0,119.0,219.0,k2052
k464,99.0,0.0,199.0,k4569
k4630,199.0,80.0,179.0,k398
k6973,179.0,199.0,139.0,k257
k1967,139.0,80.0,179.0,k159
k2971,159.0,139.0,258.0,k4301
k2061,536.0,199.0,139.0,k6297
k102,119.0,278.0,318.0,k1553
k363,259.0,119.0,179.0,k6240
k6897,179.0,259.0,199.0,k5053
k5830,298.0,199.0,338.0,k3736
k5702,179.0,179.0,139.0,k5501
k7506,139.0,99.0,119.0,k6293
k1558,119.0,179.0,139.0,k6612
k5788,279.0,119.0,119.0,k4941
k5104,119.0,179.0,199.0,k6207
k5660,199.0,119.0,219.0,k5894
k1755,219.0,199.0,159.0,k5228
k5891,159.0,219.0,139.0,k529
k4376,139.0,239.0,179.0,k2754
k2512,99.0,159.0,139.0,k6781
k275,139.0,99.0,159.0,k593
k4874,159.0,139.0,80.0,k5774
k3193,80.0,159.0,219.0,k6290
k7164,219.0,99.0,159.0,k4070
k5367,179.0,219.0,179.0,k3717
k7246,179.0,179.0,80.0,k6128
k2731,80.0,179.0,179.0,k4794
k2460,179.0,80.0,239.0,k393
k6467,239.0,239.0,179.0,k2636
k6886,358.0,239.0,139.0,k4407
k1483,139.0,199.0,99.0,k5771
k2973,239.0,199.0,99.0,k4951
k2939,139.0,139.0,139.0,k5057
k1693,139.0,139.0,179.0,k687
k2840,179.0,139.0,139.0,k2409
k4701,258.0,139.0,179.0,k1466
k6598,258.0,139.0,139.0,k7489
k2352,80.0,139.0,179.0,k7154
k2640,179.0,80.0,139.0,k271
k3147,99.0,139.0,80.0,k4018
k3957,139.0,139.0,80.0,k6518
k1928,80.0,139.0,238.0,k2993
k3148,238.0,80.0,199.0,k4379
k7383,199.0,238.0,80.0,k6024
k479,239.0,199.0,199.0,k3611
k3306,199.0,80.0,139.0,k1006
k6162,99.0,219.0,80.0,k3021
k3848,139.0,0.0,139.0,k2307
k841,139.0,139.0,119.0,k2313
k5896,119.0,139.0,199.0,k6533
k3151,358.0,139.0,199.0,k6216
k27,179.0,179.0,159.0,k7332
k4000,159.0,179.0,139.0,k4326
k3316,139.0,159.0,159.0,k1559
k7047,159.0,179.0,139.0,k6104
k4527,179.0,159.0,258.0,k4987
k7535,278.0,99.0,99.0,k1997
k6284,139.0,99.0,99.0,k6567
k378,119.0,139.0,219.0,k376
k5636,219.0,0.0,139.0,k7011
k827,99.0,219.0,238.0,k5514
k6046,238.0,99.0,99.0,k3601
k868,258.0,139.0,239.0,k215
k7173,179.0,99.0,99.0,k6019
k2322,218.0,179.0,259.0,k6553
k7465,239.0,139.0,239.0,k4979
k1374,239.0,159.0,258.0,k6945
k7155,338.0,159.0,139.0,k4363
k2060,139.0,139.0,99.0,k324
k5836,99.0,139.0,199.0,k734
k6493,199.0,99.0,80.0,k5707
k4607,179.0,159.0,258.0,k5299
k5885,259.0,99.0,99.0,k883
k6223,119.0,139.0,219.0,k3145
k2256,338.0,219.0,238.0,k4116
k4434,199.0,99.0,99.0,k60
k5353,139.0,0.0,139.0,k2725
k710,139.0,139.0,278.0,k7226
k2756,278.0,139.0,179.0,k6410
k2714,139.0,99.0,99.0,k6195
k2692,99.0,139.0,179.0,k1161
k5509,318.0,99.0,278.0,k2495
k1158,258.0,139.0,239.0,k5668
k6697,239.0,99.0,278.0,k5393
k6595,278.0,179.0,179.0,k5811
k5959,179.0,278.0,139.0,k5016
k2479,139.0,179.0,100.0,k724
k3140,139.0,179.0,179.0,k2122
k940,139.0,139.0,318.0,k2674
k3805,696.0,139.0,179.0,k1896
k1604,139.0,179.0,239.0,k1249
k6142,239.0,139.0,139.0,k742
k4271,139.0,139.0,278.0,k6253
k1707,219.0,139.0,318.0,k1490
k6882,139.0,179.0,179.0,k5302
k3099,139.0,139.0,139.0,k1400
k7534,139.0,179.0,100.0,k821
k3528,437.0,139.0,179.0,k2131
k6775,258.0,99.0,99.0,k1380
k5449,358.0,139.0,179.0,k6529
k2943,259.0,99.0,278.0,k5985
k1211,338.0,139.0,239.0,k4546
k2719,139.0,139.0,159.0,k7094
k1629,179.0,99.0,139.0,k3510
k1079,139.0,179.0,179.0,k385
k840,139.0,139.0,219.0,k1662
k6683,259.0,239.0,119.0,k2971
k3681,119.0,259.0,139.0,k1366
k795,179.0,139.0,99.0,k6744
k5715,139.0,99.0,179.0,k3465
k322,179.0,179.0,80.0,k3010
k3136,278.0,139.0,139.0,k5403
k6144,139.0,159.0,139.0,k5111
k411,139.0,99.0,179.0,k5289
k3871,139.0,139.0,80.0,k6753
k4317,80.0,159.0,219.0,k638
k3275,99.0,139.0,80.0,k22
k1575,99.0,99.0,179.0,k7362
k2597,219.0,0.0,99.0,k5078
k1464,258.0,100.0,119.0,k5946
k5987,119.0,258.0,119.0,k2649
k7459,119.0,119.0,139.0,k73
k460,278.0,119.0,179.0,k5048
k2432,259.0,139.0,139.0,k2981
k2396,99.0,139.0,139.0,k6010
k2752,179.0,159.0,139.0,k1104
k3959,139.0,99.0,139.0,k1421
k5112,219.0,99.0,139.0,k2412
k6469,199.0,219.0,159.0,k3679
k4496,278.0,199.0,139.0,k6879
k6436,139.0,119.0,99.0,k5605
k7253,198.0,139.0,119.0,k5438
k7374,119.0,119.0,99.0,k790
k1292,337.0,139.0,99.0,k6165
k7317,99.0,99.0,80.0,k6041
k1122,398.0,99.0,338.0,k6143
k6430,278.0,0.0,119.0,k7381
k749,139.0,0.0,139.0,k6827
k1630,139.0,139.0,179.0,k1025
k2999,199.0,179.0,159.0,k2843
k20,99.0,119.0,338.0,k1027
k3198,119.0,338.0,80.0,k992
k4267,80.0,119.0,119.0,k5426
k6759,119.0,80.0,80.0,k2899
k4589,119.0,119.0,219.0,k2341
k5224,179.0,99.0,199.0,k2251
k4732,278.0,179.0,159.0,k6507
k1712,159.0,278.0,179.0,k6825
k6010,139.0,119.0,219.0,k3149
k101,99.0,80.0,80.0,k6066
k2369,179.0,99.0,298.0,k7585
k5448,298.0,99.0,199.0,k2661
k7600,139.0,99.0,298.0,k5579
k380,497.0,179.0,159.0,k930
k3960,219.0,179.0,100.0,k5548
k1554,119.0,258.0,139.0,k432
k1131,199.0,219.0,139.0,k4250
k4660,139.0,80.0,80.0,k1855
k1326,179.0,99.0,199.0,k4666
k5392,278.0,258.0,139.0,k7320
k2539,119.0,139.0,139.0,k2435
k5657,139.0,119.0,159.0,k6187
k7255,159.0,139.0,139.0,k3850
k3744,258.0,159.0,298.0,k4091
k4735,298.0,119.0,0.0,k3039
k3755,179.0,0.0,99.0,k4627
k3922,99.0,179.0,80.0,k258
k696,80.0,99.0,139.0,k7142
k5207,139.0,80.0,139.0,k6208
k5919,338.0,139.0,99.0,k6259
k6658,278.0,179.0,99.0,k3683
k8,99.0,139.0,179.0,k6080
k6232,99.0,139.0,179.0,k2306
k3899,179.0,298.0,179.0,k6837
k4264,617.0,358.0,238.0,k3570
k6466,159.0,80.0,258.0,k4761
k6923,100.0,99.0,119.0,k3432
k4764,119.0,100.0,159.0,k3649
k1061,159.0,119.0,80.0,k3819
k7218,80.0,159.0,99.0,k2716
k5554,199.0,99.0,99.0,k6540
k1177,99.0,199.0,99.0,k7242
k2420,99.0,99.0,219.0,k1204
k6313,438.0,99.0,139.0,k6713
k6739,219.0,139.0,179.0,k319
k2884,179.0,219.0,99.0,k2416
k3894,238.0,179.0,199.0,k5280
k7415,199.0,99.0,139.0,k6824
k5461,159.0,99.0,219.0,k3718
k2423,219.0,159.0,100.0,k922
k944,100.0,179.0,199.0,k1933
k4688,199.0,199.0,99.0,k5007
k2903,119.0,179.0,199.0,k1864
k7592,119.0,99.0,139.0,k1372
k1457,258.0,119.0,139.0,k3689
k4081,139.0,159.0,259.0,k7475
k1499,418.0,99.0,139.0,k2335
k4893,139.0,179.0,159.0,k6774
k3715,318.0,139.0,80.0,k3934
k6641,80.0,179.0,80.0,k1643
k7044,80.0,80.0,159.0,k1580
k3981,159.0,80.0,179.0,k7186
k771,179.0,159.0,80.0,k5823
k1851,160.0,179.0,119.0,k983
k4361,119.0,179.0,159.0,k4867
k2441,258.0,99.0,139.0,k112
k5678,99.0,179.0,159.0,k3788
k7237,99.0,99.0,139.0,k5245
k3500,318.0,179.0,80.0,k3491
k3127,199.0,139.0,278.0,k639
k2195,278.0,119.0,159.0,k6615
k2359,159.0,278.0,100.0,k6729
k5917,100.0,159.0,159.0,k994
k7335,258.0,100.0,80.0,k649
k3935,80.0,99.0,139.0,k3389
k1288,100.0,99.0,139.0,k4591
k2505,99.0,99.0,258.0,k6904
k1528,258.0,99.0,139.0,k1254
k4519,179.0,159.0,99.0,k2094
k4207,99.0,179.0,159.0,k3960
k7058,397.0,0.0,179.0,k4995
k481,278.0,159.0,80.0,k3589
k4555,198.0,99.0,80.0,k1574
k3065,179.0,119.0,99.0,k5258
k2612,99.0,179.0,139.0,k840
k4631,219.0,99.0,99.0,k4980
k1355,80.0,99.0,80.0,k6587
k273,80.0,99.0,99.0,k2072
k1774,99.0,80.0,80.0,k4971
k5857,80.0,99.0,159.0,k1168
k1983,159.0,80.0,179.0,k1360
k4452,318.0,159.0,119.0,k7584
k4884,139.0,119.0,239.0,k1225
k388,239.0,139.0,139.0,k2414
k4548,119.0,119.0,99.0,k198
k183,179.0,119.0,179.0,k4874
k5677,179.0,80.0,239.0,k5320
k3709,239.0,179.0,119.0,k5257
k2010,218.0,239.0,139.0,k4226
k3256,516.0,119.0,99.0,k6654
k3156,179.0,179.0,139.0,k685
k823,80.0,0.0,99.0,k5987
k2700,99.0,80.0,159.0,k1746
k1450,179.0,0.0,179.0,k2903
k730,99.0,139.0,99.0,k3483
k2442,258.0,139.0,119.0,k1153
k3644,139.0,219.0,159.0,k2233
k2730,159.0,139.0,99.0,k3714
k1325,99.0,159.0,239.0,k6441
k329,139.0,99.0,119.0,k4137
k6075,278.0,258.0,179.0,k6023
k5280,278.0,159.0,119.0,k5648
k1037,119.0,99.0,179.0,k1582
k2853,179.0,119.0,338.0,k32
k5694,139.0,338.0,99.0,k3899
k5210,99.0,139.0,99.0,k7260
k6468,99.0,338.0,99.0,k5854
k2447,258.0,338.0,99.0,k4133
k3223,119.0,119.0,159.0,k6230
k6687,159.0,119.0,119.0,k6126
k758,119.0,139.0,99.0,k5610
k3516,179.0,258.0,179.0,k7578
k212,278.0,119.0,119.0,k1825
k7222,100.0,179.0,80.0,k7211
k6821,80.0,99.0,119.0,k493
k3527,99.0,80.0,99.0,k1298
k6892,199.0,119.0,119.0,k5878
k7056,99.0,139.0,99.0,k4643
k6230,159.0,99.0,119.0,k6989
k4715,119.0,159.0,139.0,k6214
k6478,139.0,338.0,99.0,k5172
k1119,139.0,0.0,119.0,k5919
k886,119.0,139.0,159.0,k2196
k3258,100.0,80.0,258.0,k4239
k370,258.0,100.0,99.0,k562
k4478,99.0,258.0,80.0,k2363
k4905,119.0,80.0,99.0,k4977
k987,99.0,119.0,80.0,k5612
k7009,139.0,100.0,99.0,k4319
k6918,258.0,239.0,179.0,k5422
k1559,199.0,159.0,80.0,k6978
k3158,218.0,80.0,258.0,k4961
k2059,179.0,239.0,179.0,k1331
k4415,219.0,100.0,99.0,k5425
k3044,139.0,139.0,159.0,k5060
k1349,80.0,100.0,99.0,k6381
k2255,278.0,100.0,99.0,k2422
k1766,159.0,258.0,80.0,k3938
k4070,259.0,258.0,80.0,k2490
k2804,259.0,139.0,159.0,k33
k2383,139.0,239.0,179.0,k2143
k1144,239.0,159.0,80.0,k5042
k3179,258.0,239.0,139.0,k3755
k483,278.0,80.0,258.0,k5763
k95,219.0,0.0,179.0,k7213
k2219,179.0,219.0,160.0,k3255
k6741,160.0,179.0,179.0,k2168
k2036,458.0,279.0,199.0,k3411
k4251,199.0,219.0,199.0,k4686
k6027,658.0,199.0,0.0,k39
k2598,219.0,339.0,20.0,k3357
k2796,20.0,219.0,120.0,k5233
k571,439.0,20.0,20.0,k5355
k3718,339.0,20.0,219.0,k3112
k4238,219.0,339.0,120.0,k1824
k800,120.0,219.0,120.0,k6134
k7329,259.0,0.0,259.0,k1539
k1312,259.0,259.0,120.0,k1166
k2772,120.0,259.0,20.0,k4825
k3584,20.0,120.0,279.0,k5435
k2786,279.0,20.0,199.0,k2511
k3859,219.0,159.0,219.0,k6258
k5492,1096.0,159.0,219.0,k1663
k5011,239.0,0.0,120.0,k5740
k6385,120.0,239.0,239.0,k4906
k2247,80.0,179.0,299.0,k5691
k6709,299.0,80.0,20.0,k1269
k2110,20.0,299.0,279.0,k4155
k5951,279.0,20.0,120.0,k2223
k2771,120.0,279.0,159.0,k1622
k789,159.0,120.0,319.0,k548
k7014,319.0,159.0,259.0,k5847
k6382,239.0,139.0,199.0,k2974
k7098,199.0,239.0,239.0,k4990
k5061,239.0,199.0,179.0,k2796
k1677,179.0,239.0,120.0,k3828
k7408,120.0,179.0,20.0,k5537
k785,20.0,199.0,179.0,k3609
k496,179.0,239.0,239.0,k5608
k1112,219.0,80.0,279.0,k6260
k4230,279.0,219.0,179.0,k5436
k7263,179.0,139.0,199.0,k3431
k3361,219.0,199.0,179.0,k191
k5731,20.0,219.0,219.0,k1237
k4426,219.0,20.0,219.0,k6924
k2758,219.0,239.0,120.0,k947
k4900,319.0,239.0,239.0,k2220
k5466,100.0,319.0,558.0,k5133
k6603,1335.0,0.0,478.0,k5748
k5673,478.0,558.0,239.0,k1874
k1798,239.0,478.0,279.0,k6373
k6828,518.0,239.0,379.0,k2627
k2601,379.0,239.0,259.0,k5943
k499,259.0,239.0,379.0,k187
k4150,299.0,259.0,578.0,k1015
k620,199.0,299.0,199.0,k5673
k1666,279.0,159.0,20.0,k3632
k4592,20.0,279.0,239.0,k6163
k3411,259.0,20.0,219.0,k6801
k2587,219.0,20.0,159.0,k169
k3313,159.0,219.0,179.0,k504
k1035,438.0,159.0,259.0,k977
k5524,259.0,259.0,159.0,k2542
k452,159.0,219.0,179.0,k4674
k3455,199.0,159.0,179.0,k5273
k3375,179.0,199.0,140.0,k5825
k7129,140.0,179.0,359.0,k7058
k2575,20.0,419.0,558.0,k7591
k1007,20.0,0.0,379.0,k2006
k2156,239.0,219.0,219.0,k4209
k1549,538.0,239.0,120.0,k1685
k2456,418.0,219.0,219.0,k476
k6541,638.0,239.0,120.0,k3277
k4805,279.0,219.0,219.0,k4978
