Key_1_1,regressDur,prevFixPos,titleNo,wordNo,nextWordRegress
k4084,377.0,108.6646,3.0,2.0,1
k4983,159.0,274.0164,4.0,6.0,0
k1676,0.0,114.2804,1.0,3.0,0
k6798,0.0,226.9317,10.0,1.0,0
k45,0.0,168.003,10.0,3.0,0
k4100,199.0,0.0,4.0,3.0,0
k7,0.0,62.9682,3.0,4.0,0
k1511,219.0,48.8365,2.0,4.0,1
k4766,159.0,211.7286,8.0,1.0,0
k2142,755.0,221.7747,2.0,3.0,1
k5568,0.0,54.4518,7.0,7.0,1
k2787,0.0,83.1685,3.0,3.0,0
k375,80.0,83.3607,4.0,4.0,0
k5933,0.0,103.4698,3.0,8.0,0
k5594,0.0,360.1736,9.0,1.0,0
k110,0.0,95.0158,7.0,1.0,0
k2292,99.0,189.0238,1.0,6.0,1
k4742,0.0,0.0,1.0,1.0,0
k887,0.0,170.3174,7.0,3.0,0
k1335,0.0,166.9281,4.0,2.0,0
k5311,99.0,632.0198,7.0,3.0,0
k56,179.0,338.4627,4.0,2.0,0
k5838,0.0,481.9315,8.0,1.0,0
k6308,0.0,0.0,4.0,3.0,0
k5507,0.0,146.7685,1.0,1.0,0
k739,0.0,148.8624,1.0,3.0,0
k2207,0.0,133.0902,1.0,5.0,0
k1170,0.0,84.214,1.0,6.0,0
k79,0.0,51.0882,1.0,7.0,0
k1860,0.0,99.0051,3.0,1.0,0
k5061,0.0,181.0442,3.0,3.0,0
k276,0.0,538.8525,7.0,1.0,0
k6045,0.0,397.5487,3.0,1.0,0
k477,0.0,78.5175,3.0,2.0,1
k5766,0.0,178.0449,3.0,4.0,0
k768,0.0,435.2987,5.0,1.0,0
k7452,0.0,688.767,3.0,2.0,1
k6341,0.0,61.0328,1.0,2.0,0
k6718,119.0,133.1841,1.0,1.0,1
k3303,0.0,89.0056,1.0,3.0,0
k1976,0.0,169.0,1.0,4.0,0
k2228,0.0,152.3286,1.0,6.0,0
k1958,0.0,21.2603,1.0,7.0,0
k6784,0.0,81.939,5.0,2.0,0
k2799,0.0,489.3475,8.0,3.0,0
k6433,0.0,39.0512,8.0,4.0,0
k551,0.0,35.4401,8.0,5.0,0
k6110,0.0,368.4698,9.0,3.0,0
k5272,0.0,396.0114,10.0,1.0,0
k7392,0.0,187.8643,10.0,3.0,0
k3712,0.0,198.3633,10.0,6.0,0
k1597,0.0,882.3724,1.0,2.0,0
k7447,0.0,0.0,1.0,1.0,0
k1211,0.0,95.3362,1.0,2.0,0
k5128,0.0,114.0395,1.0,4.0,0
k1375,0.0,363.1928,2.0,1.0,0
k3676,0.0,128.0352,2.0,3.0,0
k5649,0.0,94.3398,2.0,4.0,0
k4940,0.0,134.0149,2.0,6.0,0
k3839,0.0,94.6414,2.0,7.0,1
k1798,0.0,191.9505,4.0,1.0,0
k7571,0.0,256.0879,10.0,2.0,0
k5706,0.0,106.0189,10.0,4.0,0
k1734,0.0,777.9769,2.0,1.0,0
k1793,0.0,0.0,1.0,1.0,0
k3278,0.0,756.0225,10.0,1.0,0
k3330,0.0,58.2151,10.0,2.0,0
k1273,0.0,182.1648,10.0,1.0,0
k787,537.0,79.4292,8.0,2.0,0
k7380,657.0,380.0329,8.0,5.0,0
k923,597.0,386.1606,8.0,1.0,0
k344,597.0,453.3487,3.0,1.0,0
k6058,537.0,148.4082,4.0,1.0,0
k2008,895.0,357.8407,1.0,3.0,0
k5660,1095.0,0.0,1.0,1.0,1
k2973,0.0,134.0149,1.0,3.0,0
k5686,0.0,219.0365,1.0,5.0,0
k1717,715.0,513.4608,2.0,2.0,1
k6559,219.0,713.3253,5.0,1.0,0
k4901,0.0,93.0054,5.0,2.0,0
k4165,0.0,333.2567,7.0,1.0,0
k5856,139.0,118.6971,8.0,1.0,0
k5004,139.0,145.341,8.0,1.0,0
k5926,80.0,302.5921,8.0,4.0,0
k2827,239.0,455.1978,7.0,2.0,0
k4861,159.0,162.1974,7.0,4.0,0
k1401,219.0,412.2839,5.0,1.0,0
k7483,715.0,410.5423,2.0,2.0,1
k2378,199.0,193.0414,2.0,4.0,0
k4364,179.0,271.0664,2.0,6.0,1
k4233,99.0,92.2659,2.0,7.0,1
k4149,278.0,770.0006,2.0,3.0,0
k5782,715.0,141.1737,2.0,2.0,1
k6721,1095.0,129.7266,1.0,1.0,1
k5615,298.0,182.6609,1.0,2.0,0
k4009,1095.0,200.04,1.0,1.0,1
k2804,0.0,379.5787,1.0,1.0,0
k2875,0.0,144.5856,1.0,3.0,0
k2240,0.0,154.0811,1.0,5.0,0
k6806,119.0,148.9463,1.0,4.0,1
k5309,0.0,469.5551,2.0,1.0,0
k860,0.0,323.0387,2.0,3.0,0
k5783,0.0,109.1146,2.0,4.0,0
k2664,0.0,246.0183,2.0,7.0,0
k6639,0.0,700.512,10.0,2.0,0
k6795,159.0,200.0025,10.0,1.0,1
k893,0.0,200.8781,3.0,2.0,0
k5722,0.0,359.7624,3.0,1.0,1
k1892,0.0,15.6205,3.0,2.0,0
k1500,0.0,348.9828,6.0,1.0,0
k4519,0.0,157.6864,7.0,1.0,0
k1000,0.0,214.7207,6.0,1.0,0
k3521,0.0,96.0469,9.0,3.0,0
k480,139.0,99.1262,9.0,2.0,1
k6624,0.0,611.4,2.0,2.0,0
k111,278.0,159.5306,2.0,1.0,1
k4717,0.0,558.5499,6.0,1.0,0
k5816,0.0,164.5387,8.0,1.0,0
k6180,0.0,84.2912,7.0,1.0,0
k1155,0.0,346.3077,8.0,1.0,0
k2853,0.0,17.2627,8.0,2.0,0
k3887,0.0,205.1975,7.0,2.0,0
k5068,0.0,0.0,1.0,2.0,0
k1821,0.0,356.3159,1.0,4.0,0
k2357,0.0,145.279,1.0,6.0,0
k5670,0.0,676.8345,2.0,1.0,0
k5135,0.0,219.6952,4.0,1.0,0
k6460,1112.0,111.7587,7.0,1.0,0
k5230,0.0,51.788,7.0,2.0,1
k4749,0.0,200.3597,8.0,1.0,0
k7352,0.0,124.3262,8.0,2.0,0
k3840,438.0,223.1098,8.0,4.0,0
k2845,438.0,147.0034,8.0,4.0,0
k3865,358.0,66.4831,8.0,5.0,0
k123,238.0,65.123,8.0,6.0,0
k6059,516.0,306.3234,7.0,5.0,0
k1352,654.0,298.0822,7.0,3.0,0
k5265,1112.0,420.3439,7.0,1.0,0
k1694,0.0,0.0,1.0,1.0,0
k3034,0.0,50.6952,1.0,2.0,0
k6318,0.0,104.7855,1.0,3.0,0
k7307,0.0,49.0408,1.0,4.0,0
k2036,0.0,372.937,2.0,2.0,0
k2129,0.0,107.5639,5.0,3.0,0
k152,0.0,193.1269,5.0,6.0,0
k4468,358.0,466.0043,5.0,2.0,0
k41,99.0,129.124,5.0,4.0,0
k7555,0.0,254.8038,6.0,1.0,0
k3557,80.0,203.9436,8.0,1.0,0
k4555,80.0,895.8929,8.0,1.0,0
k1098,0.0,91.8314,9.0,1.0,0
k7323,418.0,89.8109,6.0,1.0,0
k4645,418.0,83.006,6.0,2.0,0
k5889,139.0,52.345,6.0,3.0,0
k3336,318.0,152.1184,4.0,4.0,0
k204,478.0,448.2957,3.0,1.0,0
k633,198.0,116.0043,3.0,3.0,0
k133,1193.0,195.4942,4.0,2.0,0
k2539,358.0,191.1282,4.0,3.0,0
k212,358.0,193.0648,4.0,5.0,0
k354,358.0,241.0332,4.0,8.0,0
k3026,438.0,135.5913,1.0,1.0,0
k441,278.0,114.0175,1.0,2.0,0
k7153,318.0,167.1466,1.0,4.0,0
k119,756.0,163.0491,1.0,7.0,0
k2986,438.0,206.1844,3.0,2.0,0
k560,1193.0,102.9563,4.0,2.0,0
k5036,418.0,149.8833,6.0,1.0,0
k4512,418.0,91.022,6.0,2.0,0
k6287,1193.0,300.0417,4.0,2.0,0
k7376,0.0,360.8393,2.0,1.0,0
k6522,0.0,106.6068,3.0,2.0,0
k6934,0.0,135.8823,4.0,1.0,0
k6217,0.0,108.2081,6.0,1.0,0
k2425,0.0,50.448,6.0,2.0,0
k2116,0.0,182.0165,7.0,1.0,0
k7438,0.0,0.0,1.0,1.0,0
k1243,0.0,103.0049,1.0,2.0,0
k7308,0.0,124.908,1.0,3.0,0
k114,0.0,100.0,1.0,4.0,0
k4241,0.0,501.5466,2.0,2.0,0
k6470,0.0,81.5414,4.0,1.0,0
k3831,0.0,632.6271,9.0,1.0,0
k76,0.0,88.8369,8.0,1.0,0
k2869,0.0,327.0061,4.0,1.0,0
k1340,0.0,90.1998,4.0,3.0,0
k5021,0.0,0.0,2.0,1.0,0
k2245,0.0,495.202,2.0,1.0,0
k5794,0.0,88.7299,5.0,1.0,0
k4615,0.0,196.8883,7.0,1.0,0
k3879,0.0,600.3865,2.0,1.0,0
k7501,0.0,786.9752,5.0,1.0,0
k3213,0.0,145.9075,7.0,1.0,0
k940,0.0,107.4477,8.0,1.0,0
k461,0.0,91.7061,9.0,1.0,0
k1714,0.0,473.676,2.0,2.0,0
k3093,0.0,140.8013,2.0,3.0,0
k786,0.0,101.0198,2.0,4.0,0
k4385,0.0,197.0913,2.0,5.0,0
k7139,0.0,198.5397,4.0,1.0,0
k2288,0.0,494.0334,9.0,1.0,0
k3394,0.0,135.9117,4.0,2.0,0
k6376,0.0,89.1572,2.0,3.0,0
k4115,0.0,59.0762,2.0,4.0,0
k5516,0.0,773.3589,10.0,1.0,0
k7207,0.0,94.0691,9.0,1.0,0
k5523,0.0,96.2133,8.0,1.0,0
k4998,0.0,177.1384,8.0,2.0,0
k5376,0.0,0.0,1.0,1.0,0
k3190,0.0,229.3687,1.0,3.0,0
k2590,0.0,667.69,3.0,1.0,0
k232,0.0,146.1848,6.0,1.0,0
k7496,0.0,775.893,6.0,1.0,0
k5252,0.0,612.2222,2.0,1.0,0
k5409,0.0,118.5622,3.0,1.0,0
k680,0.0,84.0536,5.0,2.0,0
k3200,0.0,560.7655,7.0,1.0,0
k7259,0.0,21.1896,7.0,2.0,0
k5214,0.0,467.6067,10.0,1.0,0
k6168,0.0,305.3211,10.0,4.0,0
k1835,0.0,340.3895,5.0,1.0,0
k1729,0.0,579.4972,10.0,1.0,0
k5796,0.0,125.8769,10.0,3.0,0
k5364,99.0,80.0625,10.0,2.0,1
k725,298.0,182.2142,8.0,1.0,0
k971,179.0,77.1622,7.0,2.0,0
k2021,99.0,270.7176,5.0,4.0,0
k7074,516.0,320.1265,5.0,1.0,0
k7025,0.0,0.0,3.0,1.0,0
k1540,0.0,141.1559,4.0,1.0,0
k5885,318.0,187.0107,1.0,1.0,0
k5359,179.0,116.1551,1.0,3.0,1
k6717,199.0,117.0043,1.0,4.0,0
k118,556.0,250.7927,4.0,1.0,0
k7382,0.0,112.45,5.0,1.0,0
k4590,0.0,97.7446,6.0,1.0,0
k156,0.0,124.2014,10.0,1.0,0
k1787,0.0,235.0085,10.0,3.0,0
k7493,199.0,765.0529,1.0,4.0,0
k4439,0.0,268.9907,1.0,7.0,0
k7073,556.0,315.2459,4.0,1.0,0
k25,0.0,145.9932,4.0,4.0,1
k3724,0.0,403.1129,4.0,6.0,0
k1554,159.0,153.5839,4.0,5.0,1
k2505,556.0,369.1951,4.0,1.0,0
k474,0.0,132.0189,5.0,1.0,0
k3970,0.0,118.4441,6.0,1.0,0
k4625,0.0,129.0969,6.0,3.0,0
k1190,3699.0,0.0,1.0,2.0,0
k4,2085.0,121.7539,1.0,1.0,1
k4489,3699.0,35.0571,1.0,2.0,0
k356,1253.0,135.0148,1.0,3.0,0
k4927,1113.0,232.9571,1.0,5.0,1
k2721,3479.0,642.4866,2.0,1.0,0
k2980,0.0,127.0354,2.0,2.0,0
k1129,1953.0,237.8571,3.0,1.0,1
k1004,3040.0,13.0,3.0,2.0,0
k2431,834.0,161.0124,3.0,4.0,1
k3489,796.0,687.7863,5.0,1.0,0
k1894,716.0,81.3941,6.0,1.0,0
k3204,796.0,123.0366,5.0,1.0,0
k4778,417.0,98.27,6.0,6.0,0
k6516,876.0,418.0191,6.0,3.0,1
k1038,1195.0,170.0265,6.0,2.0,1
k2011,1032.0,151.0,6.0,4.0,0
k6868,796.0,94.1116,5.0,3.0,0
k2294,872.0,93.0,5.0,4.0,0
k2650,796.0,57.1402,5.0,5.0,0
k6020,1095.0,93.984,3.0,5.0,0
k4733,3040.0,398.2123,3.0,2.0,0
k117,1953.0,168.0268,3.0,1.0,1
k1207,3479.0,114.0219,2.0,1.0,0
k1506,2085.0,156.6046,1.0,1.0,1
k1361,3699.0,31.3209,1.0,2.0,0
k911,1253.0,79.6304,1.0,3.0,0
k5639,1113.0,171.0731,1.0,5.0,1
k2296,792.0,151.0132,1.0,4.0,1
k4624,3479.0,565.0434,2.0,1.0,0
k3455,1953.0,224.544,3.0,1.0,1
k3753,3040.0,69.2604,3.0,2.0,0
k1944,834.0,169.0118,3.0,4.0,1
k2681,796.0,210.6846,5.0,1.0,0
k4849,636.0,52.7731,5.0,2.0,0
k2449,716.0,233.1545,6.0,1.0,0
k905,876.0,131.746,6.0,3.0,1
k1878,1032.0,43.0465,6.0,4.0,0
k3221,556.0,81.2219,6.0,5.0,1
k3587,0.0,0.0,5.0,4.0,0
k7089,0.0,327.2323,3.0,1.0,0
k617,0.0,199.1231,3.0,3.0,0
k139,119.0,95.1315,3.0,2.0,1
k2688,0.0,182.0989,3.0,4.0,0
k2088,0.0,343.2157,5.0,1.0,0
k6298,0.0,233.6343,5.0,2.0,0
k5874,0.0,429.0186,5.0,5.0,0
k4659,0.0,556.1187,7.0,2.0,0
k3512,0.0,29.9666,7.0,3.0,0
k1066,0.0,170.845,8.0,2.0,0
k2059,0.0,185.6475,10.0,1.0,0
k2012,298.0,0.0,1.0,1.0,1
k1786,179.0,98.0051,2.0,1.0,0
k2976,298.0,91.2853,1.0,1.0,1
k7014,179.0,193.2046,2.0,1.0,0
k3991,119.0,189.5943,2.0,4.0,0
k3473,0.0,491.753,5.0,1.0,0
k6577,0.0,297.2491,5.0,1.0,0
k4642,0.0,550.5534,9.0,2.0,0
k2510,0.0,127.2831,10.0,1.0,0
k4290,0.0,190.213,10.0,3.0,0
k6225,0.0,156.3202,10.0,5.0,0
k4486,0.0,855.9673,1.0,2.0,0
k6656,298.0,144.0868,1.0,1.0,1
k5912,179.0,96.0208,2.0,1.0,0
k4054,0.0,373.7191,5.0,1.0,0
k2145,0.0,0.0,1.0,1.0,0
k7553,0.0,780.034,7.0,1.0,0
k2944,516.0,95.462,2.0,1.0,0
k1555,0.0,704.3756,7.0,1.0,0
k3595,0.0,192.398,3.0,2.0,0
k3830,0.0,35.805,3.0,3.0,0
k7218,0.0,56.0892,3.0,4.0,0
k5793,0.0,266.1015,4.0,1.0,0
k1827,0.0,540.46,7.0,1.0,0
k7581,0.0,116.7262,8.0,1.0,0
k7355,777.0,80.9506,1.0,3.0,0
k4986,278.0,213.0,1.0,1.0,0
k6675,777.0,134.2125,1.0,3.0,0
k4158,0.0,340.9692,4.0,1.0,0
k6607,0.0,61.0082,4.0,2.0,0
k2953,0.0,207.6463,6.0,1.0,0
k889,0.0,128.2653,6.0,3.0,0
k2191,0.0,104.7378,8.0,1.0,0
k7436,556.0,0.0,1.0,1.0,0
k5899,0.0,284.176,1.0,4.0,0
k4371,0.0,220.4359,1.0,7.0,0
k4526,219.0,96.8762,1.0,8.0,0
k706,179.0,34.2053,1.0,9.0,1
k2806,0.0,493.6527,5.0,1.0,0
k3327,0.0,298.1174,9.0,2.0,0
k3608,0.0,269.7425,9.0,6.0,0
k1621,0.0,191.6377,8.0,6.0,0
k4866,0.0,80.1561,8.0,7.0,0
k5589,0.0,443.4603,7.0,3.0,0
k2901,0.0,258.745,7.0,6.0,0
k2310,0.0,346.7059,7.0,1.0,0
k3543,0.0,51.4782,7.0,2.0,0
k4333,0.0,162.8158,5.0,1.0,0
k7091,0.0,61.0328,5.0,2.0,0
k2839,556.0,282.3119,1.0,1.0,0
k2817,219.0,471.4446,1.0,8.0,0
k6461,179.0,64.195,1.0,9.0,1
k1470,0.0,0.0,1.0,2.0,0
k6865,0.0,105.6456,3.0,1.0,0
k6231,0.0,279.3081,6.0,1.0,0
k3758,0.0,105.7592,6.0,3.0,0
k6107,0.0,374.9453,10.0,1.0,0
k558,0.0,165.0121,4.0,1.0,0
k3634,0.0,226.1349,1.0,1.0,1
k2014,0.0,167.5858,1.0,2.0,0
k4114,0.0,173.0462,1.0,4.0,0
k3001,0.0,133.4166,1.0,6.0,0
k6626,0.0,95.7183,4.0,1.0,0
k5692,0.0,568.2904,8.0,1.0,0
k289,0.0,92.6175,9.0,1.0,0
k1777,0.0,95.1315,10.0,1.0,0
k3802,0.0,139.4346,10.0,3.0,0
k4912,0.0,94.4299,10.0,4.0,0
k4117,0.0,176.2839,10.0,6.0,0
k3502,0.0,137.4118,9.0,5.0,0
k4493,0.0,92.0978,4.0,1.0,0
k2483,0.0,233.8931,4.0,3.0,0
k6715,0.0,9.434,4.0,4.0,0
k2939,0.0,426.3918,1.0,1.0,1
k1239,0.0,211.2368,1.0,2.0,0
k229,0.0,386.7609,1.0,1.0,1
k7468,0.0,461.0694,1.0,5.0,0
k5600,0.0,145.4166,1.0,7.0,0
k5729,0.0,0.0,2.0,3.0,0
k2043,0.0,670.0716,2.0,1.0,0
k2025,199.0,307.5614,5.0,1.0,1
k4482,0.0,46.0109,5.0,2.0,0
k7199,99.0,247.7761,6.0,1.0,0
k2496,0.0,107.3778,6.0,2.0,0
k5362,0.0,118.2074,6.0,3.0,0
k4782,0.0,468.3674,7.0,1.0,0
k3307,0.0,191.4706,8.0,1.0,0
k7007,0.0,210.6609,8.0,1.0,0
k2750,0.0,484.5998,2.0,1.0,0
k7559,0.0,231.8211,2.0,1.0,0
k7507,0.0,142.0035,2.0,3.0,0
k175,199.0,103.769,5.0,1.0,1
k5150,0.0,373.4836,5.0,2.0,0
k4536,199.0,187.0027,5.0,1.0,1
k99,99.0,101.8332,6.0,1.0,0
k1181,0.0,88.6454,6.0,2.0,0
k1037,0.0,229.5387,7.0,1.0,0
k1346,0.0,102.2595,7.0,2.0,0
k4712,0.0,233.7905,8.0,1.0,0
k6300,0.0,146.2395,8.0,2.0,0
k1961,99.0,341.6724,6.0,1.0,0
k3658,0.0,388.0322,3.0,1.0,0
k2908,0.0,71.4493,3.0,2.0,0
k4898,0.0,96.5194,3.0,3.0,0
k938,952.0,0.0,4.0,1.0,0
k7135,476.0,631.3414,9.0,1.0,0
k82,198.0,61.9839,9.0,2.0,0
k5654,477.0,159.3142,6.0,1.0,0
k1636,774.0,172.1656,6.0,3.0,0
k3952,417.0,54.9181,6.0,4.0,0
k4710,952.0,104.8904,4.0,1.0,0
k4267,556.0,22.3607,4.0,2.0,0
k4584,952.0,271.0166,3.0,1.0,0
k7601,1036.0,126.1428,3.0,3.0,0
k3623,796.0,286.81,2.0,1.0,0
k4103,796.0,158.1139,2.0,3.0,0
k7037,476.0,720.3811,9.0,1.0,0
k4848,0.0,0.0,3.0,2.0,0
k4796,239.0,250.7269,1.0,2.0,0
k7399,159.0,103.0437,1.0,1.0,1
k1020,239.0,33.2415,1.0,2.0,0
k2136,0.0,104.1729,1.0,4.0,0
k4341,0.0,51.0784,1.0,5.0,0
k6422,0.0,471.7213,3.0,1.0,0
k5558,0.0,278.7436,5.0,2.0,0
k5805,0.0,98.7927,3.0,1.0,0
k7238,0.0,83.006,4.0,2.0,0
k7107,0.0,92.6337,5.0,1.0,0
k3607,0.0,179.0028,7.0,3.0,0
k4438,139.0,517.6997,3.0,3.0,0
k3453,259.0,399.1253,4.0,3.0,0
k6482,517.0,262.2689,7.0,2.0,0
k384,298.0,104.7378,1.0,1.0,0
k6369,100.0,241.085,1.0,3.0,0
k3757,0.0,209.6521,5.0,2.0,0
k2584,0.0,100.7224,8.0,1.0,0
k1987,0.0,76.2168,9.0,1.0,0
k2513,0.0,114.8564,10.0,1.0,0
k6351,0.0,230.0022,10.0,3.0,0
k3155,0.0,196.2167,4.0,1.0,0
k6430,0.0,88.5889,4.0,3.0,0
k3907,0.0,286.0017,2.0,1.0,0
k6118,139.0,96.2133,1.0,1.0,0
k5138,0.0,198.2952,3.0,1.0,0
k325,0.0,95.8019,4.0,1.0,0
k2779,0.0,476.1197,8.0,2.0,0
k4596,0.0,98.3514,8.0,3.0,0
k2188,0.0,36.6197,8.0,4.0,0
k1547,0.0,76.2758,10.0,1.0,0
k7030,139.0,105.4751,1.0,1.0,0
k4232,0.0,767.9714,10.0,1.0,0
k5077,0.0,0.0,2.0,3.0,0
k6629,0.0,256.3299,1.0,1.0,0
k365,139.0,140.1856,2.0,1.0,1
k6902,0.0,94.8472,1.0,1.0,0
k1943,0.0,68.0294,1.0,2.0,0
k6462,0.0,57.8705,1.0,3.0,0
k3481,0.0,284.3449,2.0,2.0,0
k2718,139.0,120.0708,2.0,1.0,1
k386,0.0,73.5391,5.0,1.0,0
k4964,0.0,449.049,7.0,1.0,0
k4804,0.0,55.7853,7.0,2.0,0
k4472,0.0,143.2236,8.0,1.0,0
k1390,0.0,108.0463,3.0,1.0,0
k1613,0.0,175.8664,5.0,1.0,0
k2052,0.0,228.3265,5.0,1.0,0
k4569,0.0,0.0,4.0,2.0,0
k398,0.0,358.0796,1.0,2.0,0
k257,0.0,123.7134,2.0,1.0,1
k159,0.0,161.0497,1.0,2.0,0
k4301,159.0,76.896,1.0,1.0,1
k6297,0.0,102.4158,2.0,1.0,1
k1553,0.0,66.0076,2.0,2.0,0
k6240,0.0,223.7878,4.0,1.0,0
k5053,0.0,269.1115,7.0,1.0,0
k3736,0.0,155.5956,8.0,1.0,0
k5501,119.0,181.4663,8.0,4.0,0
k6293,0.0,218.2292,8.0,6.0,0
k6612,119.0,335.5384,8.0,4.0,0
k4941,279.0,530.6647,2.0,3.0,0
k6207,119.0,31.305,2.0,4.0,0
k5894,199.0,58.3095,1.0,5.0,0
k5228,438.0,125.873,1.0,4.0,1
k529,159.0,108.3374,1.0,6.0,0
k2754,478.0,173.6663,1.0,1.0,1
k6781,0.0,353.085,1.0,4.0,0
k593,219.0,266.7902,2.0,3.0,0
k5774,159.0,162.0987,2.0,2.0,1
k6290,160.0,94.578,2.0,1.0,1
k4070,219.0,137.7679,2.0,3.0,0
k3717,0.0,230.3758,2.0,5.0,0
k6128,0.0,54.7083,1.0,5.0,1
k4794,0.0,143.405,1.0,6.0,0
k393,179.0,752.0645,1.0,2.0,0
k2636,478.0,120.0042,1.0,1.0,1
k4407,358.0,173.4878,1.0,3.0,0
k5771,0.0,470.9533,5.0,1.0,0
k4951,0.0,126.9055,5.0,1.0,0
k5057,0.0,53.9351,5.0,2.0,0
k687,418.0,143.1712,5.0,4.0,0
k2409,258.0,115.6244,5.0,6.0,0
k1466,418.0,211.9457,5.0,4.0,0
k7489,258.0,132.0,5.0,6.0,0
k7154,418.0,201.5589,5.0,4.0,0
k271,199.0,297.901,6.0,1.0,1
k4018,0.0,174.4162,6.0,2.0,0
k6518,0.0,174.0718,6.0,2.0,0
k2993,0.0,123.7942,6.0,3.0,0
k4379,0.0,160.1,6.0,4.0,0
k6024,0.0,128.5652,6.0,5.0,1
k3611,0.0,65.7343,6.0,6.0,1
k1006,199.0,989.0005,6.0,1.0,1
k3021,0.0,89.4986,8.0,1.0,0
k2307,0.0,0.0,4.0,4.0,1
k2313,0.0,276.5375,3.0,4.0,0
k6533,477.0,276.2607,3.0,1.0,0
k6216,477.0,141.8238,3.0,1.0,0
k7332,179.0,42.9535,3.0,2.0,0
k4326,159.0,104.3456,3.0,5.0,1
k1559,0.0,79.6994,3.0,6.0,0
k6104,159.0,127.1417,3.0,5.0,1
k4987,358.0,362.0787,1.0,1.0,0
k1997,199.0,402.4984,4.0,2.0,0
k6567,199.0,76.0592,4.0,2.0,0
k376,0.0,26.0,4.0,3.0,0
k7011,0.0,83.9524,4.0,4.0,1
k5514,0.0,38.833,4.0,5.0,0
k3601,0.0,80.6536,4.0,6.0,0
k215,0.0,617.1912,6.0,1.0,0
k6019,0.0,127.063,9.0,1.0,0
k6553,0.0,181.0,9.0,2.0,0
k4979,0.0,180.4993,6.0,1.0,0
k6945,358.0,521.5985,1.0,1.0,0
k4363,0.0,97.1288,1.0,2.0,0
k324,0.0,106.5692,1.0,3.0,0
k734,0.0,67.1193,1.0,4.0,0
k5707,0.0,187.4513,1.0,7.0,0
k5299,358.0,864.4218,1.0,1.0,0
k883,199.0,268.7936,4.0,2.0,0
k3145,0.0,44.9444,4.0,3.0,0
k4116,0.0,200.9602,4.0,5.0,0
k60,199.0,612.1176,4.0,2.0,0
k2725,0.0,0.0,3.0,4.0,0
k7226,695.0,152.1611,3.0,2.0,0
k6410,3062.0,148.0068,2.0,1.0,0
k6195,1032.0,85.7555,6.0,1.0,1
k1161,2743.0,70.342,6.0,2.0,0
k2495,1494.0,156.5886,7.0,1.0,1
k5668,1530.0,295.3574,7.0,2.0,0
k5393,1494.0,202.3561,7.0,1.0,1
k5811,1946.0,80.2122,4.0,1.0,0
k5016,537.0,289.9948,4.0,4.0,0
k724,1112.0,52.8867,4.0,3.0,1
k2122,1946.0,85.9127,4.0,1.0,0
k2674,1651.0,71.218,3.0,1.0,1
k1896,3062.0,99.4786,2.0,1.0,0
k1249,556.0,19.3132,2.0,2.0,0
k742,956.0,30.0666,2.0,3.0,0
k6253,695.0,366.9796,3.0,2.0,0
k1490,1651.0,103.0776,3.0,1.0,1
k5302,1946.0,82.6801,4.0,1.0,0
k1400,556.0,61.2944,4.0,2.0,1
k821,1112.0,97.0464,4.0,3.0,1
k2131,2743.0,255.7831,6.0,2.0,0
k1380,1032.0,123.1787,6.0,1.0,1
k6529,2743.0,78.3135,6.0,2.0,0
k5985,1494.0,261.2929,7.0,1.0,1
k4546,1530.0,93.3435,7.0,2.0,0
k7094,278.0,30.3645,7.0,3.0,0
k3510,0.0,291.1632,8.0,1.0,0
k385,0.0,91.7061,9.0,1.0,0
k1662,278.0,179.8889,4.0,2.0,0
k2971,518.0,306.7197,2.0,2.0,0
k1366,238.0,113.4063,1.0,1.0,0
k6744,358.0,137.3062,1.0,2.0,0
k3465,0.0,423.6272,7.0,1.0,0
k3010,0.0,92.7847,5.0,1.0,0
k5403,0.0,479.9021,9.0,1.0,0
k5111,0.0,106.6068,8.0,1.0,0
k5289,0.0,98.4124,7.0,1.0,0
k6753,0.0,441.3162,2.0,1.0,0
k638,0.0,415.5779,7.0,2.0,0
k22,0.0,190.9791,2.0,1.0,0
k7362,0.0,464.4276,7.0,1.0,0
k5078,0.0,0.0,4.0,4.0,0
k5946,0.0,532.3101,8.0,1.0,0
k2649,0.0,76.5572,9.0,1.0,0
k73,0.0,96.6488,10.0,1.0,0
k5048,0.0,114.5295,9.0,2.0,0
k2981,0.0,167.0838,9.0,4.0,0
k6010,0.0,806.7478,9.0,4.0,0
k1104,0.0,336.2648,6.0,1.0,0
k1421,0.0,157.9905,8.0,1.0,0
k2412,0.0,539.4238,8.0,1.0,0
k3679,0.0,89.4036,9.0,1.0,0
k6879,0.0,88.4081,10.0,1.0,0
k5605,119.0,102.8397,10.0,3.0,0
k5438,198.0,123.7619,10.0,2.0,1
k790,119.0,46.0652,10.0,3.0,0
k6165,337.0,167.4425,4.0,1.0,0
k6041,99.0,16.6433,4.0,2.0,0
k6143,398.0,49.6588,4.0,3.0,0
k7381,0.0,0.0,4.0,1.0,0
k6827,0.0,0.0,2.0,3.0,0
k1025,0.0,238.4785,3.0,2.0,0
k2843,0.0,125.3994,5.0,1.0,0
k1027,0.0,535.7257,7.0,1.0,0
k992,0.0,134.2013,10.0,1.0,0
k5426,0.0,118.0042,10.0,2.0,0
k2899,0.0,65.7419,10.0,3.0,0
k2341,0.0,210.7748,4.0,2.0,0
k2251,298.0,297.7046,1.0,1.0,0
k6507,0.0,414.4502,5.0,1.0,0
