Key_1_1,pupilDiamLag,regressLen,lastSaccLen
k5670,0.1994,0.0,94.4524
k5135,0.2759,0.0,68.5657
k6460,0.3034,0.0,135.0796
k5230,0.3034,0.0,132.8166
k4749,0.3034,0.0,210.0595
k7352,0.3034,0.0,293.5068
k3840,0.3034,0.0,455.4915
k2845,0.1059,0.0,201.446
k3865,0.1059,0.0,136.8804
k123,0.1059,0.0,315.7566
k6059,0.1059,2444.0,129.0475
k1352,0.1059,2226.0,400.0028
k5265,0.1059,0.0,85.3009
k1694,0.0354,0.0,67.1863
k3034,0.0354,0.0,146.5341
k6318,0.0639,0.0,142.088
k7307,0.0639,0.0,313.8571
k2036,0.0639,0.0,88.9297
k2129,0.2314,0.0,240.5047
k152,0.2314,457.0,458.033
k4468,0.2554,0.0,119.3786
k41,0.2789,0.0,168.6987
k7555,0.2789,0.0,137.2443
k3557,0.4939,0.0,193.3966
k4555,0.4939,0.0,0.0
k1098,0.1169,0.0,74.2849
k7323,0.0829,0.0,178.301
k4645,0.0624,0.0,189.1778
k5889,0.0334,0.0,322.2484
k3336,0.0139,0.0,370.9761
k204,-0.0176,0.0,134.1827
k633,0.0089,0.0,171.2381
k133,0.0089,1273.0,288.5212
k2539,0.0089,0.0,244.2478
k212,0.0089,0.0,271.5778
k354,0.0539,0.0,709.8204
k3026,0.0634,0.0,264.8971
k441,0.0634,0.0,280.7134
k7153,0.0634,0.0,213.0094
k119,0.0634,0.0,722.2557
k2986,0.0859,0.0,121.3796
k560,0.0859,1273.0,137.4382
k5036,0.0859,0.0,139.5323
k4512,0.0859,0.0,129.6784
k6287,0.0854,1273.0,77.2172
k7376,0.2943,0.0,114.0175
k6522,0.2978,0.0,152.9256
k6934,0.2978,0.0,102.5
k6217,0.2978,0.0,117.0043
k2425,0.2978,0.0,133.0564
k2116,0.2978,0.0,112.0379
k7438,0.0868,0.0,218.5006
k1243,0.0763,0.0,138.7921
k7308,0.0763,0.0,201.0305
k114,0.0813,0.0,508.0465
k4241,0.0813,0.0,87.1737
k6470,0.2168,0.0,130.1883
k3831,0.2703,0.0,103.9832
k76,0.2703,0.0,393.961
k2869,0.2703,0.0,173.6555
k1340,0.1968,0.0,171.0855
k5021,0.0823,0.0,124.5733
k2245,0.0823,0.0,82.4621
k5794,0.1298,0.0,153.9813
k4615,0.2128,3776.0,515.2439
k3879,0.2128,0.0,120.8139
k7501,0.1613,0.0,132.9596
k3213,0.5623,3776.0,125.8501
k940,0.5623,0.0,43.2695
k461,0.5623,0.0,88.8876
k1714,0.1383,0.0,194.2453
k3093,0.1383,0.0,180.2006
k786,0.1383,0.0,353.958
k4385,0.1383,0.0,772.1026
k7139,0.1383,0.0,128.2312
k2288,0.1233,4792.0,194.8153
k3394,0.0223,0.0,101.0
k6376,0.1853,0.0,213.5053
k4115,0.1853,0.0,101.8455
k5516,0.4488,0.0,103.5495
k7207,0.4488,4792.0,80.0078
k5523,0.4488,0.0,208.5402
k4998,0.4488,0.0,220.096
k5376,0.1968,0.0,276.6464
k3190,0.1968,0.0,273.7449
k2590,0.2003,0.0,132.5028
k232,0.2083,736.0,244.2396
k7496,0.2083,736.0,95.4385
k5252,0.0853,0.0,121.1218
k5409,0.0958,0.0,59.8415
k680,0.1138,0.0,165.9164
k3200,0.1538,0.0,129.2604
k7259,0.1538,0.0,129.3223
k5214,0.1978,0.0,338.9207
k6168,0.1978,0.0,437.0309
k1835,0.7263,0.0,116.2422
k1729,0.1378,0.0,124.0585
k5796,0.1378,2723.0,70.8467
k5364,0.1233,0.0,189.2564
k725,0.1233,0.0,89.8012
k971,0.0738,0.0,88.0696
k2021,0.3303,1590.0,274.8568
k7074,0.3303,0.0,183.0826
k7025,0.1676,0.0,101.4359
k1540,0.1676,0.0,258.9363
k5885,0.1611,0.0,150.3671
k5359,0.1611,0.0,157.8171
k6717,0.1611,2881.0,226.4757
k118,0.1611,0.0,97.4936
k7382,0.1391,0.0,75.3293
k4590,0.1391,0.0,86.7943
k156,0.0821,0.0,307.0102
k1787,0.0821,0.0,821.5024
k7493,0.0821,2881.0,340.2117
k4439,0.0821,0.0,121.6409
k7073,0.0841,0.0,157.3181
k25,0.0841,2585.0,278.004
k3724,0.1676,437.0,129.2478
k1554,0.1706,278.0,250.0785
k2505,0.1706,0.0,77.666
k474,0.2181,0.0,78.8432
k3970,0.2221,0.0,156.0008
k4625,0.2221,0.0,159.3212
k1190,0.1326,219.0,56.2228
k4,0.1326,0.0,158.0008
k4489,0.1326,219.0,189.6536
k356,0.1431,0.0,233.2349
k4927,0.1466,99.0,541.0501
k2721,0.1466,1391.0,126.0089
k2980,0.1466,0.0,192.0059
k1129,0.1466,1928.0,129.1395
k1004,0.1466,2306.0,194.6856
k2431,0.1466,0.0,365.9535
k3489,0.2246,994.0,124.6134
k1894,0.2401,3020.0,120.8387
k3204,0.2401,994.0,417.632
k4778,0.0751,6143.0,369.0166
k6516,0.0696,239.0,127.0984
k1038,0.0696,0.0,168.5007
k2011,0.0696,5487.0,105.3233
k6868,0.0696,0.0,198.0227
k2294,0.0696,0.0,138.5577
k2650,0.0696,0.0,116.3454
k6020,0.0271,2604.0,381.5659
k4733,0.0316,2306.0,89.0126
k117,0.0316,1928.0,85.3361
k1207,0.0316,1391.0,100.6293
k1506,0.0361,0.0,128.0088
k1361,0.0361,219.0,196.7803
k911,0.0756,0.0,214.2825
k5639,0.0756,99.0,109.1662
k2296,0.0756,0.0,498.2622
k4624,0.0756,1391.0,169.0044
k3455,0.0756,1928.0,186.1511
k3753,0.0756,2306.0,171.0117
k1944,0.0756,0.0,357.8243
k2681,0.0626,994.0,155.0
k4849,0.0626,0.0,182.8066
k2449,0.0831,3020.0,152.1003
k905,0.1391,239.0,159.38
k1878,0.1391,5487.0,245.002
k3221,0.1391,0.0,550.8223
k3587,0.1296,0.0,444.1804
k7089,0.1351,0.0,184.017
k617,0.1351,119.0,22.809
k139,0.1351,0.0,275.7
k2688,0.1351,0.0,471.8805
k2088,0.1396,0.0,105.5047
k6298,0.1396,0.0,425.0238
k5874,0.1396,0.0,514.3953
k4659,0.1341,0.0,55.7584
k3512,0.2406,0.0,163.6437
k1066,0.2406,0.0,140.1606
k2059,0.2406,0.0,257.3908
k2012,0.0386,0.0,82.4212
k1786,0.0681,1391.0,80.128
k2976,0.0681,0.0,236.9346
k7014,0.1211,1391.0,233.5048
k3991,0.1211,0.0,99.7647
k3473,0.1211,557.0,87.4486
k6577,0.1796,557.0,123.2325
k4642,0.1296,0.0,93.0054
k2510,0.1296,0.0,268.6471
k4290,0.1296,0.0,162.7775
k6225,0.1296,0.0,783.1706
k4486,0.1296,298.0,87.1321
k6656,0.1881,0.0,114.2804
k5912,0.1881,1391.0,90.3244
k4054,0.1226,557.0,103.1467
k2145,0.0966,0.0,249.2569
k7553,0.1771,2962.0,320.3268
k2944,0.2001,0.0,248.8785
k1555,0.1951,2962.0,103.2582
k3595,0.1039,0.0,119.0
k3830,0.1039,0.0,62.2294
k7218,0.1039,0.0,186.1196
k5793,0.1169,0.0,81.0586
k1827,0.5124,0.0,86.3308
k7581,0.5124,0.0,61.6786
k7355,0.1469,438.0,164.0732
k4986,0.1469,0.0,274.5656
k6675,0.1469,438.0,300.0104
k4158,0.1054,0.0,112.5278
k6607,0.1054,0.0,136.8
k2953,0.5964,0.0,218.1656
k889,0.5964,0.0,188.914
k2191,0.5964,0.0,190.8625
k7436,0.1159,1850.0,351.4232
k5899,0.1159,0.0,251.7628
k4371,0.1294,0.0,173.1416
k4526,0.1294,0.0,45.1359
k706,0.1294,0.0,755.4932
k2806,0.1529,0.0,348.5111
k3327,0.1529,0.0,90.7373
k3608,0.0924,0.0,95.7079
k1621,0.0924,0.0,140.4724
k4866,0.0924,0.0,421.9034
k5589,0.0819,0.0,307.6792
k2901,0.0819,0.0,510.8035
k2310,0.0819,0.0,174.6461
k3543,0.0819,0.0,113.9517
k4333,0.0509,0.0,194.9006
k7091,0.0764,0.0,173.8368
k2839,0.0814,1850.0,77.1038
k2817,-0.0171,0.0,149.7707
k6461,0.0039,0.0,0.0
k1470,0.2099,0.0,884.5575
k6865,0.2099,0.0,220.0528
k6231,0.2099,0.0,106.0389
k3758,0.2099,0.0,381.1263
k6107,0.2059,0.0,143.0638
k558,0.1309,2903.0,257.2086
k3634,0.1309,0.0,246.7919
k2014,0.2074,934.0,241.2494
k4114,0.2094,0.0,238.7179
k3001,0.2094,0.0,725.1
k6626,0.2094,2903.0,120.6451
k5692,0.2049,0.0,101.0111
k289,0.1449,0.0,94.5304
k1777,0.0989,0.0,148.054
k3802,0.0989,0.0,162.2421
k4912,0.0989,0.0,205.9235
k4117,0.0989,0.0,127.7047
k3502,0.0989,0.0,468.7177
k4493,0.1174,2903.0,84.8896
k2483,0.1174,0.0,113.3854
k6715,0.1174,0.0,470.5327
k2939,0.0989,0.0,244.5736
k1239,0.0989,934.0,83.3562
k229,0.0989,0.0,576.5312
k7468,0.0989,0.0,190.5151
k5600,0.0989,0.0,934.2292
k5729,0.1274,0.0,126.58
k2043,0.1274,458.0,113.3711
k2025,0.1294,955.0,142.4114
k4482,0.1294,199.0,205.4343
k7199,0.1294,0.0,131.0057
k2496,0.1294,0.0,247.2231
k5362,0.1429,0.0,294.7003
k4782,0.1429,0.0,121.4434
k3307,0.1429,3620.0,103.4843
k7007,0.1254,3620.0,591.0763
k2750,0.1189,458.0,66.191
k7559,0.1189,458.0,174.5
k7507,0.1189,0.0,306.9796
k175,0.1359,955.0,53.2259
k5150,0.2389,199.0,132.5009
k4536,0.2389,955.0,99.6519
k99,0.2389,0.0,135.7765
k1181,0.2389,0.0,155.7153
k1037,0.2389,0.0,142.486
k1346,0.2389,0.0,145.6511
k4712,0.2344,3620.0,157.5508
k6300,0.1319,0.0,229.7129
k1961,0.3684,0.0,166.2897
k3658,0.1034,0.0,211.5095
k2908,0.1034,0.0,152.4508
k4898,0.0854,0.0,358.8109
k938,0.1794,0.0,228.6099
k7135,0.0489,0.0,306.7544
k82,0.0489,0.0,304.9004
k5654,-0.0216,0.0,216.2088
k1636,0.0079,0.0,133.4541
k3952,0.0079,0.0,253.6912
k4710,0.0874,0.0,176.098
k4267,0.1229,0.0,149.5201
k4584,0.1229,0.0,150.5075
k7601,0.1694,0.0,160.0195
k3623,0.1819,0.0,175.5007
k4103,0.1819,0.0,178.7659
k7037,0.1819,0.0,139.23
k4848,0.3018,0.0,254.0049
k4796,0.3018,398.0,37.0135
k7399,0.3018,0.0,94.5423
k1020,0.3158,398.0,176.0178
k2136,0.3158,0.0,106.8
k4341,0.3158,0.0,369.041
k6422,0.2948,755.0,59.7369
k5558,0.2948,0.0,270.9142
k5805,0.2793,755.0,98.5812
k7238,0.2563,3958.0,75.1798
k7107,0.2848,0.0,96.6049
k3607,0.2768,0.0,221.338
k4438,0.2768,0.0,471.9883
k3453,0.2768,0.0,0.0
k6482,0.2768,0.0,0.0
k384,0.2343,816.0,63.502
k6369,0.3843,0.0,212.9519
k3757,0.3843,0.0,64.158
k2584,0.4623,0.0,39.6138
k1987,0.4623,0.0,85.0368
k2513,0.4623,0.0,227.2427
k6351,0.4623,0.0,661.274
k3155,0.0643,0.0,347.5245
k6430,0.3568,0.0,186.6039
k3907,0.3568,0.0,81.0015
k6118,0.0188,0.0,232.8626
k5138,0.0263,0.0,98.9949
k325,0.0263,0.0,84.7835
k2779,0.1793,0.0,174.5236
k4596,0.1793,0.0,66.2212
k2188,0.1793,0.0,276.0349
k1547,0.6678,437.0,683.9819
k7030,0.1208,0.0,0.0
k4232,0.6678,437.0,0.0
k5077,0.0438,0.0,171.1213
k6629,0.0438,537.0,86.6631
k365,0.0438,696.0,100.6007
k6902,0.0438,537.0,123.4555
k1943,0.0438,0.0,182.9624
k6462,0.0438,0.0,261.6305
k3481,0.0438,139.0,65.1959
k2718,0.0328,696.0,105.0536
k386,0.0418,0.0,101.2978
k4964,0.3878,0.0,64.9327
k4804,0.3878,0.0,95.5955
k4472,0.3878,0.0,70.8414
k1390,0.1592,0.0,198.4452
k1613,0.2087,2105.0,103.3852
k2052,0.4262,2105.0,80.1265
k4569,0.0487,0.0,148.9178
k398,0.1167,159.0,62.1168
k257,0.1167,0.0,53.3385
k159,0.1167,159.0,27.2259
k4301,0.1167,5783.0,132.6386
k6297,0.1232,0.0,102.5305
k1553,0.2992,4631.0,222.7717
k6240,0.3377,0.0,262.2794
k5053,0.3377,0.0,98.8433
k3736,0.3377,0.0,70.4006
k5501,0.2352,0.0,256.9012
k6293,0.2352,2981.0,314.5064
k6612,0.2352,0.0,506.5385
k4941,0.2352,0.0,113.1923
k6207,0.2202,0.0,90.0056
k5894,0.2202,219.0,52.5405
k5228,0.2202,0.0,191.2126
k529,0.2202,0.0,440.1548
k2754,0.1102,1034.0,198.1338
k6781,0.0837,0.0,211.254
k593,0.0837,458.0,142.4649
k5774,0.0837,80.0,24.4591
k6290,0.0462,0.0,163.2766
k4070,0.0767,458.0,291.0348
k3717,0.0767,0.0,99.5013
k6128,0.0767,0.0,221.009
k4794,0.0767,776.0,751.6465
k393,0.0767,239.0,31.504
k2636,0.0767,1034.0,172.529
k4407,0.0767,0.0,420.8622
k5771,0.0957,457.0,26.6177
k4951,0.1267,457.0,49.0026
k5057,0.1267,0.0,208.8043
k687,0.1267,0.0,138.067
k2409,0.1267,676.0,162.2968
k1466,0.1267,0.0,211.029
k7489,0.1567,676.0,158.7278
k7154,0.1567,0.0,229.9418
k271,0.1567,0.0,110.2384
k4018,0.1567,219.0,199.29
k6518,0.1567,219.0,140.4315
k2993,0.1567,0.0,267.8927
k4379,0.1567,0.0,177.5176
k6024,0.1567,0.0,68.9094
k3611,0.1427,199.0,881.0817
k1006,0.1427,0.0,120.3007
k3021,0.2482,0.0,225.2521
k2307,0.0467,0.0,240.9502
k2313,0.0467,855.0,195.5019
k6533,0.0467,0.0,66.5676
k6216,0.0467,0.0,124.3262
k7332,0.0467,0.0,112.9004
k4326,0.0467,0.0,111.1002
k1559,0.0467,1173.0,92.9368
k6104,0.0467,0.0,237.5132
k4987,0.0467,5921.0,111.7229
k1997,0.0622,0.0,54.5619
k6567,0.0622,0.0,89.1866
k376,0.0622,0.0,170.9218
k7011,0.0622,0.0,79.1991
k5514,0.1037,199.0,148.5034
k3601,0.1037,0.0,652.0276
k215,0.2587,0.0,151.1101
k6019,0.2587,0.0,262.2251
k6553,0.2587,0.0,235.3853
k4979,0.2327,0.0,98.256
k6945,0.2327,5921.0,248.7594
k4363,0.2327,0.0,158.7931
k324,0.1332,0.0,139.0225
k734,0.1332,0.0,240.6741
k5707,0.1332,179.0,669.6501
k5299,0.1332,5921.0,265.0005
k883,0.1332,0.0,123.0498
k3145,0.1332,0.0,228.0197
k4116,0.1332,199.0,572.5055
k60,0.1242,0.0,90.5055
k2725,0.1446,1411.0,128.6944
k7226,0.1446,219.0,135.4862
k6410,0.1446,8606.0,133.0883
k6195,0.2076,0.0,111.0281
k1161,0.2496,616.0,114.1337
k2495,0.2496,4592.0,87.0919
k5668,0.0161,5169.0,156.7586
k5393,0.0886,4592.0,151.514
k5811,0.0956,1710.0,289.9418
k5016,0.1251,139.0,57.8468
k724,0.1251,2366.0,146.4283
k2122,0.1681,1710.0,52.0
k2674,0.1681,1213.0,156.5288
k1896,0.1681,8606.0,80.05
k1249,0.2366,0.0,131.6368
k742,0.2366,0.0,363.1463
k6253,0.2366,219.0,59.5189
k1490,0.2366,1213.0,67.5
k5302,0.2366,1710.0,132.1855
k1400,0.2366,0.0,103.4517
k821,0.2366,2366.0,182.3904
k2131,0.2366,616.0,118.423
k1380,0.2366,0.0,108.9036
k6529,0.2031,616.0,222.2639
k5985,0.1906,4592.0,124.8779
k4546,0.1906,5169.0,151.6394
k7094,0.2486,0.0,425.2473
k3510,0.1741,0.0,106.0248
k385,0.1741,0.0,133.1841
k1662,0.0686,0.0,105.0536
k2971,0.0766,0.0,69.9946
k1366,0.0766,318.0,111.2531
k6744,0.0766,0.0,219.8551
k3465,0.1926,0.0,67.309
k3010,0.1926,0.0,136.2066
k5403,0.1926,0.0,92.5662
k5111,0.1411,0.0,66.0984
k5289,0.1411,0.0,453.7744
k6753,0.3311,0.0,703.7565
k638,0.5936,0.0,497.0362
k22,0.5936,0.0,848.7744
k7362,0.5936,0.0,32.1403
k5078,0.2081,0.0,293.3812
k5946,0.2206,0.0,78.5828
k2649,0.2206,0.0,113.3181
k73,0.2206,0.0,157.7862
k5048,0.2206,0.0,181.1353
k2981,0.0651,417.0,830.0208
k6010,0.0651,417.0,682.6377
k1104,0.2496,0.0,128.8507
k1421,0.2496,0.0,105.3862
k2412,0.2496,0.0,84.5237
k3679,0.0376,0.0,101.6772
k6879,0.0376,0.0,137.7942
k5605,0.0376,2960.0,64.8267
k5438,0.0376,0.0,98.9103
k790,0.0376,2960.0,910.9391
k6165,0.1176,0.0,89.0505
k6041,0.1176,0.0,193.1457
k6143,0.1176,0.0,0.0
k7381,0.0831,0.0,242.0294
k6827,0.0591,0.0,186.784
k1025,0.1031,0.0,75.738
k2843,0.1031,0.0,116.5011
k1027,0.2126,0.0,100.4241
k992,0.2126,0.0,124.1219
k5426,0.2126,0.0,109.5091
k2899,0.2126,0.0,40.6602
k2341,0.1286,0.0,103.7654
k2251,0.1171,5566.0,90.0347
k6507,0.1171,0.0,120.501
k6825,0.1171,636.0,263.257
k3149,0.1371,0.0,224.1082
k6066,0.2636,616.0,183.4973
k7585,0.2636,3260.0,92.5419
k2661,0.2636,5566.0,99.4585
k5579,0.2636,3260.0,257.0146
k930,0.1986,0.0,122.3162
k5548,0.1986,0.0,87.3284
k432,0.0766,3239.0,105.1023
k4250,0.1696,0.0,113.1923
k1855,0.1696,616.0,142.0088
k4666,0.1696,5566.0,236.244
k7320,0.1206,3239.0,175.9638
k2435,0.4183,0.0,82.3119
k6187,0.4183,159.0,57.5196
k3850,0.1829,0.0,158.1779
k4091,0.1829,0.0,0.0
k3039,0.4183,0.0,0.0
k4627,0.1653,2027.0,130.173
k258,0.1653,0.0,359.0198
k7142,0.2758,0.0,58.6963
k6208,0.2758,0.0,203.2265
k6259,0.1538,0.0,170.0
k3683,0.2718,0.0,150.7224
k6080,0.1023,0.0,27.2029
k2306,0.1079,0.0,55.5563
k6837,0.2379,2665.0,272.9194
k3570,0.2218,0.0,122.3622
k4761,0.0883,0.0,146.3771
k3432,0.1739,119.0,58.2001
k3649,0.1739,0.0,96.6049
k3819,0.1739,0.0,437.9235
k2716,0.0259,0.0,477.3306
k6540,0.0259,198.0,224.6091
k7242,0.0259,99.0,43.2666
k1204,0.0259,518.0,131.9185
k6713,0.0524,478.0,56.0803
k319,0.1729,0.0,95.7627
k2416,0.1729,0.0,233.637
k5280,0.1308,795.0,33.2415
k6824,0.1308,478.0,84.4423
k3718,0.1308,518.0,635.4725
k922,0.1308,0.0,556.4396
k1933,0.1213,795.0,94.6678
k5007,0.0969,99.0,70.7831
k1864,0.0838,795.0,94.5
k1372,0.0838,478.0,384.5939
k3689,0.0723,0.0,179.5341
k7475,0.0723,0.0,626.4761
k2335,0.4189,0.0,129.4025
k6774,0.4189,357.0,164.6853
k3934,0.3453,0.0,91.7878
k1643,0.3453,0.0,87.3742
k1580,0.3453,159.0,94.5013
k7186,0.3453,0.0,233.0649
k5823,0.2394,0.0,239.0612
k983,0.2394,0.0,454.7202
k4867,0.2394,357.0,173.1416
k112,0.2394,0.0,104.0
k3788,0.2394,357.0,225.9657
k5245,0.2394,0.0,249.6643
k3491,0.2394,0.0,109.7463
k639,0.2173,0.0,140.5436
k6615,0.2173,0.0,83.2541
k6729,0.2173,0.0,151.0406
k994,0.2173,0.0,471.365
k649,0.2173,0.0,242.0186
k3389,0.2173,0.0,145.4519
k4591,0.2173,0.0,0.0
k6904,0.1404,0.0,110.1635
k1254,0.1404,0.0,66.9216
k2094,0.4009,0.0,45.5439
k3960,0.4009,0.0,68.6477
k4995,0.2724,0.0,121.2023
k3589,0.2724,0.0,99.4409
k1574,0.2639,0.0,75.6208
k5258,0.2339,0.0,101.1781
k840,0.2339,0.0,316.1914
k4980,0.2339,99.0,79.577
k6587,0.2874,179.0,90.3562
k2072,0.2874,99.0,117.0694
k4971,0.2874,0.0,395.5114
k1168,0.2874,0.0,96.8814
k1360,0.2874,0.0,197.8061
k7584,0.2874,0.0,663.8392
k1225,0.2874,0.0,58.1485
k2414,0.2874,0.0,72.0347
k198,0.0969,0.0,98.8243
k4874,0.0969,0.0,202.021
k5320,0.0169,0.0,168.087
k5257,0.0169,0.0,535.3001
k4226,0.1259,0.0,154.7966
k6654,0.1259,0.0,151.0075
k685,0.0844,0.0,187.7472
k5987,0.0904,99.0,102.2008
k1746,0.0904,0.0,201.3864
k2903,0.2334,0.0,35.9201
k3483,0.2214,0.0,324.6448
k1153,0.2449,0.0,79.0142
k2233,0.2454,0.0,125.073
k3714,0.3014,0.0,72.5207
k6441,0.3014,0.0,352.7694
k4137,0.0969,0.0,644.3456
k6023,0.0969,0.0,167.5366
k5648,0.1139,0.0,249.0848
k1582,0.1609,0.0,124.2578
k32,0.1609,0.0,522.2511
k3899,0.1814,3597.0,41.14
k7260,0.2524,3259.0,103.5917
k5854,0.2524,3597.0,75.6637
k4133,0.2524,3597.0,196.6037
k6230,0.2524,0.0,172.9653
k6126,0.2524,616.0,109.4098
k5610,0.2524,3259.0,312.4684
k7578,0.2104,0.0,339.4971
k1825,0.2104,616.0,87.6727
k7211,0.1194,0.0,142.3938
k493,0.1194,0.0,169.8249
k1298,0.1054,0.0,277.4968
k5878,0.0499,616.0,46.2709
k4643,0.1709,3259.0,321.9231
k6989,0.1709,0.0,223.4284
k6214,0.8089,1750.0,134.0196
k5172,0.8089,3597.0,240.0271
k5919,0.3264,119.0,227.5659
k2196,0.3264,1791.0,306.1066
k4239,0.3264,4931.0,587.1226
k562,0.3264,4473.0,102.2314
k2363,0.3264,279.0,181.0249
k4977,0.3264,0.0,148.9841
k5612,0.3214,0.0,158.2024
k4319,0.2954,4473.0,82.0015
k5422,0.2954,2646.0,306.8391
k6978,0.1729,4912.0,151.1895
k4961,0.1339,4931.0,586.3519
k1331,0.1494,2646.0,317.2873
k5425,0.1314,4473.0,106.48
k5060,0.1224,1791.0,196.5204
k6381,0.1649,4473.0,200.3378
k2422,0.1649,4473.0,97.3242
k3938,0.1649,279.0,217.7918
k2490,0.1819,279.0,80.2153
k33,0.3234,1791.0,121.1084
k2143,0.3404,2646.0,167.7982
k5042,0.3404,4912.0,202.5913
k3755,0.3404,0.0,395.6959
k5763,0.3404,4931.0,56.3604
k7213,2.9684,0.0,122.6469
k3255,2.9684,0.0,217.3045
k2168,2.9684,0.0,209.457
k3411,2.9684,0.0,54.1872
k4686,2.9684,0.0,1246.5482
k39,2.9684,0.0,0.0
k3357,0.7454,0.0,209.1345
k5233,0.6819,0.0,71.3863
k5355,2.3504,0.0,180.5028
k3112,2.3504,0.0,97.1249
k1824,2.2879,0.0,78.2768
k6134,2.3504,0.0,429.7726
k1539,0.6274,0.0,394.1427
k1166,1.5359,0.0,258.9947
k4825,1.5854,299.0,441.5725
k5435,1.5854,279.0,178.362
k2511,1.5854,0.0,229.2886
k6258,2.3554,1095.0,123.1686
k1663,2.3554,1095.0,0.0
k5740,0.4999,0.0,144.7498
k4906,0.4999,0.0,495.4203
k5691,0.3379,718.0,752.7378
k1269,0.3729,0.0,87.5471
k4155,0.3729,0.0,393.749
k2223,0.3729,0.0,72.7496
k1622,0.3729,0.0,276.1386
k548,0.3729,319.0,1215.5355
k5847,0.3729,0.0,219.2373
k2974,0.5974,0.0,117.2774
k4990,0.5974,0.0,263.1511
k2796,0.7594,179.0,207.0054
k3828,1.8894,419.0,181.3464
k5537,1.8894,199.0,320.1265
k3609,1.8894,179.0,388.6811
k5608,1.8894,0.0,60.7063
k6260,2.0074,2112.0,109.7474
k5436,2.0074,0.0,150.1441
k3431,2.0074,0.0,270.0468
k191,2.0074,179.0,1317.3121
k1237,2.0074,0.0,141.0009
k6924,2.0074,0.0,154.6165
k947,2.0074,419.0,1641.2124
k2220,2.0074,0.0,68.5073
k5133,2.0074,0.0,0.0
k5748,2.6859,0.0,66.3042
k1874,1.8859,0.0,76.6045
k6373,2.2779,0.0,161.0419
k2627,2.2779,299.0,104.5813
k5943,2.2779,558.0,330.5771
k187,2.2779,299.0,251.0841
k1015,1.4619,0.0,62.6997
k5673,2.7764,0.0,175.0671
k3632,-0.0006,0.0,133.4138
k6163,-0.6566,0.0,72.5017
k6801,-0.6566,0.0,174.0
k169,-0.5396,0.0,83.5015
k504,-0.4376,856.0,197.1427
k977,-0.4286,0.0,202.2474
k2542,-0.1566,0.0,192.585
k4674,-0.1566,856.0,156.0513
k5273,-0.1566,0.0,103.5193
k5825,-0.1566,0.0,55.5203
k7058,-0.1566,0.0,726.0062
k7591,1.0804,0.0,981.6314
k2006,1.5602,0.0,59.1354
k4209,1.9002,0.0,72.4655
k1685,2.1322,3388.0,64.438
k476,0.6492,0.0,975.1833
k3277,1.4382,3388.0,132.035
k4978,0.9767,0.0,122.083
k330,0.9767,3388.0,224.6892
k6485,0.2277,638.0,140.6983
k3110,-0.3453,6098.0,168.6179
k1296,-0.3453,0.0,126.321
k2095,-0.3453,6098.0,80.8486
k3825,-0.3453,179.0,206.202
k4775,-0.3453,638.0,83.8824
k6984,-0.3453,0.0,949.6416
k4143,-0.3453,0.0,124.5161
k2204,-0.3948,60.0,1187.5692
k7102,-0.3948,6098.0,1179.4483
k4275,-0.0563,60.0,86.2047
k3824,-0.0563,0.0,346.6446
k841,0.6347,0.0,100.5448
k3046,1.0497,0.0,301.371
k2297,1.8132,0.0,1242.8175
k4102,1.8132,0.0,181.7973
k4416,4.4917,6098.0,229.752
k5966,0.3987,578.0,114.4137
k2776,0.5577,0.0,77.4758
k7567,0.5577,1494.0,203.0794
k4411,0.1557,578.0,110.3653
k2236,0.1557,0.0,69.7173
k4769,-0.0783,578.0,143.8923
k3956,-0.7208,0.0,155.9848
k4339,-0.8588,0.0,267.5916
k4558,-0.8588,0.0,678.6019
k2109,0.6117,0.0,222.797
k4612,0.0597,0.0,217.6718
k667,0.0737,0.0,399.0492
k5859,0.0737,0.0,157.0963
k2575,0.0737,0.0,118.9222
k7570,0.2517,0.0,122.7243
k5129,0.5427,0.0,95.7209
k4355,0.9047,0.0,74.788
k2691,0.9047,0.0,266.3691
k2699,0.9047,0.0,198.0101
k1653,1.4757,0.0,320.8913
k4828,0.8192,0.0,187.9661
k5826,0.8192,0.0,59.7013
k6465,0.8787,0.0,155.5289
k7143,0.9107,0.0,155.2329
k5836,0.9107,1036.0,570.8023
k439,0.9107,0.0,151.8988
k5526,0.7677,0.0,91.5874
k3564,0.6472,0.0,115.4784
k7137,0.6472,1036.0,386.4848
k3113,-0.0498,0.0,143.0219
k303,-0.2753,0.0,1179.6704
k6855,-0.1378,896.0,116.5172
k5204,0.0617,0.0,80.9475
k5984,0.2482,0.0,103.0364
k4789,0.2482,896.0,84.0015
k4724,0.2482,0.0,129.7787
k1417,0.2482,0.0,111.7195
k6175,0.2482,0.0,829.4607
k1779,1.4162,0.0,169.5184
k2628,0.4662,0.0,121.1466
k6588,0.8567,0.0,125.4472
k7433,0.8567,0.0,216.985
k3636,0.8567,1593.0,154.6367
k5424,0.3057,1593.0,50.1597
k6319,-0.0218,597.0,107.1972
k582,0.7267,0.0,102.2069
k3680,0.7267,0.0,1242.8944
k4575,0.7267,597.0,131.0057
k3310,0.7267,0.0,222.0023
k1610,0.7267,0.0,186.8241
k2323,0.7267,0.0,726.199
k383,0.3472,0.0,130.5527
k5001,0.6497,0.0,114.0537
k1138,1.2217,0.0,337.7965
k3160,1.3177,0.0,68.6822
k3426,1.196,0.0,100.0012
