Key_1_1,landingPos,firstSaccLen,P2stFixation
k4084,21.2191,96.1054,0
k4983,13.4164,264.5043,0
k1676,57.3149,169.6445,0
k6798,60.0521,174.3395,0
k45,74.6676,246.8694,0
k4100,42.7463,0.0,1
k7,52.5381,98.1542,1
k1511,91.9905,92.0054,0
k4766,52.7091,165.4093,1
k2142,84.5237,278.004,1
k5568,76.9708,106.0189,1
k2787,74.2378,134.5149,1
k375,37.8583,106.3602,0
k5933,36.4314,109.4166,0
k5594,40.1123,320.8913,0
k110,65.1249,93.5481,0
k2292,49.0408,151.9186,0
k4742,88.278,0.0,0
k887,19.0066,191.802,0
k1335,13.0384,173.8368,1
k5311,27.0416,618.2952,0
k56,51.6236,277.6545,1
k5838,89.9847,389.9551,0
k6308,62.0081,0.0,0
k5507,83.006,87.0933,0
k739,24.6982,165.0068,0
k2207,8.7321,141.1471,0
k1170,101.5788,185.0007,0
k79,164.5144,221.6269,0
k1860,75.4801,84.7127,1
k5061,37.8054,196.3288,0
k276,157.156,478.8037,0
k6045,67.3146,314.0334,1
k477,79.2591,145.8124,1
k5766,25.0599,191.7062,1
k768,145.2902,328.3146,0
k7452,42.3232,713.9009,1
k6341,7.7782,64.0312,1
k6718,61.5325,79.4292,0
k3303,48.5644,134.2097,0
k1976,43.5488,214.6311,0
k2228,65.9564,218.9806,0
k1958,105.3055,119.3032,0
k6784,19.5,90.1804,0
k2799,43.6606,451.0809,0
k6433,144.8189,185.1385,0
k551,123.5253,163.5619,0
k6110,109.6643,269.919,0
k5272,106.3967,300.5204,0
k7392,78.7544,267.9151,0
k3712,32.0351,228.6974,0
k1597,13.4629,885.2878,1
k7447,101.7706,0.0,0
k1211,19.1638,106.0578,0
k5128,20.0062,124.5361,0
k1375,92.1954,278.2813,1
k3676,20.6155,146.2771,0
k5649,58.7133,150.0675,0
k4940,83.5374,226.505,0
k3839,40.5123,135.7765,0
k1798,98.1186,111.4641,0
k7571,76.8651,218.0166,0
k5706,112.0279,219.5091,0
k1734,67.5,708.5176,1
k1793,89.6172,0.0,0
k3278,80.0391,747.6505,1
k3330,140.0571,197.5057,0
k1273,118.1397,64.158,1
k787,20.573,83.1685,0
k7380,98.0434,480.3543,0
k923,57.1074,356.6287,1
k344,124.1471,486.1548,0
k6058,81.6241,115.9741,0
k2008,20.2485,359.2944,1
k5660,114.5098,0.0,1
k2973,35.5106,165.0969,0
k5686,107.7033,321.8113,0
k1717,39.0544,520.4087,1
k6559,99.169,620.942,1
k4901,13.2382,108.0567,0
k4165,97.8621,248.0952,0
k5856,91.3592,62.0987,1
k5004,93.5053,80.0078,1
k5926,172.0182,477.3955,1
k2827,1.5811,456.5403,1
k4861,13.4536,156.5799,1
k1401,84.1204,319.8664,1
k7483,7.1589,423.5024,1
k2378,194.5411,382.5735,1
k4364,69.1809,341.0092,1
k4233,42.6878,131.0506,1
k4149,49.5631,721.5028,1
k5782,9.3941,133.0338,1
k6721,88.278,73.4456,1
k5615,68.3411,235.6061,0
k4009,40.783,161.6168,1
k2804,88.3883,402.5102,0
k2875,90.5677,225.5272,0
k2240,64.5368,220.2504,0
k6806,85.9069,64.2806,0
k5309,47.101,427.7116,0
k860,17.9025,329.0745,0
k5783,124.7257,239.2305,0
k2664,9.8615,260.0173,0
k6639,60.0187,651.8178,0
k6795,89.5056,114.5535,0
k893,8.7464,201.4528,1
k5722,68.4726,305.5311,1
k1892,172.0705,183.5436,1
k1500,115.2931,258.9295,1
k4519,74.5822,140.6707,0
k1000,119.852,252.9056,1
k3521,15.9138,85.0368,0
k480,26.0048,67.5666,0
k6624,30.9233,580.7075,0
k111,72.2098,90.1124,0
k4717,45.8939,531.4344,0
k5816,47.1832,127.501,1
k6180,46.5859,60.6671,0
k1155,50.5025,299.9775,1
k2853,75.634,83.8824,1
k3887,18.7683,192.9747,1
k5068,20.0998,0.0,0
k1821,39.9531,388.0081,0
k2357,58.9958,186.3867,0
k5670,88.1717,580.9038,0
k5135,76.2512,199.1212,0
k6460,46.6154,102.9684,1
k5230,84.0952,135.0796,0
k4749,71.9462,132.8166,0
k7352,83.3847,210.0595,0
k3840,70.7142,293.5068,1
k2845,45.5,184.5644,1
k3865,136.0331,201.446,1
k123,69.4586,136.8804,1
k6059,18.7417,315.7566,1
k1352,156.0417,129.0475,1
k5265,27.2809,400.0028,1
k1694,76.2529,0.0,0
k3034,26.0432,67.1863,0
k6318,48.3451,146.5341,0
k7307,93.5909,142.088,0
k2036,62.7415,313.8571,0
k2129,101.1781,72.3343,0
k152,45.7957,240.5047,0
k4468,12.9035,458.033,0
k41,22.1923,119.3786,0
k7555,99.1022,168.6987,0
k3557,82.6801,137.2443,1
k4555,42.2019,919.1632,1
k1098,96.5725,70.8025,0
k7323,63.6003,86.6444,1
k4645,101.2744,178.301,1
k5889,130.2162,189.1778,0
k3336,27.0416,142.678,0
k204,82.5969,370.9761,0
k633,21.2132,134.1827,0
k133,24.1299,171.2381,1
k2539,96.7536,288.5212,1
k212,51.5606,244.2478,1
k354,31.5,271.5778,1
k3026,117.2732,86.7006,0
k441,148.5842,264.8971,0
k7153,113.4868,280.7134,0
k119,59.1291,213.0094,0
k2986,34.5326,220.5924,1
k560,41.503,121.3796,1
k5036,47.8774,137.4382,1
k4512,45.5439,139.5323,1
k6287,46.8882,296.5034,1
k7376,32.4692,335.1869,0
k6522,7.5166,114.0175,0
k6934,72.8457,152.9256,0
k6217,54.2517,89.8888,0
k2425,68.1652,117.0043,0
k2116,72.2721,133.0564,0
k7438,62.0504,0.0,0
k1243,116.9273,218.5006,0
k7308,37.4233,138.7921,0
k114,105.2723,201.0305,0
k4241,19.5576,508.0465,0
k6470,98.0204,90.6973,1
k3831,97.6281,526.9843,0
k76,69.161,103.9832,0
k2869,71.8401,393.961,1
k1340,85.3815,173.6555,1
k5021,30.9233,0.0,1
k2245,134.578,373.9803,1
k5794,93.2269,49.6639,1
k4615,48.8774,153.9813,1
k3879,192.5526,407.9571,1
k7501,91.6038,692.9939,1
k3213,65.0173,90.0472,1
k940,101.789,125.8501,0
k461,50.4207,43.2695,0
k1714,29.4279,482.6391,0
k3093,55.5563,194.2453,1
k786,76.5147,180.2006,1
k4385,159.227,353.958,0
k7139,65.0692,142.0079,0
k2288,84.4408,410.2734,1
k3394,59.357,96.9459,1
k6376,81.5552,101.357,1
k4115,161.5008,213.5053,1
k5516,66.7776,755.5372,0
k7207,90.3064,103.5495,1
k5523,116.182,80.0078,0
k4998,25.4804,208.5402,0
k5376,101.8835,0.0,0
k3190,49.0433,276.6464,0
k2590,93.6496,574.8211,0
k232,62.4039,88.4096,1
k7496,90.7965,681.7692,1
k5252,72.9932,536.1,0
k5409,67.9559,121.1218,0
k680,13.6565,89.68,0
k3200,72.8371,494.5283,0
k7259,111.3643,129.2604,0
k5214,122.9075,344.2216,0
k6168,31.6623,338.9207,0
k1835,56.225,370.4582,1
k1729,53.782,541.0333,0
k5796,15.8824,124.0585,0
k5364,7.2801,70.8467,0
k725,34.6771,189.2564,0
k971,16.6208,89.8012,0
k2021,14.0,259.2552,0
k7074,44.139,274.8568,0
k7025,119.4194,0.0,0
k1540,52.5214,101.4359,0
k5885,68.2825,179.8506,0
k5359,29.2318,150.3671,0
k6717,38.9005,157.8171,1
k118,81.7588,169.5435,1
k7382,63.5472,97.4936,1
k4590,52.5095,75.3293,1
k156,100.0612,77.0406,0
k1787,69.5881,307.0102,0
k7493,59.808,821.5024,1
k4439,101.5012,340.2117,1
k7073,138.4865,194.5829,1
k25,14.8071,157.3181,1
k3724,27.7308,407.511,0
k1554,28.7141,129.2478,0
k2505,112.1985,250.0785,1
k474,97.4166,77.666,1
k3970,80.5248,78.8432,1
k4625,28.7924,156.0008,1
k1190,10.0,0.0,1
k4,77.579,56.2228,1
k4489,114.4388,158.0008,1
k356,64.2515,189.6536,1
k4927,29.0043,233.2349,1
k2721,107.5,541.0501,1
k2980,6.265,126.0089,0
k1129,74.0017,192.0059,1
k1004,117.0523,129.1395,1
k2431,36.7049,194.6856,0
k3489,63.5079,623.7708,1
k1894,86.1452,48.0208,0
k3204,70.2282,120.8387,1
k4778,3.9051,100.6591,1
k6516,43.0465,369.0166,1
k1038,42.3615,127.0984,1
k2011,22.3215,168.5007,1
k6868,8.4853,105.3233,0
k2294,109.5,198.0227,0
k2650,80.399,138.5577,0
k6020,28.6356,71.0282,1
k4733,20.1804,381.5659,1
k117,86.0523,89.0126,1
k1207,127.0089,85.3361,1
k1506,77.0146,100.6293,1
k1361,98.1542,128.0088,1
k911,115.4123,196.7803,1
k5639,45.5467,214.2825,1
k2296,35.5844,109.1662,1
k4624,71.8923,498.2622,1
k3455,61.9556,169.0044,1
k3753,116.0097,186.1511,1
k1944,8.1394,171.0117,0
k2681,67.4463,163.0989,1
k4849,100.3606,155.0,0
k2449,71.7844,182.8066,0
k905,28.3064,152.1003,1
k1878,112.5044,159.38,1
k3221,161.3103,245.002,0
k3587,37.4066,0.0,0
k7089,83.7929,253.7504,0
k617,10.5475,184.017,0
k139,69.4064,22.809,0
k2688,91.6106,275.7,0
k2088,81.5138,266.1508,1
k6298,60.5516,179.3551,0
k5874,5.2202,425.0238,0
k4659,42.9418,514.3953,0
k3512,25.0,55.7584,0
k1066,9.5131,163.6437,0
k2059,79.8389,140.1606,0
k2012,60.9036,0.0,1
k1786,39.5506,82.4212,1
k2976,68.3593,80.128,1
k7014,82.5984,111.8403,1
k3991,38.5811,233.5048,1
k3473,119.5847,374.3237,1
k6577,97.6588,215.1192,1
k4642,10.0,546.6736,0
k2510,74.7412,93.0054,0
k4290,70.9454,268.6471,0
k6225,7.5,162.7775,0
k4486,96.6294,783.1706,0
k6656,57.5543,87.1321,1
k5912,61.8547,114.2804,1
k4054,64.002,301.5332,1
k2145,46.0435,0.0,0
k7553,108.3421,672.0314,1
k2944,117.0171,124.139,0
k1555,79.8326,624.1036,1
k3595,30.2655,157.1631,0
k3830,86.6487,119.0,0
k7218,6.265,62.2294,0
k5793,103.8087,186.1196,0
k1827,193.6214,353.0871,0
k7581,57.8662,86.3308,0
k7355,35.4013,90.8983,0
k4986,56.4624,164.0732,0
k6675,143.6323,274.5656,0
k4158,67.5019,300.0104,0
k6607,56.1427,112.5278,0
k2953,75.8568,161.9452,0
k889,85.5935,218.1656,0
k2191,85.7001,55.3173,0
k7436,87.5357,0.0,1
k5899,83.3022,351.4232,0
k4371,57.9159,251.7628,0
k4526,80.6861,173.1416,0
k706,44.5253,45.1359,0
k2806,85.8836,427.452,1
k3327,66.2061,348.5111,0
k3608,61.2413,203.81,1
k1621,122.5163,95.7079,0
k4866,63.3482,140.4724,0
k5589,33.234,421.9034,0
k2901,55.9151,307.6792,0
k2310,68.593,284.2789,1
k3543,114.1775,174.6461,1
k4333,84.8779,89.4497,1
k7091,138.0154,194.9006,1
k2839,95.6883,207.0803,1
k2817,60.6012,537.5733,0
k6461,77.5145,149.7707,0
k1470,41.9672,0.0,0
k6865,86.9612,52.9009,0
k6231,66.1154,220.0528,0
k3758,8.0156,106.0389,0
k6107,81.939,381.1263,0
k558,47.6051,178.6708,1
k3634,125.504,257.2086,1
k2014,87.1321,246.7919,1
k4114,73.7902,241.2494,0
k3001,110.1556,238.7179,0
k6626,53.033,72.2928,1
k5692,74.3303,546.7966,0
k289,60.2764,101.0111,0
k1777,44.1418,94.5304,0
k3802,3.9051,148.054,0
k4912,67.6702,162.2421,0
k4117,34.0037,205.9235,0
k3502,13.2853,127.7047,1
k4493,56.029,78.2768,1
k2483,151.0174,367.1597,0
k6715,106.2132,113.3854,0
k2939,67.1733,368.8204,1
k1239,35.3553,244.5736,1
k229,86.5794,390.6549,1
k7468,114.3164,576.5312,0
k5600,46.8241,190.5151,0
k5729,28.0179,0.0,0
k2043,84.0387,584.1836,1
k2025,90.8639,231.2407,1
k4482,97.5141,142.4114,0
k7199,47.6051,205.4343,1
k2496,16.9779,131.0057,1
k5362,124.287,247.2231,0
k4782,180.5436,294.7003,1
k3307,72.4241,121.4434,1
k7007,48.5644,168.3627,1
k2750,137.052,373.1729,1
k7559,155.5201,94.7629,1
k7507,32.5038,174.5,0
k175,98.2102,8.7464,1
k5150,59.4348,322.3713,0
k4536,54.0833,132.5009,1
k99,62.3318,99.6519,1
k1181,50.1224,135.7765,1
k1037,76.0428,155.7153,1
k1346,31.6938,142.486,1
k4712,84.5931,145.6511,1
k6300,13.0863,157.5508,0
k1961,60.1685,338.1335,1
k3658,137.052,304.6609,0
k2908,140.1749,211.5095,0
k4898,53.0094,152.4508,0
k938,27.2947,0.0,1
k7135,57.0351,575.8897,1
k82,247.5081,306.7544,0
k5654,40.7185,131.911,0
k1636,53.106,216.2088,0
k3952,78.9589,133.4541,0
k4710,90.5221,67.5019,1
k4267,155.8541,176.098,1
k4584,136.5915,149.5201,0
k7601,24.3824,150.5075,0
k3623,155.0129,160.0195,0
k4103,21.5523,175.5007,0
k7037,37.977,742.8879,1
k4848,88.6002,0.0,0
k4796,8.2765,254.0049,0
k7399,62.2133,37.0135,0
k1020,67.4685,94.5423,0
k2136,66.7083,176.0178,0
k4341,60.5186,106.8,0
k6422,94.0213,384.1774,1
k5558,39.4271,316.611,0
k5805,72.7908,56.8001,1
k7238,21.095,98.5812,0
k7107,39.702,75.1798,1
k3607,70.7001,224.831,0
k4438,42.0773,508.2335,0
k3453,59.6699,419.5655,1
k6482,10.5119,258.5276,1
k384,73.0068,80.5559,0
k6369,113.2828,141.1072,1
k3757,35.5985,239.3141,0
k2584,69.0254,77.1767,0
k1987,61.9879,39.6138,0
k2513,53.956,85.0368,0
k6351,14.2302,227.2427,0
k3155,84.6419,152.5516,0
k6430,22.1416,76.1577,1
k3907,130.5077,186.6039,0
k6118,68.9638,93.5855,1
k5138,153.8059,232.8626,0
k325,49.1172,98.9949,0
k2779,53.2541,424.2717,0
k4596,86.7078,174.5236,0
k2188,47.016,66.2212,0
k1547,45.2134,37.3965,1
k7030,83.8525,72.8371,1
k4232,19.4487,750.3483,1
k5077,81.6364,0.0,0
k6629,99.6017,171.1213,1
k365,72.0347,86.6631,1
k6902,65.9735,100.6007,1
k1943,58.4209,123.4555,1
k6462,128.0156,182.9624,1
k3481,17.0294,261.6305,0
k2718,61.0921,65.1959,1
k386,71.3477,84.5237,0
k4964,92.1954,354.9412,0
k4804,2.9155,64.9327,0
k4472,84.5725,95.5955,0
k1390,50.1597,87.5914,0
k1613,47.5946,154.2806,1
k2052,56.573,166.4332,1
k4569,111.3059,0.0,0
k398,66.9216,305.3072,1
k257,101.2052,62.1168,1
k159,11.8849,151.7383,1
k4301,56.1894,27.2259,1
k6297,58.0194,132.6386,1
k1553,48.2597,102.5305,1
k6240,95.1262,128.4718,1
k5053,73.8597,262.2794,0
k3736,35.5141,128.8303,0
k5501,86.4783,192.9378,1
k6293,46.3276,256.9012,1
k6612,27.8568,314.5064,1
k4941,58.1743,506.5385,0
k6207,119.4414,113.1923,0
k5894,45.0694,90.0056,0
k5228,70.926,52.5405,0
k529,91.214,191.2126,0
k2754,98.9255,162.4815,0
k6781,134.8824,220.4342,1
k593,64.9788,211.254,0
k5774,38.1215,142.4649,0
k6290,80.9568,24.4591,0
k4070,23.8537,163.2766,0
k3717,79.237,291.0348,0
k6128,138.638,99.5013,0
k4794,99.5301,221.009,0
k393,4.6098,751.6465,0
k2636,71.6415,31.504,0
k4407,18.2003,172.529,0
k5771,38.3047,420.8622,1
k4951,56.3405,81.5552,1
k5057,10.6888,49.0026,1
k687,70.1231,208.8043,1
k2409,20.0562,138.067,1
k1466,53.584,162.2968,1
k7489,79.6006,211.029,1
k7154,43.3503,158.7278,1
k271,68.593,229.9418,0
k4018,37.4066,211.164,1
k6518,69.6796,240.6372,1
k2993,33.0151,140.4315,0
k4379,103.0776,267.8927,0
k6024,66.0946,177.5176,0
k3611,6.0208,68.9094,0
k1006,108.0417,881.0817,0
k3021,44.0114,66.7308,0
k2307,77.8091,0.0,0
k2313,50.8847,240.9502,0
k6533,84.6832,195.5019,1
k6216,110.1681,60.6012,1
k7332,83.9598,124.3262,1
k4326,19.2354,112.9004,1
k1559,41.0488,111.1002,1
k6104,42.0862,92.9368,1
k4987,139.6755,237.5132,1
k1997,36.0624,398.1661,1
k6567,214.9011,232.723,1
k376,86.1757,89.1866,0
k7011,89.5349,170.9218,0
k5514,52.2733,79.1991,0
k3601,77.5387,148.5034,0
k215,79.1991,547.6714,1
k6019,67.041,70.8696,0
k6553,79.8827,262.2251,0
k4979,74.108,170.5,1
k6945,149.5502,550.3294,1
k4363,152.8398,248.7594,1
k324,79.8827,158.7931,1
k734,74.2378,139.0225,1
k5707,62.6777,240.6741,1
k5299,196.706,669.6501,1
k883,17.4642,265.0005,1
k3145,83.2541,123.0498,0
k4116,46.457,228.0197,0
k60,36.5034,572.5055,1
k2725,15.2069,0.0,0
k7226,53.033,128.6944,0
k6410,46.3276,135.4862,1
k6195,41.8629,92.5054,1
k1161,41.512,111.0281,1
k2495,80.6505,114.1337,1
k5668,79.0253,286.5349,1
k5393,45.478,156.7586,1
k5811,58.4059,73.5527,1
k5016,10.5119,289.9418,0
k724,32.0156,57.8468,0
k2122,70.5301,98.8863,1
k2674,50.9828,52.0,1
k1896,128.7799,156.5288,1
k1249,82.0015,80.05,1
k742,103.5193,131.6368,1
k6253,14.6373,363.1463,0
k1490,47.0239,59.5189,1
k5302,53.8934,67.5,1
k1400,73.1095,132.1855,0
k821,20.2237,103.4517,0
k2131,104.6542,182.3904,1
k1380,5.2202,118.423,1
k6529,37.6198,108.9036,1
k5985,48.2105,222.2639,1
k4546,39.6043,124.8779,1
k7094,146.5009,151.6394,0
k3510,34.0147,290.0431,0
k385,54.9477,106.0248,0
k1662,40.783,218.3169,0
k2971,12.3693,292.2499,0
k1366,49.6614,69.9946,0
k6744,64.2067,159.5188,1
k3465,91.7606,344.8279,1
k3010,45.6974,80.025,0
k5403,164.0831,370.3093,0
k5111,61.5224,92.5662,0
k5289,48.9004,66.0984,1
k6753,79.1344,453.7744,1
k638,69.5845,361.0405,0
k22,83.5374,99.7296,1
k7362,1093.1255,848.7744,1
k5078,424.7838,0.0,0
k5946,19.6596,515.369,0
k2649,54.8293,78.5828,0
k73,83.0452,113.3181,0
k5048,58.9788,157.7862,1
k2981,7.7621,181.1353,1
k6010,114.5011,854.6691,1
k1104,53.7587,306.8355,0
k1421,61.5995,128.8507,1
k2412,73.282,472.6957,1
k3679,85.1954,84.5237,0
k6879,40.4042,101.6772,0
k5605,34.7023,137.7942,0
k5438,65.0865,64.8267,0
k790,78.9636,98.9103,0
k6165,23.0489,171.896,0
k6041,82.7602,89.0505,0
k6143,144.6945,193.1457,0
k7381,156.0969,0.0,0
k6827,63.9316,0.0,0
k1025,61.2883,186.784,0
k2843,50.0,104.4761,0
k1027,69.5593,474.5432,0
k992,27.2029,124.0363,0
k5426,41.6203,124.1219,0
k2899,67.574,109.5091,0
k2341,64.6375,161.5,0
k2251,39.9061,287.2686,1
k6507,96.5984,430.4257,1
k6825,97.0013,120.501,0
k3149,61.5833,22.9401,1
k6066,129.0736,682.9863,0
k7585,88.0412,183.4973,1
k2661,71.6415,92.5419,1
k5579,57.6303,99.4585,1
k930,109.468,257.0146,1
k5548,75.5844,122.3162,1
k432,97.0696,98.6116,1
k4250,76.1528,199.8912,0
k1855,76.5506,113.1923,0
k4666,88.806,142.0088,1
k7320,59.927,151.4414,1
k2435,174.6833,368.6353,0
k6187,29.7195,82.3119,0
k3850,75.5414,57.5196,0
k4091,58.2409,158.1779,0
k3039,52.5595,262.8217,0
k4627,106.1249,0.0,0
k258,52.1967,130.173,0
k7142,96.9665,359.0198,0
k6208,63.7887,58.6963,0
k6259,102.5195,613.3574,0
k3683,40.3113,179.8034,0
k6080,102.4207,150.7224,1
k2306,82.4394,54.9409,1
k6837,168.2156,362.4417,0
k3570,141.0718,79.6492,1
k4761,127.001,21.5928,0
k3432,54.7083,419.5074,0
k3649,82.7118,58.2001,0
k3819,76.8538,96.6049,0
k2716,51.8845,437.9235,0
k6540,77.682,720.6837,0
k7242,10.6888,224.6091,0
k1204,74.0422,43.2666,1
k6713,67.9577,131.9185,1
k319,84.3342,280.2356,0
k2416,37.7525,95.7627,0
k5280,102.7533,233.637,1
k6824,90.8433,33.2415,1
k3718,54.3346,84.4423,1
k922,29.0904,635.4725,1
k1933,14.9164,556.4396,1
k5007,51.5606,94.6678,0
k1864,60.9036,70.7831,1
k1372,60.5083,94.5,1
k3689,31.6741,384.5939,0
k7475,58.5534,179.5341,0
k2335,105.5237,728.7059,1
k6774,84.5281,129.4025,1
k3934,23.4307,162.4962,0
k1643,72.3896,91.7878,0
k1580,30.8585,87.3742,0
k7186,101.0371,94.5013,0
k5823,69.2604,233.0649,0
k983,92.0054,239.0612,0
k4867,99.6657,454.7202,1
k112,58.1378,173.1416,1
k3788,69.6312,104.0,1
k5245,97.5833,225.9657,1
k3491,140.6076,435.1839,0
k639,44.2832,109.7463,0
k6615,110.5283,140.5436,0
k6729,73.5153,83.2541,0
k994,89.0225,151.0406,0
k649,125.9573,471.365,0
k3389,116.1303,242.0186,1
k4591,144.7152,74.0962,1
k6904,50.1124,825.8488,0
k1254,63.0635,110.1635,0
k2094,62.2294,133.7395,0
k3960,44.1475,45.5439,0
k4995,31.5317,0.0,0
k3589,52.8607,140.5569,0
k1574,70.3793,154.7942,0
k5258,79.5393,921.2918,1
k840,56.7539,101.1781,1
k4980,42.5206,316.1914,1
k6587,33.1436,301.7818,1
k2072,41.7433,90.3562,1
k4971,56.1894,117.0694,1
k1168,87.6926,395.5114,1
k1360,94.1077,96.8814,1
k7584,117.3936,197.8061,1
k1225,50.3612,585.1566,0
k2414,52.2805,58.1485,0
k198,2.6926,503.2974,1
k4874,5.2202,98.8243,1
k5320,87.2425,202.021,1
k5257,53.7401,168.087,1
k4226,183.183,535.3001,0
k6654,98.2573,177.7301,1
k685,86.5058,151.0075,1
k5987,66.9813,0.0,0
k1746,71.5629,102.2008,0
k2903,89.68,0.0,0
k3483,55.0205,95.6151,0
k1153,124.7808,415.4771,0
k2233,41.9762,408.8352,0
k3714,76.4281,125.073,0
k6441,53.3877,72.5207,0
k4137,32.8824,472.1827,1
k6023,74.7412,304.1488,1
k5648,68.3977,167.5366,0
k1582,45.478,249.0848,0
k32,28.1114,124.2578,0
k3899,89.7399,90.0888,1
k7260,83.0963,41.14,0
k5854,67.897,103.5917,1
k4133,89.5349,240.8262,1
k6230,53.3971,196.6037,1
k6126,90.2718,172.9653,1
k5610,57.6064,109.4098,0
k7578,71.507,71.1354,1
k1825,39.538,339.4971,1
k7211,14.0089,56.6591,1
k493,96.5194,142.3938,1
k1298,94.5212,169.8249,1
k5878,78.1313,116.9027,1
k4643,54.5367,46.2709,0
k6989,57.7862,321.9231,0
k6214,41.6773,223.4284,0
k5172,74.0355,134.0196,1
k5919,169.4462,0.0,0
k2196,96.8155,227.5659,1
k4239,115.3917,117.2359,1
k562,75.9227,587.1226,0
k2363,40.0031,102.2314,1
k4977,60.1519,176.7067,1
k5612,48.1274,148.9841,1
k4319,87.6727,290.8509,0
k5422,107.5941,483.5582,0
k6978,64.6239,179.4833,1
k4961,82.1842,504.2393,1
k1331,64.6471,172.7035,0
k5425,86.0886,317.2873,0
k5060,45.0,106.48,1
k6381,45.9048,50.324,0
k2422,113.9846,769.3585,0
k3938,35.7246,97.3242,1
k2490,63.5689,184.954,1
k33,46.6905,80.2153,1
k2143,61.5224,98.6927,0
k5042,34.6699,167.7982,1
k3755,139.4346,202.5913,0
k5763,117.5681,395.6959,1
k7213,73.3161,0.0,0
k3255,97.9005,122.6469,0
k2168,38.0296,217.3045,0
k3411,47.1832,163.7208,0
k4686,42.4647,54.1872,0
k39,81.6609,60.6486,1
k3357,88.132,76.3806,0
k5233,167.7573,209.1345,0
k5355,13.4629,136.3607,0
k3112,39.6232,113.381,0
k1824,124.4869,97.1249,0
k6134,16.5529,78.2768,0
k1539,81.2712,0.0,0
k1166,43.2261,394.1427,0
k4825,77.2528,258.9947,0
k5435,37.6431,441.5725,0
k2511,98.7041,178.362,0
k6258,91.4166,243.6852,1
k1663,136.6547,465.6407,1
k5740,41.7852,0.0,0
k4906,53.535,144.7498,0
k5691,43.3503,148.0304,0
k1269,36.8816,752.7378,0
k4155,28.0045,87.5471,0
k2223,91.5492,393.749,0
k1622,67.6757,72.7496,0
k548,44.4072,276.1386,0
k5847,934.1522,1215.5355,0
k2974,35.2456,464.0178,1
k4990,91.6652,117.2774,1
k2796,99.4548,263.1511,1
k3828,16.5605,207.0054,1
k5537,38.5811,181.3464,0
k3609,123.6982,320.1265,1
k5608,28.324,388.6811,1
k6260,5.3151,570.7182,0
k5436,55.376,109.7474,0
k3431,68.4251,150.1441,1
k191,6.7268,270.0468,1
k1237,6.7082,1317.3121,1
k6924,27.3724,141.0009,1
k947,119.9427,154.6165,1
k2220,1121.475,1641.2124,1
k5133,21.36,68.5073,1
k5748,72.5207,0.0,0
k1874,34.9464,66.3042,0
k6373,41.4276,76.6045,0
k2627,77.7126,161.0419,0
k5943,51.0392,104.5813,0
k187,40.3299,330.5771,0
k1015,86.8159,251.0841,0
k5673,101.0371,490.2499,0
k3632,90.118,167.0067,0
k6163,30.3727,133.4138,0
k6801,64.5387,72.5017,0
k169,37.3263,174.0,0
k504,43.0465,83.5015,0
k977,217.0052,197.1427,0
k2542,64.0078,202.2474,0
k4674,125.6861,192.585,0
k5273,148.3855,156.0513,0
k5825,79.6053,103.5193,0
k7058,23.8799,55.5203,0
k7591,1082.3569,1363.4135,0
k2006,78.3534,0.0,0
k4209,111.6076,104.0769,1
k1685,37.6065,72.4655,1
k476,64.5174,401.4776,1
k3277,35.5317,146.1617,1
k4978,78.0929,132.035,1
k330,21.9545,122.083,1
k6485,52.0024,59.203,1
k3110,59.3507,158.2948,1
k1296,73.3161,168.6179,1
k2095,26.8328,126.321,1
k3825,38.0526,80.8486,1
k4775,31.6623,206.202,1
k6984,55.4549,83.8824,0
k4143,49.7519,1057.0072,1
k2204,49.5227,124.5161,1
k7102,1034.3265,1187.5692,1
k4275,31.3249,1179.4483,1
k3824,14.6373,86.2047,0
k841,103.2303,346.6446,0
k3046,48.7468,100.5448,0
k2297,81.2604,292.6555,0
k4102,5.7009,1242.8175,0
k4416,71.7809,521.6474,1
k5966,51.12,0.0,0
k2776,60.6898,58.1485,1
k7567,59.0529,77.4758,1
k4411,113.9912,495.283,0
k2236,112.9889,110.3653,0
k4769,66.191,69.7173,0
k3956,69.3578,143.8923,1
k4339,31.0483,155.9848,0
k4558,44.0369,267.5916,0
k2109,73.8241,431.8154,0
k4612,9.3005,222.797,0
k667,100.6628,217.6718,0
k5859,114.6309,399.0492,0
k2575,49.5202,157.0963,0
k7570,18.8215,118.9222,0
k5129,46.0136,122.7243,0
k4355,44.8135,95.7209,0
k2691,30.104,74.788,0
k2699,126.8592,266.3691,0
k1653,39.6548,198.0101,0
k4828,145.1637,0.0,1
k5826,158.7026,187.9661,1
k6465,67.3294,59.7013,0
k7143,42.3792,155.5289,0
k5836,163.9703,155.2329,1
k439,91.5492,570.8023,1
k5526,59.397,151.8988,1
k3564,44.5337,91.5874,1
k7137,94.578,115.4784,1
k3113,100.7286,56.921,1
k303,117.824,143.0219,1
k6855,123.0041,1179.6704,1
k5204,101.843,444.302,1
k5984,106.4202,80.9475,1
k4789,75.5811,103.0364,1
k4724,80.1452,84.0015,0
k1417,55.2472,129.7787,0
k6175,62.1289,111.7195,0
k1779,61.5081,157.043,0
k2628,113.2254,0.0,0
k6588,68.3118,121.1466,0
k7433,55.933,98.9103,1
k3636,78.7433,755.7508,1
k5424,77.0925,338.0444,1
k6319,41.4397,105.6882,1
k582,43.546,107.1972,0
