Key_0_0,firstPassFixDur,lineNo,assgNo,lineNo.1
k567,80.0,10625.0,326.0,10625.0
k1989,179.0,466.0,14.0,466.0
k3578,199.0,6219.0,183.0,6219.0
k2848,80.0,5718.0,169.0,5718.0
k4664,159.0,3999.0,129.0,3999.0
k1821,437.0,55.0,2.0,55.0
k1197,159.0,3771.0,120.0,3771.0
k4229,159.0,1564.0,47.0,1564.0
k4909,259.0,2738.0,83.0,2738.0
k6303,179.0,263.0,8.0,263.0
k4174,199.0,1559.0,47.0,1559.0
k6517,119.0,10376.0,316.0,10376.0
k342,259.0,3431.0,105.0,3431.0
k1505,80.0,2176.0,70.0,2176.0
k4818,80.0,9368.0,290.0,9368.0
k2615,99.0,7338.0,225.0,7338.0
k467,239.0,8743.0,277.0,8743.0
k1435,99.0,8439.0,266.0,8439.0
k5406,99.0,1945.0,61.0,1945.0
k2451,358.0,3997.0,129.0,3997.0
k2899,238.0,4908.0,150.0,4908.0
k1723,199.0,5925.0,176.0,5925.0
k7511,99.0,8225.0,256.0,8225.0
k6318,139.0,10132.0,309.0,10132.0
k3495,119.0,10677.0,328.0,10677.0
k6575,139.0,115.0,4.0,115.0
k7061,139.0,3716.0,117.0,3716.0
k1181,120.0,2675.0,81.0,2675.0
k1776,119.0,8312.0,259.0,8312.0
k3297,259.0,4699.0,145.0,4699.0
k2816,219.0,8593.0,273.0,8593.0
k3634,80.0,6400.0,189.0,6400.0
k3721,159.0,218.0,6.0,218.0
k3484,437.0,1299.0,41.0,1299.0
k576,179.0,3197.0,98.0,3197.0
k6618,139.0,10161.0,310.0,10161.0
k1836,139.0,7922.0,246.0,7922.0
k4440,99.0,6595.0,195.0,6595.0
k384,159.0,5614.0,167.0,5614.0
k2499,179.0,4930.0,150.0,4930.0
k5023,199.0,5429.0,163.0,5429.0
k2583,219.0,3858.0,124.0,3858.0
k2144,298.0,3701.0,116.0,3701.0
k6512,179.0,334.0,10.0,334.0
k2413,179.0,5898.0,175.0,5898.0
k63,139.0,7938.0,246.0,7938.0
k1357,259.0,2689.0,81.0,2689.0
k7424,99.0,6788.0,203.0,6788.0
k5407,258.0,4370.0,136.0,4370.0
k7220,80.0,7069.0,215.0,7069.0
k6233,99.0,10569.0,324.0,10569.0
k5087,278.0,9507.0,293.0,9507.0
k1966,199.0,8638.0,274.0,8638.0
k4246,139.0,3894.0,125.0,3894.0
k3702,159.0,1569.0,47.0,1569.0
k7119,219.0,10320.0,315.0,10320.0
k6964,80.0,8215.0,256.0,8215.0
k3504,219.0,1030.0,31.0,1030.0
k5412,99.0,6774.0,203.0,6774.0
k3573,179.0,3955.0,127.0,3955.0
k3738,278.0,333.0,10.0,333.0
k4890,218.0,747.0,22.0,747.0
k292,179.0,10637.0,327.0,10637.0
k3304,99.0,9484.0,293.0,9484.0
k2959,179.0,2922.0,89.0,2922.0
k6582,119.0,852.0,25.0,852.0
k7526,159.0,9943.0,305.0,9943.0
k7450,159.0,6784.0,203.0,6784.0
k46,139.0,7682.0,236.0,7682.0
k2378,199.0,9115.0,286.0,9115.0
k4332,179.0,150.0,5.0,150.0
k7554,437.0,1860.0,58.0,1860.0
k1830,99.0,10478.0,320.0,10478.0
k6978,139.0,8124.0,254.0,8124.0
k3631,258.0,1893.0,59.0,1893.0
k5848,179.0,1167.0,35.0,1167.0
k6236,139.0,4795.0,148.0,4795.0
k6335,119.0,1695.0,52.0,1695.0
k5151,338.0,6821.0,204.0,6821.0
k3226,99.0,8952.0,282.0,8952.0
k764,179.0,2970.0,91.0,2970.0
k6340,139.0,10285.0,313.0,10285.0
k4980,179.0,1062.0,32.0,1062.0
k910,80.0,814.0,24.0,814.0
k3626,139.0,1680.0,52.0,1680.0
k2732,99.0,878.0,27.0,878.0
k1868,438.0,1135.0,34.0,1135.0
k1907,278.0,1778.0,56.0,1778.0
k766,179.0,7758.0,239.0,7758.0
k5471,179.0,4739.0,146.0,4739.0
k2633,179.0,4199.0,134.0,4199.0
k4239,359.0,3012.0,92.0,3012.0
k1384,139.0,10064.0,307.0,10064.0
k478,199.0,2861.0,87.0,2861.0
k4307,119.0,987.0,30.0,987.0
k2582,179.0,3360.0,102.0,3360.0
k6985,119.0,9691.0,298.0,9691.0
k4935,139.0,3264.0,99.0,3264.0
k5059,99.0,1894.0,59.0,1894.0
k3327,199.0,5522.0,165.0,5522.0
k912,259.0,1139.0,34.0,1139.0
k7387,160.0,2963.0,91.0,2963.0
k2753,179.0,1762.0,55.0,1762.0
k6139,159.0,8122.0,254.0,8122.0
k3190,179.0,5671.0,168.0,5671.0
k4674,99.0,3914.0,125.0,3914.0
k3149,159.0,2088.0,66.0,2088.0
k6252,199.0,7941.0,246.0,7941.0
k5737,20.0,2434.0,76.0,2434.0
k4098,119.0,7715.0,238.0,7715.0
k7266,338.0,10164.0,310.0,10164.0
k7223,179.0,8671.0,275.0,8671.0
k3896,259.0,6145.0,181.0,6145.0
k1054,278.0,4226.0,134.0,4226.0
k2631,119.0,3456.0,106.0,3456.0
k5500,80.0,3449.0,106.0,3449.0
k4946,179.0,10890.0,336.0,10890.0
k2725,99.0,10820.0,333.0,10820.0
k1566,99.0,10162.0,310.0,10162.0
k2424,279.0,2918.0,89.0,2918.0
k4346,179.0,10017.0,306.0,10017.0
k734,119.0,4934.0,150.0,4934.0
k2037,259.0,3080.0,93.0,3080.0
k3403,179.0,6231.0,183.0,6231.0
k1080,99.0,65.0,2.0,65.0
k7311,319.0,3193.0,98.0,3193.0
k6270,199.0,7062.0,215.0,7062.0
k1890,239.0,6141.0,181.0,6141.0
k4601,99.0,5798.0,171.0,5798.0
k7026,119.0,8384.0,263.0,8384.0
k2133,99.0,9861.0,304.0,9861.0
k489,80.0,7813.0,240.0,7813.0
k3398,179.0,1691.0,52.0,1691.0
k7426,238.0,3732.0,118.0,3732.0
k5618,179.0,4798.0,148.0,4798.0
k847,199.0,2139.0,68.0,2139.0
k4102,99.0,1738.0,54.0,1738.0
k4028,139.0,9402.0,291.0,9402.0
k7427,219.0,3303.0,100.0,3303.0
k643,498.0,2840.0,86.0,2840.0
k7573,119.0,8795.0,278.0,8795.0
k4550,299.0,2188.0,70.0,2188.0
k4125,139.0,1549.0,46.0,1549.0
k5239,159.0,2092.0,66.0,2092.0
k3421,99.0,9317.0,289.0,9317.0
k383,139.0,1590.0,48.0,1590.0
k6460,179.0,2306.0,73.0,2306.0
k1008,139.0,7278.0,223.0,7278.0
k3818,318.0,4255.0,134.0,4255.0
k760,139.0,8203.0,256.0,8203.0
k7495,378.0,8379.0,263.0,8379.0
k5585,99.0,6914.0,209.0,6914.0
k5726,139.0,5089.0,154.0,5089.0
k4366,219.0,8527.0,269.0,8527.0
k103,80.0,6941.0,210.0,6941.0
k2347,119.0,10884.0,336.0,10884.0
k414,258.0,810.0,24.0,810.0
k386,199.0,8101.0,253.0,8101.0
k1258,139.0,1740.0,54.0,1740.0
k1026,20.0,2920.0,89.0,2920.0
k526,80.0,6991.0,212.0,6991.0
k2,159.0,1585.0,48.0,1585.0
k6209,119.0,10585.0,324.0,10585.0
k3830,238.0,5485.0,164.0,5485.0
k2520,458.0,2552.0,78.0,2552.0
k2386,159.0,3625.0,112.0,3625.0
k6651,319.0,2731.0,83.0,2731.0
k6399,120.0,2146.0,68.0,2146.0
k367,139.0,9578.0,295.0,9578.0
k1048,119.0,1948.0,61.0,1948.0
k5119,99.0,1552.0,47.0,1552.0
k2465,179.0,495.0,15.0,495.0
k4937,99.0,9130.0,286.0,9130.0
k79,179.0,2971.0,91.0,2971.0
k477,238.0,5714.0,169.0,5714.0
k7486,179.0,6198.0,183.0,6198.0
k6435,159.0,298.0,9.0,298.0
k4515,159.0,8395.0,264.0,8395.0
k1232,199.0,3065.0,93.0,3065.0
k4945,159.0,1854.0,58.0,1854.0
k6899,99.0,848.0,25.0,848.0
k1095,198.0,7300.0,224.0,7300.0
k3154,258.0,10403.0,317.0,10403.0
k229,119.0,7205.0,220.0,7205.0
k5336,139.0,4146.0,133.0,4146.0
k3508,159.0,7204.0,220.0,7204.0
k1873,139.0,8348.0,261.0,8348.0
k7172,139.0,8823.0,279.0,8823.0
k2046,219.0,1511.0,45.0,1511.0
k542,219.0,7510.0,229.0,7510.0
k32,80.0,3260.0,99.0,3260.0
k4531,99.0,5588.0,166.0,5588.0
k5565,198.0,5591.0,166.0,5591.0
k5494,99.0,3780.0,120.0,3780.0
k2446,278.0,9512.0,293.0,9512.0
k2589,159.0,8393.0,264.0,8393.0
k5267,497.0,3751.0,119.0,3751.0
k6418,119.0,9709.0,299.0,9709.0
k4450,99.0,823.0,24.0,823.0
k834,238.0,4768.0,147.0,4768.0
k963,119.0,10527.0,321.0,10527.0
k5560,159.0,1624.0,49.0,1624.0
k3253,219.0,5413.0,163.0,5413.0
k6286,99.0,5078.0,154.0,5078.0
k1281,80.0,7164.0,219.0,7164.0
k1652,139.0,3590.0,111.0,3590.0
k856,139.0,9312.0,289.0,9312.0
k2360,179.0,4510.0,139.0,4510.0
k5767,258.0,7665.0,236.0,7665.0
k3962,139.0,7853.0,242.0,7853.0
k4936,99.0,9392.0,291.0,9392.0
k6792,100.0,8709.0,276.0,8709.0
k3926,159.0,10795.0,332.0,10795.0
k7149,219.0,1161.0,35.0,1161.0
k7103,239.0,2625.0,79.0,2625.0
k3384,278.0,3415.0,104.0,3415.0
k1238,338.0,3817.0,122.0,3817.0
k3040,238.0,4889.0,149.0,4889.0
k4402,219.0,8346.0,261.0,8346.0
k1051,199.0,6640.0,197.0,6640.0
k5903,239.0,1056.0,31.0,1056.0
k1313,99.0,1831.0,57.0,1831.0
k1689,219.0,4642.0,143.0,4642.0
k3722,119.0,3391.0,103.0,3391.0
k7226,119.0,3531.0,109.0,3531.0
k4377,160.0,8306.0,259.0,8306.0
k42,139.0,9117.0,286.0,9117.0
k1125,218.0,1262.0,40.0,1262.0
k3620,258.0,9146.0,287.0,9146.0
k5204,99.0,6916.0,209.0,6916.0
k3850,139.0,951.0,29.0,951.0
k4593,219.0,2505.0,78.0,2505.0
k4647,219.0,2986.0,91.0,2986.0
k6761,80.0,10133.0,309.0,10133.0
k3765,80.0,1023.0,31.0,1023.0
k2428,139.0,6217.0,183.0,6217.0
k2358,80.0,3494.0,108.0,3494.0
k4397,99.0,9664.0,298.0,9664.0
k6302,139.0,275.0,8.0,275.0
k4168,179.0,8954.0,282.0,8954.0
k3010,99.0,8118.0,253.0,8118.0
k6102,80.0,4309.0,135.0,4309.0
k4854,159.0,5604.0,167.0,5604.0
k1275,99.0,6894.0,208.0,6894.0
k214,219.0,4555.0,142.0,4555.0
k3813,119.0,2085.0,66.0,2085.0
k4924,99.0,1076.0,33.0,1076.0
k4193,139.0,4655.0,144.0,4655.0
k358,219.0,9855.0,304.0,9855.0
k153,139.0,8075.0,251.0,8075.0
k6894,338.0,5183.0,157.0,5183.0
k251,160.0,6951.0,210.0,6951.0
k7419,179.0,722.0,22.0,722.0
k4895,417.0,7259.0,222.0,7259.0
k1664,99.0,7982.0,248.0,7982.0
k5303,179.0,864.0,26.0,864.0
k2279,179.0,6773.0,203.0,6773.0
k4226,239.0,7014.0,213.0,7014.0
k5834,119.0,6433.0,190.0,6433.0
k4796,159.0,7927.0,246.0,7927.0
k938,179.0,2792.0,85.0,2792.0
k4479,239.0,3836.0,123.0,3836.0
k31,80.0,1735.0,54.0,1735.0
k4120,179.0,8725.0,277.0,8725.0
k1506,99.0,17.0,1.0,17.0
k4363,239.0,3856.0,124.0,3856.0
k6889,139.0,4148.0,133.0,4148.0
k4964,119.0,3459.0,106.0,3459.0
k5856,139.0,9051.0,284.0,9051.0
k3007,537.0,4996.0,153.0,4996.0
k5195,80.0,8168.0,255.0,8168.0
k2044,80.0,9149.0,287.0,9149.0
k3341,179.0,4931.0,150.0,4931.0
k3506,199.0,4917.0,150.0,4917.0
k677,258.0,7466.0,227.0,7466.0
k7522,359.0,2831.0,86.0,2831.0
k3966,139.0,10445.0,319.0,10445.0
k3977,179.0,9505.0,293.0,9505.0
k1642,179.0,5808.0,172.0,5808.0
k1375,219.0,3069.0,93.0,3069.0
k5359,219.0,10209.0,311.0,10209.0
k6109,139.0,5996.0,178.0,5996.0
k3958,219.0,5411.0,163.0,5411.0
k2487,259.0,8595.0,273.0,8595.0
k6599,139.0,9439.0,292.0,9439.0
k2872,199.0,9050.0,284.0,9050.0
k2571,119.0,5699.0,169.0,5699.0
k1171,199.0,4223.0,134.0,4223.0
k4221,120.0,2879.0,87.0,2879.0
k3760,238.0,7262.0,222.0,7262.0
k4400,199.0,648.0,21.0,648.0
k989,99.0,5298.0,159.0,5298.0
k6787,139.0,10284.0,313.0,10284.0
k1859,80.0,6775.0,203.0,6775.0
k3568,179.0,4080.0,131.0,4080.0
k7541,259.0,2362.0,74.0,2362.0
k2485,199.0,10480.0,320.0,10480.0
k916,99.0,3582.0,111.0,3582.0
k7105,278.0,8297.0,259.0,8297.0
k5242,219.0,4882.0,149.0,4882.0
k1639,139.0,923.0,28.0,923.0
k6117,80.0,5796.0,171.0,5796.0
k1568,179.0,1829.0,57.0,1829.0
k4731,159.0,95.0,3.0,95.0
k887,100.0,1.0,1.0,1.0
k4556,278.0,2.0,1.0,2.0
k5944,159.0,3.0,1.0,3.0
k4781,159.0,4.0,1.0,4.0
k1835,139.0,5.0,1.0,5.0
k7418,239.0,6.0,1.0,6.0
k3346,179.0,13.0,1.0,13.0
k4862,318.0,14.0,1.0,14.0
k1880,159.0,16.0,1.0,16.0
k2452,179.0,20.0,1.0,20.0
k7193,338.0,21.0,1.0,21.0
k1058,139.0,22.0,1.0,22.0
k2680,358.0,23.0,1.0,23.0
k7531,338.0,30.0,1.0,30.0
k5037,199.0,33.0,2.0,33.0
k6943,119.0,34.0,2.0,34.0
k395,80.0,35.0,2.0,35.0
k4794,199.0,36.0,2.0,36.0
k5292,99.0,37.0,2.0,37.0
k636,199.0,38.0,2.0,38.0
k5376,258.0,58.0,2.0,58.0
k3779,99.0,66.0,2.0,66.0
k2554,179.0,67.0,2.0,67.0
k12,298.0,68.0,2.0,68.0
k5013,119.0,69.0,2.0,69.0
k5928,139.0,70.0,2.0,70.0
k3747,139.0,71.0,2.0,71.0
k4011,219.0,72.0,2.0,72.0
k5402,199.0,73.0,2.0,73.0
k45,259.0,74.0,3.0,74.0
k2977,199.0,75.0,3.0,75.0
k7233,239.0,76.0,3.0,76.0
k2663,537.0,77.0,3.0,77.0
k3444,179.0,78.0,3.0,78.0
k2355,199.0,79.0,3.0,79.0
k3214,99.0,80.0,3.0,80.0
k5216,159.0,81.0,3.0,81.0
k2500,457.0,89.0,3.0,89.0
k660,258.0,97.0,3.0,97.0
k3809,99.0,98.0,3.0,98.0
k4897,537.0,99.0,3.0,99.0
k5453,378.0,101.0,4.0,101.0
k2348,139.0,102.0,4.0,102.0
k5318,139.0,103.0,4.0,103.0
k1331,139.0,105.0,4.0,105.0
k6826,179.0,113.0,4.0,113.0
k6770,219.0,114.0,4.0,114.0
k2154,199.0,121.0,4.0,121.0
k4741,199.0,122.0,4.0,122.0
k3582,179.0,123.0,4.0,123.0
k4118,179.0,130.0,4.0,130.0
k5152,139.0,137.0,5.0,137.0
k7579,199.0,138.0,5.0,138.0
k7295,99.0,139.0,5.0,139.0
k6214,259.0,140.0,5.0,140.0
k3279,219.0,154.0,5.0,154.0
k2012,139.0,155.0,5.0,155.0
k1522,80.0,158.0,5.0,158.0
k7260,278.0,159.0,5.0,159.0
k719,278.0,171.0,5.0,171.0
k7456,80.0,172.0,5.0,172.0
k3333,239.0,173.0,5.0,173.0
k2231,159.0,174.0,5.0,174.0
k1570,219.0,178.0,5.0,178.0
k3482,259.0,183.0,5.0,183.0
k5154,199.0,184.0,5.0,184.0
k1552,179.0,185.0,5.0,185.0
k5947,99.0,186.0,5.0,186.0
k4815,139.0,187.0,5.0,187.0
k5300,259.0,188.0,5.0,188.0
k5606,139.0,189.0,5.0,189.0
k775,298.0,191.0,5.0,191.0
k5551,139.0,192.0,5.0,192.0
k4920,238.0,195.0,6.0,195.0
k1002,199.0,196.0,6.0,196.0
k4944,238.0,197.0,6.0,197.0
k3477,119.0,198.0,6.0,198.0
k7161,179.0,199.0,6.0,199.0
k7224,159.0,200.0,6.0,200.0
k4563,80.0,201.0,6.0,201.0
k3600,179.0,202.0,6.0,202.0
k5454,159.0,222.0,6.0,222.0
k2093,159.0,223.0,6.0,223.0
k5187,258.0,244.0,7.0,244.0
k5211,298.0,247.0,7.0,247.0
k7478,258.0,248.0,7.0,248.0
k6610,199.0,249.0,7.0,249.0
k2993,139.0,250.0,7.0,250.0
k2406,199.0,252.0,7.0,252.0
k607,139.0,254.0,7.0,254.0
k1601,139.0,255.0,7.0,255.0
k1163,139.0,265.0,8.0,265.0
k1333,278.0,266.0,8.0,266.0
k853,278.0,271.0,8.0,271.0
k4662,239.0,272.0,8.0,272.0
k2579,100.0,273.0,8.0,273.0
k3797,239.0,277.0,8.0,277.0
k3807,218.0,278.0,8.0,278.0
k1430,159.0,279.0,8.0,279.0
k7197,298.0,282.0,9.0,282.0
k524,139.0,283.0,9.0,283.0
k1124,99.0,284.0,9.0,284.0
k601,378.0,285.0,9.0,285.0
k4107,119.0,288.0,9.0,288.0
k3815,179.0,292.0,9.0,292.0
k6848,159.0,293.0,9.0,293.0
k6729,99.0,294.0,9.0,294.0
k3491,99.0,295.0,9.0,295.0
k5121,99.0,296.0,9.0,296.0
k5139,99.0,308.0,9.0,308.0
k5046,179.0,309.0,9.0,309.0
k2782,119.0,310.0,9.0,310.0
k2168,258.0,311.0,9.0,311.0
k401,218.0,312.0,9.0,312.0
k7442,179.0,313.0,9.0,313.0
k4146,179.0,323.0,10.0,323.0
k7007,219.0,324.0,10.0,324.0
k6088,239.0,325.0,10.0,325.0
k6062,199.0,326.0,10.0,326.0
k6710,258.0,327.0,10.0,327.0
k1212,338.0,335.0,10.0,335.0
k1029,278.0,336.0,10.0,336.0
k2199,358.0,337.0,10.0,337.0
k1252,99.0,338.0,10.0,338.0
k3953,378.0,339.0,10.0,339.0
k480,258.0,340.0,10.0,340.0
k6101,258.0,347.0,10.0,347.0
k2471,258.0,350.0,11.0,350.0
k2070,199.0,356.0,11.0,356.0
k4286,179.0,357.0,11.0,357.0
k4849,139.0,358.0,11.0,358.0
k2282,159.0,365.0,11.0,365.0
k1187,239.0,366.0,11.0,366.0
k7407,99.0,367.0,11.0,367.0
k3412,159.0,368.0,11.0,368.0
k5215,179.0,369.0,11.0,369.0
k7018,179.0,370.0,11.0,370.0
k5054,179.0,371.0,11.0,371.0
k5692,219.0,373.0,11.0,373.0
k4016,139.0,374.0,11.0,374.0
k6433,159.0,375.0,11.0,375.0
k6605,378.0,376.0,11.0,376.0
k5064,219.0,379.0,11.0,379.0
k7331,159.0,380.0,11.0,380.0
k675,199.0,381.0,11.0,381.0
k3550,179.0,382.0,11.0,382.0
k5062,159.0,385.0,11.0,385.0
k3872,298.0,397.0,12.0,397.0
k4957,239.0,398.0,12.0,398.0
k3146,239.0,399.0,12.0,399.0
k338,99.0,404.0,12.0,404.0
k217,99.0,405.0,12.0,405.0
k7052,219.0,406.0,12.0,406.0
k3676,119.0,423.0,13.0,423.0
k4891,159.0,424.0,13.0,424.0
k3324,139.0,425.0,13.0,425.0
k1504,139.0,426.0,13.0,426.0
k6812,318.0,427.0,13.0,427.0
k1235,219.0,434.0,13.0,434.0
k6968,298.0,440.0,13.0,440.0
k3564,99.0,441.0,13.0,441.0
k6773,219.0,442.0,13.0,442.0
k5232,99.0,443.0,13.0,443.0
k1640,99.0,446.0,14.0,446.0
k937,99.0,452.0,14.0,452.0
k6362,298.0,455.0,14.0,455.0
k5735,656.0,456.0,14.0,456.0
k3945,99.0,460.0,14.0,460.0
k611,298.0,467.0,14.0,467.0
k1151,656.0,473.0,14.0,473.0
k5693,219.0,474.0,14.0,474.0
k5179,119.0,475.0,14.0,475.0
k246,179.0,485.0,15.0,485.0
k2020,219.0,486.0,15.0,486.0
k1047,239.0,487.0,15.0,487.0
k71,99.0,488.0,15.0,488.0
k6557,298.0,491.0,15.0,491.0
k5217,239.0,496.0,15.0,496.0
k6229,298.0,502.0,15.0,502.0
k6694,219.0,505.0,15.0,505.0
k2089,239.0,506.0,15.0,506.0
k5862,139.0,515.0,15.0,515.0
k243,239.0,516.0,15.0,516.0
k7104,139.0,517.0,15.0,517.0
k1480,139.0,518.0,15.0,518.0
k4740,99.0,531.0,17.0,531.0
k3458,99.0,532.0,17.0,532.0
k5804,258.0,537.0,17.0,537.0
k5038,159.0,539.0,17.0,539.0
k7005,159.0,543.0,17.0,543.0
k3678,259.0,556.0,18.0,556.0
k5356,159.0,557.0,18.0,557.0
k2740,179.0,559.0,18.0,559.0
k4089,139.0,568.0,18.0,568.0
k5260,139.0,569.0,18.0,569.0
k1507,199.0,577.0,18.0,577.0
k5617,378.0,578.0,18.0,578.0
k1911,298.0,581.0,18.0,581.0
k1221,199.0,595.0,19.0,595.0
k4669,239.0,596.0,19.0,596.0
k5218,99.0,597.0,19.0,597.0
k3359,298.0,598.0,19.0,598.0
k1961,179.0,599.0,19.0,599.0
k1690,99.0,604.0,19.0,604.0
k47,258.0,605.0,19.0,605.0
k2330,139.0,614.0,20.0,614.0
k99,258.0,615.0,20.0,615.0
k3015,318.0,627.0,21.0,627.0
k2546,179.0,628.0,21.0,628.0
k1298,199.0,629.0,21.0,629.0
k6456,298.0,632.0,21.0,632.0
k3095,258.0,633.0,21.0,633.0
k1161,179.0,634.0,21.0,634.0
k4549,139.0,639.0,21.0,639.0
k1001,99.0,640.0,21.0,640.0
k6415,199.0,641.0,21.0,641.0
k701,258.0,642.0,21.0,642.0
k1027,298.0,646.0,21.0,646.0
k2963,99.0,647.0,21.0,647.0
k5993,219.0,656.0,21.0,656.0
k3583,159.0,657.0,21.0,657.0
k5073,298.0,658.0,21.0,658.0
k4177,258.0,659.0,21.0,659.0
k1778,179.0,660.0,21.0,660.0
k5727,179.0,661.0,21.0,661.0
k782,159.0,676.0,22.0,676.0
k7509,139.0,677.0,22.0,677.0
k1470,159.0,678.0,22.0,678.0
k3499,179.0,679.0,22.0,679.0
k5549,298.0,680.0,22.0,680.0
k5937,199.0,681.0,22.0,681.0
k5723,298.0,682.0,22.0,682.0
k6756,477.0,683.0,22.0,683.0
k6326,199.0,684.0,22.0,684.0
k6538,139.0,685.0,22.0,685.0
k7558,557.0,691.0,22.0,691.0
k2493,298.0,694.0,22.0,694.0
k5599,557.0,695.0,22.0,695.0
k1167,139.0,711.0,22.0,711.0
k1939,139.0,712.0,22.0,712.0
k2206,239.0,713.0,22.0,713.0
k2805,139.0,714.0,22.0,714.0
k1557,199.0,715.0,22.0,715.0
k97,218.0,716.0,22.0,716.0
k5384,199.0,717.0,22.0,717.0
k2847,219.0,723.0,22.0,723.0
k6657,199.0,724.0,22.0,724.0
k7376,477.0,725.0,22.0,725.0
k2455,199.0,726.0,22.0,726.0
k291,139.0,727.0,22.0,727.0
k6769,159.0,728.0,22.0,728.0
k7297,179.0,729.0,22.0,729.0
k6405,298.0,730.0,22.0,730.0
k2907,99.0,731.0,22.0,731.0
k4833,199.0,732.0,22.0,732.0
k668,477.0,733.0,22.0,733.0
k5138,199.0,734.0,22.0,734.0
k482,139.0,735.0,22.0,735.0
k6965,557.0,738.0,22.0,738.0
k7605,159.0,739.0,22.0,739.0
k210,298.0,740.0,22.0,740.0
k7120,139.0,741.0,22.0,741.0
k6314,139.0,742.0,22.0,742.0
k588,139.0,743.0,22.0,743.0
k7409,199.0,762.0,23.0,762.0
k4600,199.0,768.0,23.0,768.0
k4319,238.0,769.0,23.0,769.0
k6166,119.0,770.0,23.0,770.0
k1696,219.0,771.0,23.0,771.0
k4656,537.0,774.0,23.0,774.0
k2572,219.0,778.0,23.0,778.0
k4886,218.0,779.0,23.0,779.0
k7225,219.0,780.0,23.0,780.0
k2313,179.0,781.0,23.0,781.0
k612,218.0,782.0,23.0,782.0
k5251,219.0,783.0,23.0,783.0
k7214,258.0,790.0,24.0,790.0
k1875,99.0,791.0,24.0,791.0
k5613,258.0,792.0,24.0,792.0
k5243,99.0,798.0,24.0,798.0
k5775,119.0,799.0,24.0,799.0
k1165,179.0,804.0,24.0,804.0
k3691,179.0,807.0,24.0,807.0
k5977,219.0,816.0,24.0,816.0
k6545,179.0,817.0,24.0,817.0
k1720,80.0,818.0,24.0,818.0
k2600,80.0,819.0,24.0,819.0
k2141,397.0,820.0,24.0,820.0
k2940,258.0,821.0,24.0,821.0
k74,99.0,822.0,24.0,822.0
k4760,179.0,826.0,24.0,826.0
k5090,298.0,832.0,25.0,832.0
k1710,378.0,838.0,25.0,838.0
k1824,258.0,844.0,25.0,844.0
k3669,378.0,850.0,25.0,850.0
k5299,239.0,858.0,26.0,858.0
k5434,139.0,859.0,26.0,859.0
k4842,179.0,860.0,26.0,860.0
k425,298.0,861.0,26.0,861.0
k4493,337.0,868.0,26.0,868.0
k5844,298.0,869.0,26.0,869.0
k7347,179.0,881.0,27.0,881.0
k6602,139.0,882.0,27.0,882.0
k1879,179.0,883.0,27.0,883.0
k2531,239.0,884.0,27.0,884.0
k559,338.0,885.0,27.0,885.0
k2931,159.0,888.0,27.0,888.0
k3887,179.0,889.0,27.0,889.0
k3741,258.0,892.0,27.0,892.0
k5865,99.0,898.0,28.0,898.0
k5081,258.0,899.0,28.0,899.0
k1747,338.0,900.0,28.0,900.0
k4342,199.0,901.0,28.0,901.0
k2381,179.0,902.0,28.0,902.0
k6998,258.0,906.0,28.0,906.0
k6,119.0,907.0,28.0,907.0
k7559,99.0,912.0,28.0,912.0
k7134,119.0,913.0,28.0,913.0
k1576,139.0,914.0,28.0,914.0
k2639,179.0,915.0,28.0,915.0
k3184,258.0,916.0,28.0,916.0
k1380,199.0,918.0,28.0,918.0
k4644,159.0,919.0,28.0,919.0
k3003,258.0,921.0,28.0,921.0
k6849,139.0,922.0,28.0,922.0
k1789,99.0,931.0,28.0,931.0
k631,199.0,940.0,28.0,940.0
k3069,179.0,941.0,28.0,941.0
k6482,179.0,943.0,29.0,943.0
k4652,199.0,945.0,29.0,945.0
k1017,159.0,946.0,29.0,946.0
k5722,119.0,947.0,29.0,947.0
k4722,80.0,948.0,29.0,948.0
k966,139.0,960.0,30.0,960.0
k6290,497.0,961.0,30.0,961.0
k4170,298.0,962.0,30.0,962.0
k1804,119.0,963.0,30.0,963.0
k4211,139.0,964.0,30.0,964.0
k5620,139.0,967.0,30.0,967.0
k5518,258.0,970.0,30.0,970.0
k2704,219.0,971.0,30.0,971.0
k889,199.0,972.0,30.0,972.0
k5628,179.0,973.0,30.0,973.0
k7087,80.0,974.0,30.0,974.0
k6531,139.0,975.0,30.0,975.0
k617,139.0,976.0,30.0,976.0
k606,139.0,980.0,30.0,980.0
k4335,80.0,982.0,30.0,982.0
k1602,80.0,983.0,30.0,983.0
k2458,497.0,988.0,30.0,988.0
k1687,298.0,989.0,30.0,989.0
k5385,497.0,993.0,30.0,993.0
k3569,139.0,994.0,30.0,994.0
k281,100.0,995.0,30.0,995.0
k6669,99.0,1003.0,31.0,1003.0
k5177,259.0,1009.0,31.0,1009.0
k1446,199.0,1014.0,31.0,1014.0
k6798,239.0,1015.0,31.0,1015.0
k2401,99.0,1016.0,31.0,1016.0
k2580,258.0,1017.0,31.0,1017.0
k3009,675.0,1018.0,31.0,1018.0
k3180,119.0,1019.0,31.0,1019.0
k396,218.0,1020.0,31.0,1020.0
k6755,218.0,1024.0,31.0,1024.0
k5550,259.0,1029.0,31.0,1029.0
k7582,259.0,1032.0,31.0,1032.0
k6521,99.0,1033.0,31.0,1033.0
k6574,199.0,1035.0,31.0,1035.0
k2895,239.0,1040.0,31.0,1040.0
